Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,633.67400,521.29500,112.37900,-95.15600,96.62910,15.74990,-20.00000,-4.25000,0.05400,-4.30400,-4.30400,-4.30400,25.44790,15.74990,22.61700,22.61700,-0.19000,-0.19000,1.27220,0.15030,1.96350,17.73450,2.48550,2.48550,-0.67070,-0.67920,0.28540,0.34120,4.80870,18.71600,-0.65260,-0.78930,-0.19380,-0.55450,28.51810,-0.6593,-1.0361
2024-04-30,628.70300,506.94800,121.75500,-99.15800,99.15800,22.59700,-9.81100,12.78600,3.34500,9.44100,9.44100,9.31800,31.31200,22.59700,22.54200,22.54600,0.41000,0.41000,1.29430,0.13730,1.72700,19.36610,3.59420,3.59420,2.03370,1.48210,0.30120,0.35460,4.68680,19.20270,1.42480,1.72180,0.45220,1.22920,29.03850,-1.43500,-2.00160
2024-01-31,852.13110,711.09720,141.03390,-100.32800,100.32810,40.70580,-7.14800,33.55800,9.59600,23.96200,23.96200,23.60300,49.31380,40.70590,22.49300,22.49900,1.04000,1.04000,1.31810,0.13930,1.54180,16.55070,4.77690,4.77700,3.93810,2.76990,0.42770,0.54570,5.54570,16.22890,3.64360,4.43590,1.20280,3.13620,28.78340,2.2097,1.3304
2023-10-31,694.11500,555.77400,138.34100,-92.11500,92.11500,46.22600,-5.77400,40.45200,10.25900,30.19300,30.19300,29.72800,54.46000,46.22600,22.51200,22.51700,1.32000,1.32000,1.45190,0.12280,1.28590,19.93060,6.65970,6.65970,5.82790,4.28290,0.42070,0.51890,5.36410,16.77810,4.82450,5.23800,1.83020,4.23210,27.37320,1.8126,1.216
2023-07-31,642.56800,509.16900,133.39900,-88.75100,88.75100,44.64800,-3.05700,41.59100,10.27000,31.32100,31.32100,30.92100,52.33700,44.64800,22.47600,22.48400,1.38000,1.38000,1.49810,0.12730,1.16300,20.76030,6.94840,6.94840,6.47260,4.81210,0.42360,0.51990,5.36580,16.77300,5.24920,5.72420,2.06460,4.58090,26.09700,-1.9955,-2.6144
2023-04-30,569.63100,451.05100,118.58000,-81.31500,81.31500,37.26500,-1.82600,35.43900,8.47400,26.96500,26.96500,26.67000,44.21300,37.26500,22.44100,22.44800,1.19000,1.19000,1.58060,0.14210,0.96430,20.81700,6.54200,6.54200,6.22140,4.68200,0.41330,0.52810,4.33890,20.74250,4.78070,5.23580,1.95670,4.10130,24.88130,-3.46150,-3.82140
2023-01-31,582.98300,474.11690,108.86610,-83.67500,83.67510,25.19100,-1.36200,23.82900,5.71700,18.11200,18.11200,17.88100,32.03200,25.19100,22.37300,22.38000,0.80000,0.79000,1.74500,0.14360,0.66300,18.67400,4.32110,4.32110,4.08740,3.06720,0.49040,0.67350,6.08260,14.79630,3.37720,3.71700,1.52370,2.89210,23.62790,0.8018,0.348
2022-10-31,668.77300,529.19300,139.58000,-84.86100,84.86100,54.71900,-0.04100,54.67800,13.42100,41.25700,41.25700,40.69400,62.08800,54.71900,22.39300,22.39900,1.82000,1.82000,1.73700,0.15120,0.72570,20.87110,8.18200,8.18200,8.17590,6.08490,0.59460,0.83950,5.97920,15.05210,8.06920,8.92210,3.66800,6.84940,22.51670,0.6172,0.1513
2022-07-31,496.54300,393.84400,102.69900,-68.82800,68.82800,33.87100,-0.72100,33.15000,8.19100,24.95900,24.95900,24.66800,39.63400,33.87100,22.38700,22.39200,1.10000,1.10000,1.76770,0.15430,0.77460,20.68280,6.82140,6.82140,6.67620,4.96790,0.46070,0.70790,5.15250,17.46720,5.26250,5.50650,2.31560,4.45080,20.89790,-1.1741,-1.5578
2022-04-30,461.00700,372.31300,88.69400,-64.15200,64.15200,24.54200,-0.95800,23.58400,6.04400,17.54000,17.54000,17.33000,29.76600,24.54200,22.31200,22.32100,0.78000,0.78000,1.79250,0.15370,0.61380,19.23920,5.32360,5.32360,5.11580,3.75920,0.45640,0.75340,5.43190,16.56870,3.88500,4.07490,1.73630,3.28800,20.00460,0.23840,0.04690
2022-01-31,507.59500,413.34690,94.24810,-64.58500,64.58500,29.66310,-0.89600,28.76700,6.33200,22.43500,22.43500,22.09800,36.96410,29.66310,22.23800,22.24800,0.99000,0.98000,1.84220,0.14660,0.49650,18.56760,5.84380,5.84380,5.66730,4.35350,0.53620,0.98010,5.38350,16.71770,5.15510,5.39790,2.36990,4.39930,19.26680,3.8905,4.2267
2021-10-31,453.97500,361.49500,92.48000,-62.94300,62.94300,29.53700,-0.71400,28.82300,7.00700,21.81600,21.81600,21.50700,35.27100,29.53700,22.21300,22.22200,0.97000,0.97000,1.97650,0.14560,0.60650,20.37120,6.50630,6.50630,6.34900,4.73750,0.53080,0.87600,5.28850,17.01810,5.27490,5.37860,2.55090,4.50670,18.30640,1.9703,1.5356
2021-07-31,377.63000,302.61200,75.01800,-57.07400,58.57200,16.44600,-0.81400,15.63200,4.38300,11.24900,11.24900,11.09300,21.84100,16.44600,22.26100,22.27600,0.50000,0.50000,1.91790,0.13970,0.64980,19.86550,4.35510,4.35510,4.13950,2.93750,0.44990,0.70850,4.60140,19.55910,2.87070,2.93050,1.34020,2.46970,17.34170,0.0667,-0.3994
2021-04-30,372.70600,301.72800,70.97800,-56.44200,56.44200,14.53600,-0.85700,13.67900,3.13200,10.54700,10.54700,10.37200,19.74300,14.53600,22.16800,22.17900,0.47000,0.47000,1.89740,0.14610,0.63070,19.04400,3.90010,3.90010,3.67020,2.78290,0.44860,0.72590,5.18170,17.36900,2.78220,2.85090,1.26960,2.37570,16.83320,1.21540,0.81000
2021-01-31,436.67710,368.96400,67.71320,-60.52200,60.93110,6.78200,-1.29300,5.48900,4.70700,0.78200,0.78200,0.77600,15.93200,6.78200,22.10000,22.10400,0.04000,0.04000,1.82750,0.10790,0.56920,15.50640,1.55310,1.55310,1.25700,0.17770,0.53530,0.88170,6.31870,14.24350,0.21060,0.21600,0.09590,0.18790,16.46260,5.0793,5.1648
2020-10-31,360.87200,288.32100,72.55100,-54.11500,56.67000,15.88100,-2.05700,13.82400,3.91200,9.91200,9.91200,9.72600,22.32600,15.88100,22.13200,22.13700,0.44000,0.44000,1.72300,0.13040,0.94500,20.10440,4.40070,4.40070,3.83070,2.69510,0.40060,0.54120,4.90780,18.33830,2.69660,2.76580,1.10030,2.34510,16.29650,2.1579,1.9131
2020-07-31,303.46500,240.77700,62.68800,-53.07900,53.07900,9.60900,-1.31700,8.29200,1.89200,6.40000,6.40000,6.29900,15.52000,9.60900,22.11800,22.11900,0.28000,0.28000,1.55180,0.12060,1.14100,20.65740,3.16640,3.16640,2.73240,2.07570,0.32010,0.42190,4.00440,22.47500,1.80390,1.86370,0.67510,1.58630,15.73150,0.8365,0.6169
2020-04-30,310.20800,251.79800,58.41000,-53.05800,53.27400,5.13600,-1.98800,3.14800,0.88600,2.26200,2.26200,2.23000,10.51100,5.13600,22.01200,22.01200,0.10000,0.10000,1.51090,0.12490,1.24360,18.82930,1.65570,1.65570,1.01480,0.71890,0.31990,0.43160,4.05870,22.17450,0.65170,0.67230,0.23330,0.57030,15.55430,-0.24720,-0.47900
2020-01-31,350.96200,289.84510,61.11690,-60.12800,63.70610,-2.58920,-2.08000,-4.66900,-5.34200,0.67300,0.67300,0.89500,4.41680,-2.58910,21.94600,21.95300,0.03000,0.03000,1.47230,0.09870,1.22670,17.41410,-0.73770,-0.73770,-1.33030,0.25500,0.35980,0.48520,4.82250,18.66250,0.19500,0.20120,0.06900,0.17580,15.45130,0.4207,0.2565
