Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,91.70400,91.70400,50.65800,41.04600,50.66900,91.71500,11.51900,80.19600,80.19600,51.84900,42.33800,41.04600,36.90300,53.74400,1.44000,1.40000,1.50480,0.24070,0.31710,100.00000,44.75920,44.75920,100.01200,56.53950,0.07170,1.94760,46.21010,17.32560,17.32560,6.26800,13.15460,8.69620,0.5285,0.5675
2021-09-30,96.32000,96.32000,49.81900,46.50100,52.35100,98.85200,14.03200,84.82000,84.82000,52.14500,47.57500,46.50100,36.21800,36.34300,1.41000,1.41000,1.60830,0.26690,0.36410,100.00000,48.27760,48.27760,102.62870,54.13730,0.07810,2.30920,38.97410,20.98200,20.98200,6.87370,15.38100,7.59470,1.4127,1.3543
2021-06-30,78.99500,78.99500,43.24500,35.75000,20.89500,56.64500,11.96400,44.68100,44.68100,28.16800,37.12800,35.75000,36.00300,36.12900,0.78000,0.78000,1.46480,0.30310,0.43500,100.00000,45.25600,45.25600,71.70710,35.65800,0.06930,2.71960,33.09360,13.16380,13.16380,3.92180,9.17340,6.40060,0.89650,0.77100
2021-03-31,102.87700,102.87700,57.01500,45.86200,22.61900,68.48100,3.89500,64.58600,64.58600,39.76000,47.01400,45.86200,33.15200,33.36200,1.09000,1.08000,1.66570,0.34180,0.51930,100.00000,44.57950,44.57950,66.56590,38.64810,0.09050,3.52290,25.54680,20.55560,20.55560,5.68280,13.52940,5.92500,1.387,1.0747
2020-12-31,84.58300,84.58300,41.86400,42.71900,18.34200,61.06100,6.42900,54.63200,54.63200,33.20300,43.72400,42.71900,34.47800,34.75100,0.96000,0.96000,2.01510,0.19710,0.24560,100.00000,50.50540,50.50540,72.19060,39.25490,0.11820,3.17690,28.32910,18.21970,18.21970,7.63200,14.62780,5.68330,1.5534,1.3718
2020-09-30,84.43100,84.43100,46.11700,38.31400,18.45400,56.76800,12.16900,44.59900,44.59900,21.81300,39.28700,38.31400,32.96200,33.20400,0.66000,0.66000,2.18760,0.21970,0.28150,100.00000,45.37910,45.37910,67.23600,25.83530,0.13880,2.55290,35.25340,16.94520,16.94520,7.33430,13.22320,4.98930,1.1405,1.1086
2020-06-30,69.74400,69.74400,40.91100,28.83300,-21.94100,6.89200,1.92400,4.96800,4.96800,3.24600,29.83700,28.83300,30.23700,30.44000,0.11000,0.11000,2.53780,0.24270,0.32040,100.00000,41.34120,41.34120,9.88190,4.65420,0.13250,2.94540,30.55620,2.13580,2.13580,0.94360,1.61750,4.42640,1.55900,1.52620
2020-03-31,76.93200,76.93200,43.31300,33.61900,7.39800,41.01700,2.40400,38.61300,38.61300,20.64800,34.53100,33.61900,28.08900,28.43900,0.72000,0.71000,3.07220,0.23890,0.31390,100.00000,43.69970,43.69960,53.31590,26.83930,0.16250,2.53200,35.54520,16.26490,16.26490,8.15430,12.37890,4.57480,0.4425,0.4137
2019-12-31,68.13800,68.13800,39.24600,28.89200,4.09600,32.98800,4.55100,28.43700,28.43700,13.49700,29.66300,28.89200,29.18500,29.60800,0.46000,0.46000,2.18240,0.23710,0.31080,100.00000,42.40220,42.40220,48.41350,19.80830,0.14520,3.50220,25.69840,13.14400,13.14400,6.05840,10.02730,4.16980,1.2537,1.2599
2019-09-30,64.29200,64.29200,37.36700,26.92500,8.02400,34.94900,2.67600,32.27300,32.27300,15.29900,27.73100,26.92500,27.22900,27.63300,0.56000,0.56000,2.67720,0.25250,0.33770,100.00000,41.87920,41.87920,54.35980,23.79610,0.14440,3.64720,24.67680,15.77130,15.77130,7.24610,11.78970,3.94470,1.1606,1.141
2019-06-30,64.68600,64.68600,37.69300,26.99300,4.79700,31.79000,4.33700,27.45300,27.45300,11.38100,27.79500,26.99300,26.70700,27.04200,0.43000,0.42000,2.34660,0.28250,0.39380,100.00000,41.72930,41.72930,49.14510,17.59420,0.16470,3.29240,27.33560,15.43730,15.43740,6.98830,11.07580,3.49460,1.23520,1.20790
2019-03-31,66.98800,66.98800,38.06000,28.92800,-3.62100,25.30700,4.90000,20.40700,20.40700,8.04800,30.14800,28.92800,23.83600,24.29900,0.30000,0.30000,1.91930,0.29480,0.41810,100.00000,43.18390,43.18390,37.77840,12.01410,0.18580,3.29670,27.30040,12.02380,12.02380,5.65930,8.47900,3.33550,0.4135,0.3787
2018-12-31,65.99600,65.99600,37.75900,28.23700,13.14100,41.37800,18.46300,22.91500,22.91500,5.45800,28.85500,28.23700,25.05100,25.57500,0.22000,0.22000,1.96230,0.29340,0.41520,100.00000,42.78590,42.78590,62.69770,8.27020,0.18140,3.89060,23.13280,13.23560,13.23560,6.29790,9.35270,3.45270,1.039,0.9916
2018-09-30,55.83300,55.83300,34.46600,21.36700,16.78500,38.15200,5.58000,32.57200,32.57200,11.22200,21.99800,21.36700,22.67200,23.25700,0.49000,0.49000,1.99240,0.30990,0.44900,100.00000,38.26950,38.26950,68.33240,20.09920,0.15670,4.08200,22.04830,20.08790,20.08790,9.14320,13.86340,3.23400,1.4785,1.402
2018-06-30,63.36200,63.36200,37.67000,25.69200,-0.97200,24.72000,1.61700,23.10300,23.10300,8.84500,26.20200,25.69200,22.24900,22.77300,0.40000,0.39000,2.19250,0.36610,0.57760,100.00000,40.54800,40.54800,39.01390,13.95950,0.20660,3.79190,23.73500,15.94140,15.94140,7.53190,10.10490,2.96810,1.66270,1.60060
2018-03-31,77.60900,77.60900,33.24700,44.36200,4.25200,48.61400,3.99600,44.61800,44.61800,13.49800,44.70400,44.36200,18.41500,18.99000,0.73000,0.72000,2.19860,0.38210,0.61850,100.00000,57.16090,57.16090,62.63960,17.39230,0.26420,5.20030,17.30680,32.78950,32.78950,15.18680,20.25920,2.78620,-0.1681,-0.2232
2017-12-31,65.01400,65.01400,30.71000,34.30400,6.48600,40.79000,22.95700,17.83300,17.83300,-6.30900,34.80400,34.30400,18.12700,18.12700,-0.35000,-0.35000,1.31310,0.43930,0.78340,100.00000,52.76400,52.76400,62.74030,-9.70410,0.23810,4.89310,18.39340,16.50930,16.50930,6.53110,9.25740,2.28740,1.8924,1.8674
2017-09-30,48.70900,48.70900,28.70300,20.00600,0.91600,20.92200,2.68800,18.23400,18.23400,4.68800,20.53300,20.00600,18.11400,18.64700,0.26000,0.26000,1.08310,0.45150,0.82330,100.00000,41.07250,41.07250,42.95310,9.62450,0.17960,2.96480,30.35600,17.64550,17.64550,6.72400,9.67800,2.18830,1.7863,1.7687
2017-06-30,52.70100,52.70100,28.42000,24.28100,5.02300,29.30400,3.69200,25.61200,25.61200,5.46400,24.80300,24.28100,18.45900,18.45900,0.30000,0.30000,1.11660,0.46180,0.85810,100.00000,46.07310,46.07310,55.60430,10.36790,0.19920,2.70620,33.25670,26.24340,26.24340,9.68160,14.12380,2.06760,1.58110,1.56010
2017-03-31,46.67900,46.67900,27.61900,19.06000,-1.85400,17.20600,0.58000,16.62600,0.61200,0.61200,19.71900,19.06000,17.78800,18.34100,0.03000,0.03000,0.99660,0.49320,0.97330,100.02360,40.83210,40.83210,36.86030,1.31110,0.19400,3.85360,23.35460,0.70650,0.70650,0.25430,0.35800,1.84420,4.4534,4.3838
2016-12-31,42.33100,42.33100,25.57900,16.75200,0.42200,17.17400,0.11100,17.06300,17.06300,,17.45100,16.75200,,,,0.00000,,,,100.00000,39.57380,39.57380,40.57070,,,,,,,,,,0,0
2016-09-30,51.24400,51.24400,27.80100,23.44300,0.94100,24.38400,0.02600,24.35800,24.35800,,24.14300,23.44300,,,,0.00000,,,,100.00000,45.74780,45.74780,47.58410,,,,,,,,,,0,0
2016-06-30,39.56600,39.56600,22.70600,16.86000,-0.87000,15.99000,-0.40100,16.39100,16.39100,,17.56200,16.86000,,,,0.00000,,,,100.00000,42.61240,42.61240,40.41350,,,,,,,,,,0.00000,
2016-03-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2015-03-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
