Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,58.92500,18.14900,40.77600,18.67100,20.10000,20.67600,20.67600,4.12400,16.55200,16.55200,16.46500,9.95960,9.98050,1.65000,1.65000,0.01870,0.23430,50.70630,40.37910,0.00950,2.63190,3.83860,0.38540,2.58260,62.82040,1.8914,1.7067
2024-06-30,55.22400,16.34000,38.88400,17.58200,19.05700,19.82700,19.82700,3.76800,16.05900,16.05900,15.97500,10.02600,10.03990,1.59000,1.59000,0.01920,0.16650,50.99010,41.08370,0.00940,2.61300,3.86540,0.38740,2.56300,61.26800,1.4895,1.6052
2024-03-31,53.66900,15.92300,37.74600,19.02400,20.52400,17.22200,17.22200,1.81000,15.41200,15.41200,15.32800,10.17790,10.20140,1.51000,1.51000,0.01930,0.07760,45.86910,40.82460,0.00920,2.52930,3.77070,0.37590,2.48050,60.15700,0.13030,0.05400
2023-12-31,91.12100,15.74700,75.37400,27.75800,29.36200,46.01200,46.01200,11.11400,34.89800,34.89800,34.70000,10.17320,10.19900,3.39000,3.39000,0.02540,0.20510,61.45260,46.34450,0.01770,5.63050,8.35490,0.82660,5.48780,59.79720,2.0384,1.8089
2023-09-30,52.24300,12.93100,39.31200,18.02100,19.64700,19.66500,19.66500,4.86100,14.80400,14.80400,14.72100,10.33080,10.35360,1.43000,1.43000,0.05630,0.15160,50.02290,37.44660,0.00960,2.56420,3.96230,0.36220,2.41970,55.62470,1.6873,1.2473
2023-06-30,50.48300,11.65700,38.82600,18.27400,19.94600,18.88000,18.88000,4.74800,14.13200,14.13200,14.05200,10.33170,10.34660,1.37000,1.37000,0.05690,0.16480,48.62720,36.19220,0.00950,2.47550,3.86600,0.34540,2.33460,54.94970,1.043,0.6681
2023-03-31,46.75100,8.66800,38.08300,22.42400,23.84600,14.23700,14.23700,3.55700,10.68000,10.68000,10.61600,9.71420,9.73790,1.09000,1.09000,0.05770,0.20920,41.99580,31.31470,0.00810,1.89910,3.00550,0.25630,1.78960,54.03790,0.42250,0.14480
2022-12-31,39.50400,5.13200,34.37200,16.77400,17.75400,16.61800,16.76400,3.92000,12.84400,12.84400,12.66900,8.04490,8.06930,1.43000,1.43000,0.04930,0.27060,49.49220,37.40260,0.00930,2.83470,3.93910,0.35090,2.69490,50.22760,2.528,2.3234
2022-09-30,35.90600,3.04700,32.85900,18.14400,18.89500,13.96400,13.96400,3.43100,10.53300,10.53300,10.45700,8.20590,8.22820,1.26000,1.26000,0.05080,0.10930,42.49670,31.82390,0.00900,2.39710,3.39720,0.28930,2.27540,48.66710,1.0821,0.6953
2022-06-30,31.37100,2.34000,29.03100,13.42500,13.71900,15.31200,15.31200,3.65800,11.65400,11.65400,11.65400,7.45740,7.47260,1.55000,1.55000,0.05280,0.11260,53.66790,40.84680,0.00960,3.70960,4.56380,0.39360,3.51380,42.05650,1.019,0.8916
2022-03-31,29.45400,1.93000,27.52400,13.63800,13.93100,13.59300,13.59300,3.41000,10.18300,10.18300,10.10400,7.54030,7.55920,1.34000,1.34000,0.05210,0.12060,51.63730,38.38320,0.00900,3.19920,3.92860,0.34810,3.03240,42.04240,0.32900,0.19610
2021-12-31,30.54300,1.81200,28.73100,13.68000,14.03200,14.69900,14.71600,3.55200,11.16400,11.16400,10.90100,7.62160,7.64320,1.47000,1.47000,0.05140,0.20650,52.31240,38.75080,0.00960,3.46010,4.24070,0.38000,3.28210,42.35960,2.0359,1.2749
2021-09-30,29.92900,1.96400,27.96500,12.76800,13.11900,14.84600,14.84600,3.62800,11.21800,11.21800,11.13000,7.60550,7.62480,1.46000,1.46000,0.05260,0.13980,54.35110,40.74680,0.00960,3.55830,4.46620,0.39410,3.37120,41.25390,1.717,1.5754
2021-06-30,30.65000,2.18900,28.46100,12.89300,13.24400,15.21700,15.21700,3.66900,11.54800,11.54800,11.54800,7.65330,7.66870,1.50000,1.50000,0.05320,0.15530,55.31240,41.97590,0.00980,3.70810,4.67550,0.40970,3.51080,40.50330,0.7188,0.6657
2021-03-31,30.78500,2.33900,28.44600,12.90700,13.25800,15.18800,15.18800,3.67400,11.51400,11.51400,11.51400,7.65730,7.67800,1.49000,1.49000,0.05450,0.25740,55.13690,41.79920,0.00970,3.79450,4.81450,0.40450,3.58760,39.26020,0.79880,0.68550
