Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,13.84130,13.84130,0.83200,-3.48100,5.43560,34.37710,39.81270,,39.81270,39.81270,39.81270,9.95040,9.52820,19.48420,19.48420,2.04000,2.04000,0.44210,1.50070,39.27110,68.83910,287.63730,287.63730,0.02080,15.31530,15.31530,5.97200,8.54390,13.34050,0.7997,0.7997
2020-03-31,15.26110,15.26110,0.72600,-4.00340,6.23950,-50.20820,-43.96870,-0.02900,-43.93970,-43.93970,-43.93970,10.93580,10.53170,19.42900,19.42900,-2.26000,-2.26000,0.47780,1.84460,40.88490,69.01010,-288.11060,-287.92090,0.02350,-19.53580,-19.53580,-6.76980,-10.20220,11.54970,-1.43520,-1.43520
2019-12-31,15.39150,15.39150,0.67130,-3.66140,6.89110,-4.99990,1.89120,0.05840,1.83280,1.83280,1.83060,11.45590,11.05870,18.27570,18.27570,0.06000,0.06000,0.43170,1.35280,44.77210,71.84980,12.28710,11.89370,0.02370,0.67740,0.67740,0.28260,0.38500,14.14230,-2.2734,-2.2734
2019-09-30,15.51520,15.51520,0.63460,-5.30760,5.79870,2.66540,8.46410,-0.00420,8.46830,8.46830,8.46830,9.93860,9.57300,18.90600,18.90600,0.45000,0.45000,0.41680,1.21080,37.37400,61.70050,54.55320,54.58030,0.02530,3.11140,3.11140,1.38180,1.81450,14.39580,-2.4106,-2.4106
2019-06-30,14.17030,14.17030,0.78600,-4.60960,5.41540,0.57930,5.99470,,5.99470,5.99470,5.99470,9.13340,8.77470,18.88380,18.88380,0.32000,0.32000,0.41860,1.00780,38.21670,61.92320,42.30470,42.30470,0.02560,2.21920,2.21920,1.08370,1.29020,14.28780,-0.2212,-0.2212
2019-03-31,13.83490,13.83490,0.49980,-5.32670,4.33370,5.82140,10.15500,0.01260,10.14240,10.14240,10.14240,8.36320,8.00840,16.35100,16.35100,0.62000,0.62000,0.42040,1.00490,31.32400,57.88570,73.40150,73.31040,0.02540,3.78730,3.78730,1.86030,2.19510,14.31790,-0.19920,-0.19920
2018-12-31,15.24730,15.24730,0.65200,-3.35030,7.82400,-5.42750,2.39650,0.03360,2.36290,2.36290,2.36290,11.60780,11.24500,15.95400,15.95400,0.14000,0.14000,0.46320,1.29990,51.31380,73.75060,15.71750,15.49710,0.02900,1.05090,1.05090,0.44900,0.56410,14.09350,-1.4542,-1.4542
2018-09-30,14.48760,14.48760,0.55360,-4.88390,5.61000,3.29970,8.90970,0.02520,8.88450,8.88450,8.88450,9.48450,9.05010,15.95380,15.95380,0.56000,0.56000,0.45960,1.20970,38.72250,62.46770,61.49850,61.32490,0.02830,3.89830,3.89830,1.73740,2.10680,14.28510,1.9542,1.9542
2018-06-30,12.61970,12.61970,0.67300,-4.20680,4.72720,2.88520,7.61240,0.00920,7.60320,7.60320,7.60320,8.10800,7.73990,15.95400,15.95400,0.48000,0.48000,0.43670,1.30120,37.45930,61.33190,60.32210,60.24920,0.02400,3.38760,3.38760,1.44890,1.90820,14.06820,-3.6704,-3.6704
2018-03-31,10.91180,10.91180,0.55820,-3.41330,4.47540,2.86860,7.34390,,7.34390,7.34390,7.34390,7.19040,6.94040,15.95280,15.95280,0.46000,0.46000,0.37840,1.13500,41.01420,63.60430,67.30280,67.30280,0.02270,3.30420,3.30420,1.52700,2.05380,13.93150,-3.24950,-3.24950
2017-12-31,9.41150,9.41150,0.55050,-2.06840,4.82940,0.14440,4.97380,0.06670,4.90710,4.90710,4.90710,7.05150,6.79260,14.87100,14.87100,0.36000,0.36000,0.38020,0.79210,51.31430,72.17350,52.84820,52.13980,0.02350,2.22800,2.22800,1.22600,1.38080,13.81210,-0.5835,-0.5835
2017-09-30,9.97830,9.97830,0.57040,-2.88940,4.47600,1.16060,5.63660,,5.63660,5.63660,5.63660,6.80310,6.51860,15.66800,15.66800,0.29000,0.29000,0.33540,0.66660,44.85670,65.32710,56.48830,56.48830,0.02690,2.56750,2.56750,1.51810,1.70630,13.84740,-0.8137,-0.8137
2017-06-30,10.39440,10.39440,0.59570,-3.07940,4.93850,1.03960,5.97810,-0.06670,6.04480,6.04480,6.04480,6.96680,6.71930,15.34780,15.34780,0.39000,0.39000,0.28940,0.58480,47.51090,64.64340,57.51290,58.15430,0.02980,2.79260,2.79260,1.73380,1.98440,13.83800,1.0527,1.0527
2017-03-31,9.86400,9.86400,0.58020,-3.07150,4.14360,1.87250,6.01620,-0.00860,6.02480,6.02480,6.02480,6.46200,6.21230,12.48000,12.48000,0.48000,0.48000,0.33770,1.09940,42.00770,62.97920,60.99120,61.07830,0.02680,3.48930,3.48930,1.63700,2.31100,13.83530,1.61210,1.61210
2016-12-31,10.19640,10.19640,0.45490,-3.02310,4.65910,1.04770,5.70680,-0.01100,5.71780,5.71780,5.71780,6.97930,6.71840,12.48000,12.48000,0.88000,0.88000,0.33970,1.18840,45.69310,65.89000,55.96870,56.07670,0.02680,3.34610,3.34610,1.50520,2.20940,13.69250,-0.2927,-0.2927
2016-09-30,10.20280,10.20280,0.46400,-3.09220,4.60870,5.27880,9.88750,-0.04000,9.92750,9.92750,9.92750,6.90870,6.64650,12.48000,12.48000,0.37000,0.37000,0.34130,1.14740,45.17160,65.14440,96.91010,97.30180,0.02760,5.86020,5.86020,2.68890,3.86010,13.57420,0.3644,0.3644
2016-06-30,9.62320,9.62320,0.51510,-3.14780,3.94510,0.93000,4.87510,-0.15480,5.02990,5.02990,5.02990,6.21330,5.96030,12.48000,12.48000,0.41000,0.41000,0.34870,1.20090,40.99590,61.93690,50.66010,52.26890,0.02630,3.07230,3.07230,1.37380,2.00100,13.11860,0.6452,0.6452
2016-03-31,9.46780,9.46780,0.49890,-2.98980,4.09930,-1.74280,2.35650,-0.16730,2.52380,2.52380,2.52380,6.23780,5.97910,12.48000,12.48000,0.20000,0.20000,0.34950,1.20210,43.29700,63.15210,24.88960,26.65710,0.02600,1.54900,1.54900,0.69270,1.00770,13.05550,-0.00880,-0.00880
2015-12-31,9.15120,9.15120,0.43120,-2.82290,4.24230,-5.21500,-0.97270,0.12680,-1.09950,-1.09950,-1.09950,6.09160,5.89710,12.48000,12.48000,-0.09000,-0.09000,0.34670,1.18790,46.35750,64.44080,-10.62940,-12.01480,0.02500,-0.66780,-0.66780,-0.30090,-0.43620,13.19320,-2.2248,-2.2248
2015-09-30,8.60280,8.60280,0.50100,-2.72450,3.81960,-4.59140,-0.77180,-0.14740,-0.62430,-0.62430,-0.62430,5.61470,5.37730,12.48000,12.48000,-0.05000,-0.05000,0.23080,0.95150,44.39980,62.50580,-8.97120,-7.25740,0.02550,-0.36730,-0.36730,-0.18530,-0.28250,13.62120,0.0594,0.0594
2015-06-30,8.69050,8.69050,0.53160,-2.64930,3.99550,0.05350,4.04900,0.04800,4.00100,4.00100,4.00100,5.73040,5.50950,12.48000,12.48000,0.32000,0.32000,0.22580,0.90360,45.97550,63.39760,46.59100,46.03890,0.02570,2.28810,2.28810,1.18190,1.77150,14.01120,0.2343,0.2343
2015-03-31,8.71410,8.71410,0.51420,-2.90600,3.84340,1.61620,5.45970,0.06630,5.39340,5.39340,5.39340,5.52820,5.29390,12.48000,12.48000,0.43000,0.43000,0.19070,0.86520,44.10580,60.75110,62.65310,61.89260,0.02620,3.08020,3.08020,1.62320,2.49290,14.03050,-0.02760,-0.02760
2014-12-31,8.64040,8.64040,0.59390,-2.77700,3.79570,-2.68310,1.11260,0.10220,1.01040,1.01040,1.01040,5.47770,5.26950,12.28100,12.28100,0.08000,0.08000,0.19170,0.84940,43.92960,60.98720,12.87690,11.69370,0.02640,0.58080,0.58080,0.30890,0.46950,13.93830,-2.3821,-2.3821
2014-09-30,7.82250,7.82250,0.54000,-2.02160,3.85130,-1.55200,2.29930,0.18590,2.11340,2.11340,2.11340,5.46310,5.26080,12.40450,12.40450,0.17000,0.17000,0.12370,0.64940,49.23330,67.25260,29.39370,27.01740,0.02640,1.19340,1.19340,0.71300,1.04580,14.19830,-0.2296,-0.2296
2014-06-30,8.01270,8.01270,0.47830,-2.47660,3.70490,-0.99330,2.71160,,2.71160,2.71160,2.71160,5.23760,5.05780,12.13290,12.13290,0.22000,0.22000,0.12350,0.65400,46.23730,63.12260,33.84080,33.84080,0.02680,1.52890,1.52890,0.90600,1.34000,14.36920,1.6084,1.6084
2014-03-31,7.84920,7.84920,0.45610,-2.55310,3.76100,0.58270,4.34380,,4.34380,4.34380,4.34380,4.98490,4.84000,12.10400,12.10400,0.36000,0.36000,,0.74080,47.91600,61.66200,55.33990,55.33990,0.02530,2.47540,2.47540,1.39790,2.47540,14.49050,-1.20900,-1.20900
2013-12-31,7.69540,7.69540,0.46070,-2.43030,3.93420,-0.22430,3.70990,,3.70990,3.70990,3.70990,4.95260,4.80440,12.05900,12.05900,0.30000,0.30000,,0.67660,51.12320,62.43200,48.20860,48.20860,0.02580,2.10920,2.10920,1.24440,2.10920,14.53770,-2.5551,-2.5551
2013-09-30,7.91760,7.91760,0.44230,-2.54040,3.96620,-0.14080,3.82540,0.00000,3.82540,3.82540,3.82540,4.93490,4.93490,12.06660,12.06660,0.32000,0.32000,,0.53390,50.09350,62.32790,48.31520,48.31520,0.02900,2.17280,2.17280,1.40070,2.17280,14.57210,1.8822,1.8822
2013-06-30,7.34120,7.34120,0.43180,-2.42040,3.77080,0.70680,4.47760,,4.47760,4.47760,4.47760,4.48900,4.48900,12.05060,12.05060,0.37000,0.37000,,0.56780,51.36490,61.14830,60.99250,60.99250,0.02630,2.54250,2.54250,1.60380,2.54250,14.59530,-5.2441,-5.2441
2013-03-31,6.44640,6.44640,0.33040,-2.16550,3.38400,2.14810,5.53210,,5.53210,5.53210,5.53210,4.07470,3.95060,12.03550,12.03550,0.46000,0.46000,,0.32480,52.49440,61.28280,85.81660,85.81660,0.02640,3.15220,3.15220,2.26180,3.15220,14.56440,0.24420,0.24420
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2012-09-30,,,,-0.13840,-0.13840,,-0.13840,,-0.13840,-0.13840,-0.13840,-0.13840,-0.13840,,,,0.00000,,,,,,,,,,,,,0,0
2012-06-30,,,,-0.12660,-0.12660,,-0.12660,,-0.12660,-0.12660,-0.12660,-0.12660,-0.12660,,,,0.00000,,,,,,,,,,,,,0,0
