Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,26.49830,26.49830,0.84070,-7.44150,10.25970,5.20110,15.46080,,15.46080,15.46080,15.46080,18.84490,18.21610,26.32640,26.32640,0.59000,0.59000,0.53440,1.56970,38.71840,68.74450,58.34650,58.34650,0.02770,4.22100,4.22100,1.61540,1.96530,13.54640,0.4675,0.4675
2024-06-30,26.62620,26.62620,1.02460,-5.69240,11.79270,-3.62990,8.16280,-0.38150,8.54430,8.54430,8.54430,20.53620,19.90920,24.73400,24.73400,0.35000,0.35000,0.54750,1.68910,44.28970,74.77280,30.65700,32.08980,0.02810,2.46100,2.46100,0.90270,1.11370,13.36310,-0.5343,-0.5343
2024-03-31,25.99680,25.99680,0.86120,-7.13210,10.23590,3.10520,13.34110,0.19260,13.14850,13.14850,13.14850,18.69360,18.00350,24.12560,24.12560,0.54000,0.54000,0.56480,1.85830,39.37380,69.25290,51.31820,50.57730,0.02780,4.06520,4.06520,1.40590,1.76930,13.40650,0.18470,0.18470
2023-12-31,28.02220,28.02220,0.79890,-7.34060,11.90890,-3.43090,8.47800,-3.00470,11.48270,11.48270,11.48340,20.53390,19.88280,22.00470,22.00470,0.50000,0.50000,0.56720,1.79980,42.49820,70.95370,30.25480,40.97960,0.03090,3.58900,3.58900,1.26450,1.55340,13.26140,1.0746,1.0746
2023-09-30,27.16500,27.16500,0.81220,-7.48290,10.82080,-13.21790,-2.39710,-0.00030,-2.39680,-2.39680,-2.39740,19.44340,18.86990,22.82420,22.82420,-0.11000,-0.11000,0.56830,1.82330,39.83360,69.46380,-8.82410,-8.82530,0.02980,-0.75340,-0.75340,-0.26280,-0.32520,13.18620,-0.3539,-0.3539
2023-06-30,26.58500,26.58500,0.91990,-7.14990,10.41320,-6.63680,3.77640,0.06540,3.71100,3.71100,3.71100,19.07890,18.51520,21.23200,21.23200,0.17000,0.17000,0.56910,1.87310,39.16960,69.64530,14.20500,13.95920,0.02950,1.20360,1.20360,0.41150,0.51860,13.66820,0.1147,0.1147
2023-03-31,24.07540,24.07540,0.76100,-6.36030,9.06760,-4.25270,4.81490,0.07880,4.73610,4.73610,4.73610,17.52550,16.95400,19.78000,19.78000,0.24000,0.24000,0.59160,2.14980,37.66350,70.42080,19.99930,19.67220,0.02670,1.68640,1.68640,0.52570,0.68870,13.87040,-1.62000,-1.62000
2022-12-31,23.36690,23.36690,0.76600,-5.28730,9.70860,-5.66840,4.04020,0.06190,3.97820,3.97820,3.97820,17.89590,17.31360,19.55290,19.55290,0.20000,0.20000,0.59580,2.19070,41.54860,74.09480,17.29020,17.02520,0.02600,1.44260,1.44260,0.44290,0.58310,14.02250,1.8597,1.8597
2022-09-30,20.14230,20.14230,0.78180,-5.72280,7.18930,-3.26430,3.92500,-0.03050,3.95550,3.95550,3.95550,14.21390,13.63760,19.54590,19.54590,0.20000,0.20000,0.58980,2.15010,35.69270,67.70640,19.48640,19.63800,0.02270,1.42710,1.42710,0.44490,0.58530,14.18080,-0.8018,-0.8018
2022-06-30,16.10910,16.10910,0.94040,-3.46960,6.17460,-4.67810,1.49650,0.16070,1.33580,1.33580,1.33580,12.28240,11.69900,19.54310,19.54310,0.07000,0.07000,0.57970,2.10070,38.32990,72.62350,9.28980,8.29250,0.01820,0.47730,0.47730,0.15130,0.20060,14.31840,-0.7126,-0.7126
2022-03-31,15.49440,15.49440,0.81060,-4.27810,5.51420,-0.27090,5.24330,0.02120,5.22220,5.22220,5.22220,10.90590,10.40580,19.51780,19.51780,0.27000,0.27000,0.55990,1.98690,35.58820,67.15830,33.84010,33.70360,0.01790,1.83210,1.83210,0.60260,0.80630,14.59290,-3.22400,-3.22400
2021-12-31,17.55740,17.55740,0.78050,-6.80900,5.11670,6.80500,11.92170,1.67220,10.24950,10.24950,10.24950,10.48150,9.96800,19.48980,19.48980,0.52000,0.52000,0.54590,1.81740,29.14290,56.77350,67.90120,58.37710,0.02140,3.59490,3.59490,1.24800,1.63250,14.60790,1.3346,1.3346
2021-09-30,17.02930,17.02930,0.76770,-7.34320,4.06410,9.32090,13.38500,0.60640,12.77860,12.77860,12.77860,9.48070,8.91850,19.48600,19.48600,0.66000,0.66000,0.55390,1.92350,23.86530,52.37130,78.59960,75.03880,0.02060,4.63590,4.63590,1.54510,2.06790,14.14580,0.6387,0.6387
2021-06-30,15.10440,15.10440,0.91160,-3.96580,5.53500,0.07190,5.60690,,5.60690,5.60690,5.60690,10.73160,10.22700,19.48600,19.48600,0.29000,0.29000,0.54380,1.88720,36.64510,67.70880,37.12140,37.12140,0.01880,2.04510,2.04510,0.69730,0.93290,14.06990,-2.9502,-2.9502
2021-03-31,13.98790,13.98790,0.82780,-3.77590,5.06060,0.04500,5.10560,0.16780,4.93780,4.93780,4.93780,9.85500,9.38410,19.48600,19.48600,0.25000,0.25000,0.52570,1.70570,36.17870,67.08750,36.50020,35.30050,0.01870,1.80590,1.80590,0.66030,0.85650,14.03210,-2.92790,-2.92790
2020-12-31,13.53920,13.53920,0.73460,-4.11250,4.98790,11.98400,16.97190,0.16110,16.81080,16.81080,16.81080,9.10860,8.69210,19.47150,19.47150,0.87000,0.87000,0.44760,1.43840,36.84020,64.19930,125.35350,124.16370,0.02010,6.14970,6.14970,2.49080,3.39730,14.02860,-0.8162,-0.8162
2020-09-30,14.01680,14.01680,0.76420,-4.06260,5.32890,2.27250,7.60140,0.09270,7.50870,7.50870,7.50870,9.62940,9.19000,19.48600,19.48600,0.39000,0.39000,0.44570,1.52370,38.01840,65.56450,54.23100,53.56930,0.02110,2.92680,2.92680,1.13200,1.62230,13.16590,1.2726,1.2726
