,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$0.25,$0.29
1,2024-08-07,2024-06-30,$0.44,$0.49
2,2024-05-08,2024-03-31,$0.31,$0.30
3,2024-02-07,2023-12-31,$0.25,$0.30
4,2023-11-01,2023-09-30,$0.35,$0.41
5,2023-08-01,2023-06-30,$0.61,$0.51
6,2023-05-01,2023-03-31,$0.34,$0.39
7,2023-02-06,2022-12-31,$0.22,$0.27
8,2022-10-31,2022-09-30,$0.37,$0.34
9,2022-08-01,2022-06-30,$0.47,$0.53
10,2022-05-02,2022-03-31,$0.42,$0.47
11,2022-02-07,2021-12-31,$0.40,$0.35
12,2021-11-01,2021-09-30,$0.37,$0.44
13,2021-08-02,2021-06-30,$0.39,$0.53
14,2021-05-03,2021-03-31,$0.21,$0.32
15,2021-02-01,2020-12-31,$0.10,$0.16
16,2020-11-02,2020-09-30,$0.02,$0.03
17,2020-08-03,2020-06-30,$0.12,$0.15
18,2020-05-04,2020-03-31,$0.32,$0.46
19,2020-02-03,2019-12-31,$0.19,$0.17
20,2019-11-04,2019-09-30,$0.17,$0.17
21,2019-08-05,2019-06-30,$0.86,$0.84
22,2019-05-06,2019-03-31,$0.80,$0.77
23,2019-02-04,2018-12-31,$0.69,$0.71
24,2018-11-05,2018-09-30,$0.65,$0.70
25,2018-08-06,2018-06-30,$0.82,$0.87
26,2018-05-02,2018-03-31,$0.73,$0.70
27,2018-02-01,2017-12-31,$0.53,$0.52
28,2017-11-01,2017-09-30,$0.38,$0.55
29,2017-08-02,2017-06-30,$0.63,$0.56
30,2017-04-25,2017-03-31,$0.43,$0.60
31,2017-02-01,2016-12-31,$0.22,$0.24
32,2016-10-26,2016-09-30,$0.14,$0.11
33,2016-08-01,2016-06-30,$0.45,$0.44
34,2016-05-02,2016-03-31,$0.24,$0.37
35,2016-02-03,2015-12-31,$0.11,$0.14
36,2015-11-03,2015-09-30,$0.22,$0.14
37,2015-07-30,2015-06-30,$0.44,$0.46
38,2015-05-05,2015-03-31,$0.44,$0.46
39,2015-01-29,2014-12-31,$0.55,$0.52
