Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,74.32900,41.42700,32.90200,22.73900,22.73900,10.16300,0.69400,10.85700,2.79400,8.06300,8.06300,8.06300,10.87300,10.16300,9.43900,9.59900,0.85000,0.84000,8.61780,,,44.26540,13.67300,13.67300,14.60670,10.84770,0.23620,0.57390,1.58810,56.67180,3.12370,3.79190,2.56220,3.12370,27.00230,-0.0488,-0.1065
2024-06-30,63.93200,35.84000,28.09200,21.43100,21.43100,6.66100,0.82100,7.48200,1.87500,5.60700,5.60700,5.60700,7.34800,6.66100,9.42900,9.54800,0.60000,0.59000,9.89480,,,43.94040,10.41890,10.41890,11.70310,8.77030,0.21040,0.52750,1.69720,53.02980,2.23210,2.72560,1.84550,2.23210,26.46760,0.3539,0.3357
2024-03-31,71.55800,39.55100,32.00700,23.75600,23.75600,8.25100,0.81000,9.06100,2.41100,6.65000,6.65000,6.65000,8.90100,8.25100,9.43600,9.58000,0.70000,0.69000,8.80570,,,44.72880,11.53050,11.53050,12.66250,9.29320,0.23600,0.63830,1.69980,52.94750,2.68030,3.28200,2.19280,2.68030,26.11660,1.49650,1.47870
2023-12-31,80.59000,40.02900,40.56100,29.05600,29.05600,11.50500,0.19500,11.70000,3.15800,8.54200,8.54200,8.54200,12.22100,11.50500,9.44900,9.53500,0.90000,0.91000,6.41780,,,50.33010,14.27600,14.27600,14.51790,10.59930,0.26050,0.53450,2.03920,44.13450,3.49380,4.29230,2.76130,3.49380,25.74500,3.7399,3.6621
2023-09-30,84.15000,47.99700,36.15300,23.72000,23.72000,12.43300,0.13100,12.56400,3.22700,9.33700,9.33700,9.33700,13.15100,12.43300,9.45100,9.53000,0.99000,0.98000,8.50890,,,42.96260,14.77480,14.77480,14.93050,11.09570,0.29130,0.60320,1.57410,57.17540,3.96670,4.92850,3.23240,3.96670,24.78240,2.0369,1.9124
2023-06-30,67.01400,38.00700,29.00700,22.30700,22.30700,6.70000,-0.11000,6.59000,1.72600,4.86400,4.86400,4.86400,7.40400,6.70000,9.44000,9.54200,0.51000,0.50000,7.54020,,0.01120,43.28500,9.99790,9.99790,9.83380,7.25820,0.23350,0.36600,1.80170,49.95300,2.11410,2.64140,1.69460,2.11410,24.16540,2.1591,2.0835
2023-03-31,86.29400,49.13200,37.16200,26.77600,26.77600,10.38600,-0.37600,10.01000,2.56500,7.44500,7.44500,7.44500,11.09800,10.38600,9.48300,9.54500,0.79000,0.78000,4.20900,,0.09070,43.06440,12.03560,12.03560,11.59990,8.62750,0.28040,0.46060,1.63460,55.05820,3.27010,4.09670,2.41950,3.27010,23.90720,2.40820,2.33910
2022-12-31,99.04700,52.94000,46.10700,31.04500,31.04500,15.06200,-0.99900,14.06300,3.84100,10.22200,10.22200,10.22200,15.77600,15.06200,9.55500,9.62400,1.07000,1.06000,3.05700,,0.13910,46.55060,15.20690,15.20690,14.19830,10.32040,0.30320,0.41370,1.82600,49.28840,4.56530,5.74370,3.12960,4.56530,23.36160,1.2726,1.1869
2022-09-30,96.97100,57.58300,39.38800,25.18100,25.18100,14.20700,0.03000,14.23700,3.46700,10.77000,10.77000,10.77000,14.90300,14.20700,9.53500,9.60500,1.13000,1.12000,3.05320,,0.16510,40.61830,14.65080,14.65080,14.68170,11.10640,0.31210,0.51390,1.49640,60.14630,5.12800,6.59560,3.46610,5.12800,21.82990,-2.4431,-2.5261
2022-06-30,74.35900,44.58900,29.77000,24.10500,24.10500,5.66500,0.25900,5.92400,1.42900,4.49500,4.49500,4.49500,6.34700,5.66500,9.54900,9.66400,0.47000,0.47000,6.27680,,0.02670,40.03550,7.61840,7.61840,7.96680,6.04500,0.27670,0.46700,1.76040,51.12620,2.20950,2.87490,1.67250,2.20950,21.14730,-1.9606,-1.9989
