Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,252.86900,58.09200,194.77700,48.33000,144.36200,9.68700,183.00500,11.77200,29.44100,41.21300,-19.80500,61.01800,61.01800,60.66100,11.77200,11.77200,121.55200,121.85200,0.50000,0.50000,7.34270,,77.02680,4.65540,4.65540,16.29820,23.98910,0.05930,,1.44860,62.12860,,2.13470,1.43110,1.77330,,0,0
2024-06-30,257.67200,47.62500,210.04700,43.37700,119.73000,9.80800,153.29900,56.74800,26.65300,83.40100,14.05800,69.34300,69.34300,70.13500,56.74800,56.74800,121.21500,121.64800,0.58000,0.58000,5.83510,,81.51720,22.02340,22.02340,32.36710,27.21870,0.06130,,1.38650,64.91180,,2.55390,1.64880,2.11400,,0,0
2024-03-31,222.85300,41.67300,181.18000,46.54500,109.52800,13.12900,142.94400,38.23600,23.66100,61.89700,9.47300,52.42400,52.42400,52.59800,38.23600,38.23600,121.07000,121.31300,0.43000,0.43000,5.48300,,81.30020,17.15750,17.15750,27.77480,23.60210,0.05210,,1.20340,74.79050,,1.92330,1.22670,1.59000,,0.00000,
2023-12-31,274.52000,52.58000,221.94000,50.85100,128.47800,9.41900,169.91000,52.03000,29.27800,81.30800,17.26100,64.04700,64.04700,62.57000,52.03000,52.03000,122.48800,122.81300,0.52000,0.52000,5.02920,,80.84660,18.95310,18.95310,29.61830,22.79250,0.06320,,1.32370,67.99370,1.94210,2.35970,1.47470,1.94210,27.28870,2.8114,2.7224
2023-09-30,261.24300,51.20000,210.04300,48.68000,147.51000,8.90400,187.28600,22.75700,35.94600,58.70300,-19.99600,78.69900,78.69900,77.30400,22.75700,22.75700,122.40800,122.74700,0.63000,0.63000,6.31360,,80.40140,8.71110,8.71110,22.47070,29.59080,0.06240,,1.38520,64.97400,,2.86400,1.88130,2.37160,,0,0
2023-06-30,252.78700,45.54000,207.24700,43.16600,126.19300,9.20800,160.15100,47.09600,27.73600,74.83200,4.93600,69.89600,69.89600,67.74100,47.09600,47.09600,123.13400,123.40600,0.55000,0.55000,5.73190,,81.98480,18.63070,18.63070,29.60280,26.79770,0.05980,,1.22260,73.61580,,2.56800,1.65490,2.11910,,0,0
2023-03-31,223.31400,49.53900,173.77500,47.23100,97.89100,9.66700,135.45500,38.32000,28.18800,66.50800,7.96200,58.54600,58.54600,57.19000,38.32000,38.32000,123.33100,123.70700,0.46000,0.46000,5.24170,,77.81640,17.15970,17.15970,29.78230,25.60970,0.05060,,0.85060,105.81170,,2.10540,1.32590,1.72580,,0.00000,
2022-12-31,256.38100,50.73800,205.64300,40.97800,103.79500,10.01700,134.75600,70.88700,22.07800,92.96500,10.10500,82.86000,82.86000,80.65600,70.88700,70.88700,124.79000,124.91700,0.66000,0.65540,6.01800,,80.20990,27.64910,27.64910,36.26050,31.45940,0.05950,,0.91730,98.11220,2.43370,2.96690,1.92320,2.43370,27.63880,2.9772,2.844
2022-09-30,259.12500,46.48400,212.64100,54.36800,140.43800,9.12100,185.68500,26.95600,19.27500,46.23100,-25.42200,71.65300,71.65300,69.64600,26.95600,26.95600,124.60350,124.86900,0.56000,0.56000,6.94140,,82.06120,10.40270,10.40270,17.84120,26.87740,0.06410,,1.21420,74.12390,,2.70100,1.77130,2.19310,,0,0
2022-06-30,258.72900,41.63300,217.09600,54.07400,129.19200,11.14700,172.11900,44.97700,23.18300,68.16000,5.09200,63.06800,63.06800,63.21000,44.97700,44.97700,125.16900,125.27800,0.50000,0.50460,6.48690,,83.90860,17.38380,17.38380,26.34420,24.43100,0.06110,,1.20010,74.99460,,2.30380,1.48990,1.85890,,0,0
