Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,126.10000,84.70000,41.40000,23.80000,23.80000,17.60000,18.00000,35.60000,1.10000,34.50000,34.50000,34.50000,17.60000,17.60000,46.00000,46.00000,0.75000,0.75000,,,13.95720,13.95720,28.23160,27.35920,0.06270,5.29470,5.29470,1.71650,5.29470,14.37110,-2.687,-2.6663
2024-06-30,121.80000,76.50000,45.30000,22.40000,22.40000,22.90000,10.70000,33.60000,0.80000,32.80000,32.80000,32.80000,22.90000,22.90000,44.93200,44.93200,0.73000,0.73000,,,18.80130,18.80130,27.58620,26.92940,0.06220,5.57630,5.57630,1.67490,5.57630,12.87940,2.687,2.6663
2024-03-31,114.50000,62.50000,52.00000,22.30000,22.30000,29.70000,7.70000,37.40000,-0.50000,37.90000,37.90000,37.40000,29.70000,29.70000,44.30000,44.30000,0.84000,0.84000,,,25.93890,25.93890,32.66380,32.66380,0.06090,6.80190,6.80190,2.01610,6.80190,12.02440,0.00000,
2023-12-31,114.75200,71.36300,43.38900,22.62700,22.62700,20.76210,13.78600,34.54800,1.65400,32.89400,32.89400,27.59500,20.76210,20.76200,42.94400,43.46900,0.75000,0.72000,,,18.09300,18.09290,30.10670,24.04750,0.06240,6.08580,6.08580,1.78980,6.08580,12.40110,4.5229,4.4503
2023-09-30,108.90000,59.20000,49.70000,20.50000,20.50000,29.20000,-16.90000,12.30000,1.40000,10.90000,10.90000,10.90000,29.20000,29.20000,45.41700,45.41700,0.24000,0.24000,,,26.81360,26.81360,11.29480,10.00920,0.06230,2.31870,2.31870,0.62380,2.31870,10.11490,-1.9081,-1.889
2023-06-30,118.40000,68.20000,50.20000,18.80000,18.80000,31.40000,11.50000,42.90000,2.40000,40.50000,40.50000,40.50000,31.40000,31.40000,46.02300,46.02300,0.88000,0.88000,,,26.52030,26.52030,36.23310,34.20610,0.06830,8.67610,8.67610,2.33640,8.67610,10.01850,1.9081,1.889
2023-03-31,105.10000,65.30000,39.80000,17.00000,17.00000,22.80000,13.50000,36.30000,2.40000,33.90000,33.90000,31.70000,22.80000,22.80000,44.40000,44.40000,0.71000,0.71000,,,21.69360,21.69360,34.53850,30.16180,0.06480,7.88010,7.88010,2.09070,7.88010,9.16920,0.00000,
2022-12-31,96.69100,72.06100,24.63000,17.04300,17.04300,7.58700,16.37900,23.96600,1.53200,22.43400,22.43400,20.08100,7.58700,7.58700,45.54600,45.66700,0.47000,0.46000,,,7.84670,7.84670,24.78620,20.76820,0.06120,5.45920,5.45920,1.41990,5.45920,8.93100,3.3914,3.3754
2022-09-30,96.40000,54.40000,42.00000,16.90000,16.90000,25.10000,-1.70000,23.40000,0.80000,22.60000,22.60000,21.20000,25.10000,25.10000,45.70000,45.70000,0.46000,0.46000,,,26.03730,26.03730,24.27390,21.99170,0.06560,5.64580,5.69990,1.53860,5.64580,8.14310,0.3023,0.3086
2022-06-30,96.00000,55.70000,40.30000,16.20000,16.20000,24.10000,-2.40000,21.70000,-0.30000,22.00000,22.00000,20.70000,24.10000,24.10000,45.70000,45.70000,0.45000,0.45000,,,25.10420,25.10420,22.60420,21.56250,0.06570,5.58510,5.64240,1.50550,5.58510,7.98900,-0.3023,-0.3086
