Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,951.00000,456.00000,495.00000,40.00000,390.00000,957.00000,-462.00000,-16.00000,-478.00000,17.00000,-495.00000,-495.00000,-494.00000,137.00000,-462.00000,201.00000,201.00000,-2.46000,-2.46000,1.24580,0.41890,0.89040,52.05050,-48.58040,-48.58040,-50.26290,-51.94530,0.14350,0.73670,1.41730,63.50160,-19.87950,50.25380,-7.47060,-11.55190,12.52520,0.7274,0.5039
2024-06-30,984.00000,473.00000,511.00000,41.00000,399.00000,461.00000,50.00000,-16.00000,34.00000,38.00000,-4.00000,-4.00000,-4.00000,136.00000,50.00000,205.60000,205.60000,-0.02000,-0.02000,1.32880,0.36180,0.68510,51.93090,5.08130,5.08130,3.45530,-0.40650,0.14270,0.77800,1.66500,54.05490,-0.13050,0.45250,-0.05800,-0.08330,15.12340,1.0134,0.7582
2024-03-31,953.00000,447.00000,506.00000,42.00000,415.00000,464.00000,42.00000,-11.00000,31.00000,14.00000,17.00000,17.00000,18.00000,128.00000,42.00000,207.40000,208.50000,0.09000,0.09000,1.43010,0.34910,0.64150,53.09550,4.40710,4.40710,3.25290,1.88880,0.13380,0.72920,1.45270,61.95170,0.52180,-2.23680,0.23870,0.33970,15.69360,0.11990,-0.04320
2023-12-31,1012.00000,490.00000,522.00000,43.00000,409.00000,449.00000,73.00000,-16.00000,57.00000,-15.00000,72.00000,72.00000,67.00000,142.00000,73.00000,212.00000,212.00000,0.31000,0.32000,1.38460,0.35280,0.64300,51.58100,7.21340,7.21340,5.63240,6.62060,0.13730,0.78530,1.45610,61.80830,2.18580,-8.48060,0.97690,1.41450,15.89770,0.7537,0.5986
2023-09-30,947.00000,452.00000,495.00000,46.00000,372.00000,731.00000,-236.00000,-14.00000,-250.00000,16.00000,-266.00000,-266.00000,-266.00000,159.00000,-236.00000,211.80000,211.80000,-1.25000,-1.25000,1.57060,0.34850,0.59030,52.27030,-24.92080,-24.92080,-26.39920,-28.08870,0.13150,0.69430,1.45920,61.67900,-7.89080,37.25490,-3.69390,-5.14110,15.91600,0.6351,0.4583
2023-06-30,1028.00000,478.00000,550.00000,49.00000,416.00000,470.00000,80.00000,-34.00000,46.00000,-39.00000,85.00000,85.00000,86.00000,166.00000,80.00000,211.90000,213.10000,0.41000,0.40000,1.51060,0.33210,0.56780,53.50200,7.78210,7.78210,4.47470,8.36580,0.13440,0.72750,1.53430,58.65760,2.29610,-10.50680,1.11110,1.53350,17.48700,0.4874,0.3313
2023-03-31,978.00000,459.00000,519.00000,46.00000,416.00000,521.00000,-2.00000,-26.00000,-28.00000,-5.00000,-23.00000,-23.00000,-19.00000,82.00000,-2.00000,214.50000,214.50000,-0.09000,-0.09000,1.41410,0.33610,0.59320,53.06750,-0.20450,-0.20450,-2.86300,-1.94270,0.12750,0.69650,1.50000,60.00000,-0.63220,2.48650,-0.29980,-0.41970,17.12000,-0.09790,-0.27970
2022-12-31,983.00000,466.00000,517.00000,43.00000,402.00000,452.00000,65.00000,-57.00000,8.00000,23.00000,-15.00000,-15.00000,-15.00000,144.00000,65.00000,215.50000,215.50000,-0.06000,-0.06000,1.61790,0.32390,0.51000,52.59410,6.61240,6.61240,0.81380,-1.52590,0.12860,0.74320,1.55540,57.86370,-0.39350,1.92550,-0.19630,-0.26610,17.71380,0.6541,0.5071
2022-09-30,947.00000,439.00000,508.00000,41.00000,401.00000,1726.00000,-1218.00000,-23.00000,-1241.00000,-164.00000,-1077.00000,-1077.00000,-1077.00000,51.00000,-1218.00000,214.90000,214.90000,-5.01000,-5.01000,1.49610,0.32460,0.54870,53.64310,-128.61670,-128.61670,-131.04540,-113.72760,0.12590,0.74160,1.46820,61.29880,-29.80080,127.45560,-14.31800,-20.12710,16.81710,0.5095,0.3599
2022-06-30,1023.00000,442.00000,581.00000,45.00000,410.00000,462.00000,119.00000,-28.00000,91.00000,18.00000,73.00000,73.00000,73.00000,202.00000,119.00000,214.90000,215.30000,0.34000,0.34000,1.51890,0.27190,0.41900,56.79370,11.63250,11.63250,8.89540,7.13590,0.11430,0.76080,1.54770,58.15250,1.50890,-6.51790,0.81580,1.09860,22.52330,0.8085,0.6157
