Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,7671.00000,6321.00000,1350.00000,1028.00000,-267.00000,1295.00000,55.00000,-172.00000,-117.00000,33.00000,-150.00000,-150.00000,,-150.00000,55.00000,55.00000,508.00000,508.00000,-0.30000,-0.30000,1.47980,0.42270,0.77360,17.59880,0.71700,0.71700,-1.52520,-1.95540,0.17040,1.76320,1.66290,54.12200,-0.83370,-1.54910,-0.33310,-0.48130,34.59630,1.3819,-0.3543
2024-06-30,,,,0.01230,,,-0.01230,,-0.01230,,-0.01230,-0.01230,,-0.01230,-0.01230,-0.01230,0.00480,0.00480,-2.56000,-2.56000,2.17580,,,,,,,,,,,,-85.05050,-85.05050,-45.96070,-85.05050,0.57850,-1.2036,0.7628
2024-03-31,4726.70000,3946.60000,780.10010,578.50000,,659.70000,120.39990,-114.00000,6.40000,-10.00000,16.40000,16.40000,,15.50000,890.59990,120.39990,258.00000,259.30000,0.06000,0.06000,1.33900,0.43360,0.89610,16.50410,2.54720,2.54720,0.13540,0.32790,0.17580,1.69500,1.82940,49.19560,0.16260,0.48330,0.06100,0.09210,39.06940,1.20360,-0.76280
2023-12-31,4620.00000,3861.20000,758.80000,609.10000,,674.60000,84.20020,-101.20000,-17.00000,5.70000,-22.70000,-22.70000,,-22.40000,36.00020,84.20020,257.00000,257.00000,-0.09000,-0.09000,1.52030,0.37280,0.60690,16.42420,1.82250,1.82250,-0.36800,-0.48480,0.32880,3.20960,2.55810,35.18180,-0.36770,-0.72900,-0.16160,-0.23060,23.71390,-2.5902,-1.0105
2023-09-30,2915.00000,2173.00000,742.00000,371.00000,-17.00000,388.00000,354.00000,-52.00000,302.00000,73.00000,229.00000,229.00000,,229.00000,354.00000,354.00000,258.00000,259.00000,0.89000,0.88000,1.42150,0.44360,0.85010,25.45450,12.14410,12.14410,10.36020,7.85590,0.10620,0.93200,1.12470,80.02440,2.26780,6.99710,0.83440,1.26180,39.38260,3.6602,1.1506
2023-06-30,5121.10000,4099.60000,1021.50000,626.30000,-1.00000,662.80000,358.70020,-88.30000,270.40000,67.30000,203.10000,203.10000,,202.00000,358.70020,358.70020,256.30000,257.00000,0.79000,0.79000,1.48850,0.46200,0.90050,19.94690,7.00440,7.00440,5.28010,3.94450,0.18190,1.60830,1.86720,48.19940,2.02600,6.59030,0.72150,1.09000,39.11350,-2.1518,-0.0196
2023-03-31,5277.60000,4357.60000,920.00000,585.10000,,2913.90000,-1993.90000,-127.70000,-2121.60000,-116.80000,-2004.80000,-2004.80000,,-2006.10000,-1224.90000,-1993.90000,255.60000,255.60000,-7.85000,-7.85000,1.52960,0.48240,0.98390,17.43220,-37.78040,-37.78040,-40.20010,-38.01160,0.18710,1.70870,1.87490,48.00310,-20.75130,-75.68140,-7.10660,-10.74090,37.72390,2.15180,0.01960
2022-12-31,4923.10000,4157.10000,766.00000,,,,4923.10000,,55.10000,8.30000,,,,45.30000,4923.10000,,254.70000,256.70000,0.18000,0.18000,1.51240,0.43700,0.81910,15.55930,100.00000,,1.11920,0.92020,0.16230,1.61700,1.84700,48.72840,,,,,45.37430,1.0358,-0.046
2022-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-5.7502,-3.6437
2022-06-30,5519.70000,4360.30000,1159.40000,591.80000,0.20000,618.20000,541.20070,-28.70000,512.50000,132.70000,379.80000,379.80000,,377.90000,918.50070,541.20070,255.60000,257.40000,1.48000,1.47000,1.46050,0.39950,0.69910,21.00480,9.80490,9.80490,9.28490,6.84640,0.19110,1.89540,1.95390,46.06070,3.30940,15.09300,1.31480,1.98730,45.12980,3.3277,2.4628
