Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,6.64350,6.05510,0.58840,0.24880,1.59780,1.84660,-1.25820,0.01250,-1.24570,-1.24570,-1.24570,,-1.27740,-1.07900,-1.25820,1.61710,1.61710,-0.74960,-0.74960,1.25880,,,8.85680,-18.93870,-18.93870,-18.75040,-19.22790,0.63690,24.47730,1.18890,75.69730,-30.63630,-44.44380,-11.94240,-30.63630,2.51450,-0.2103,-0.2153
2021-12-31,8.97950,8.73320,0.24630,0.43240,1.65500,2.08730,-1.84110,0.01760,-1.82350,-1.82350,-1.82350,,-1.67730,-1.69950,-1.84110,1.59550,1.59550,-1.04950,-1.04950,1.38880,,,2.74290,-20.50290,-20.50290,-20.30710,-18.67920,0.75620,41.42720,1.66900,53.92520,-35.95490,-47.04210,-15.35720,-35.95490,3.13630,-1.4985,-1.5076
2021-09-30,0.67110,0.60750,0.06360,0.28720,1.35030,1.63750,-1.57390,0.02060,-1.55330,-1.55330,-1.55330,,-1.44120,-1.48190,-1.57390,1.55780,1.55780,-0.89960,-0.89960,2.13550,,0.15470,9.47580,-234.51360,-234.51360,-231.45050,-214.74740,0.06600,2.96850,0.75800,118.73500,-24.40250,-29.44580,-15.27580,-24.40250,3.99040,-0.89870,-0.90450
2021-06-30,0.02220,0.01420,0.00800,0.31480,1.43090,1.74580,-1.73780,-0.00280,-1.74060,-1.74060,-1.74060,,-1.59860,-1.65090,-1.73780,1.41930,1.41930,-1.04950,-1.04950,0.27190,,19.13270,36.02840,-7823.20200,-7823.20100,-7835.74400,-7196.76400,0.00570,0.07310,0.12810,702.68300,-2239.78100,171.57850,-44.68550,-2239.77800,0.05430,-0.6438,-0.6722
2021-03-31,0.01770,0.00990,0.00780,0.20780,1.06650,1.27430,-1.26650,-0.00980,-1.27630,-1.27630,-1.27630,,-1.21900,-1.22240,-1.26650,1.43210,1.43210,-0.89960,-0.89960,0.75070,,0.40800,43.95570,-7161.03800,-7161.03800,-7216.70800,-6892.45700,0.00390,0.03890,0.10650,844.77660,-70.27510,-164.65070,-27.85110,-70.27510,1.26800,-0.8345,-0.8421
2020-12-31,0.12620,0.04010,0.08610,0.13450,0.93250,1.06700,-0.98090,-0.01960,-1.00060,-1.00060,-1.00060,,-0.96400,-0.95540,-0.98090,1.41630,1.41630,-0.74960,-0.74960,1.80850,,,68.20990,-777.39330,-777.39330,-792.96260,-763.99300,0.02380,0.15120,0.98580,91.29310,-32.72930,-45.93620,-18.86550,-32.72930,2.13480,-0.6525,-0.6855
2020-09-30,0.00910,0.01690,-0.00780,0.19470,0.67350,0.86820,-0.87610,0.00920,-0.86680,-0.86680,-0.86680,,-0.86680,-0.83340,-0.87610,1.39700,1.39700,-0.59970,-0.59970,2.21630,,,-86.62620,-9674.99700,-9674.99700,-9572.86600,-9572.86600,0.00170,0.13420,0.07900,1138.89000,-28.19770,-30.95040,-16.23940,-28.19770,2.20060,-0.65110,-0.68250
2020-06-30,,0.14620,-0.14620,0.31500,0.54270,0.85770,-1.00390,0.00680,0.41770,0.41250,0.41250,,0.41250,-0.93210,0.41090,1.39700,1.39700,0.29990,0.29990,5.65420,,,,,,,,,1.38950,,,10.62490,10.68180,8.39580,10.62490,2.77920,-0.6358,-0.6695
2020-03-31,,,,0.22910,0.46150,,-0.69070,0.01290,-0.67770,-0.67770,-0.67770,,-0.67770,-0.66530,-0.69070,1.39700,1.39700,-0.44980,-0.44980,2.15810,,,,,,,,,,,,-19.48240,-19.76010,-11.61430,-19.48240,2.49020,-0.5104,-0.5389
2019-12-31,,0.00020,-0.00020,0.31920,0.69630,1.01550,-1.01570,0.01460,-1.00100,-1.00100,-1.00100,,-1.00100,-1.00940,-1.01570,1.39700,1.39700,-0.74960,-0.74960,2.26100,,,,,,,,,0.00260,,,-24.08790,-24.39020,-14.90070,-24.08790,2.97480,-0.4487,-0.597
2019-09-30,,,,0.25120,0.35840,,-0.60960,0.01270,-0.59700,-0.59700,-0.59700,,-0.59700,-0.60270,-0.60960,1.39640,1.39640,-0.44980,-0.44980,2.41150,,,,,,,,,,,,-11.53590,-12.33500,-7.72200,-11.53590,3.70450,-1.67890,-1.67990
2019-06-30,,,,0.03510,0.13470,,-0.16240,0.02960,-0.13280,-0.13280,-0.13280,,-0.13280,-0.15440,-0.16240,1.34190,1.34190,0.00000,0.00000,3.71380,,0.01500,,,,,,,,,,-2.30360,-2.32610,-1.78300,-2.30360,4.12710,0.6068,0.6389
2019-03-31,,,,0.02920,0.54540,,-0.57460,0.03360,-0.54100,-0.54100,-0.54100,,-0.54100,-0.56560,-0.57460,1.39700,1.39700,-0.44980,-0.44980,43.20560,,0.00180,,,,,,,,,,-8.85600,-8.94160,-8.67420,-8.85600,4.37290,-0.31,-0.344
2018-12-31,,,,0.04110,0.34760,,-0.38870,0.00900,-0.37970,-0.37970,-0.37970,,-0.37970,-0.38150,-0.38870,1.29700,1.29700,-0.29990,-0.29990,57.24190,,0.00140,,,,,,,,,,-5.88570,-5.90980,-5.79980,-5.88570,4.61820,-0.2723,-0.2807
2018-09-30,,0.00740,-0.00740,0.06280,0.30350,0.36630,-0.37370,0.00200,-0.37170,-0.37170,-0.37170,,-0.37170,-0.36150,-0.37370,1.27880,1.27880,-0.29990,-0.29990,13.11660,,,,,,,,,0.10100,,,-34.07530,-34.95060,-31.79900,-34.07530,0.84930,-0.34050,-0.34430
2018-06-30,,0.00480,-0.00480,0.12210,0.27200,0.39410,-0.39890,0.02380,-0.37500,-0.37500,-0.36500,0.00000,-0.36500,-0.39640,-0.39890,1.27900,1.27900,-0.29990,-0.29990,6.47270,,0.02280,196.27890,8255.79800,8155.79700,7667.14400,7462.68700,0.00000,0.06320,,,-30.77260,-31.13710,-26.50760,-30.77260,0.89490,-0.1748,-0.1792
2018-03-31,0.00650,0.00010,0.00640,0.07790,0.37350,0.45130,-0.44500,0.00600,-0.43890,-0.43890,-0.43890,,-0.43890,-0.43680,-0.44500,1.27870,1.27870,-0.29990,-0.29990,,,,98.91780,-6879.63900,-6879.63900,-6786.28700,-6786.28700,,,,,,,,,,-0.3129,-0.3137
2017-12-31,,,,0.07700,0.32200,,-0.39900,0.00750,-0.39150,-0.39150,-0.39150,,-0.39150,-0.39160,-0.39900,1.27870,1.27870,-0.29990,-0.29990,,,,,,,,,,,,,,,,,,-0.3076,-0.3142
2017-09-30,0.00900,0.00000,0.00900,0.09460,0.34690,0.44150,-0.43250,0.02400,-0.40850,-0.40850,-0.40850,,-0.40850,-0.42540,-0.43250,1.26790,1.26790,-0.14990,-0.14990,,,,99.76650,-4808.96100,-4808.96100,-4542.32800,-4542.32800,,,,,,,,,,-0.36190,-0.36570
2017-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
