,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-28,2024-09-30,$0.78,$0.80
1,2024-07-22,2024-06-30,$0.70,$0.69
2,2024-04-22,2024-03-31,$0.67,$0.68
3,2024-01-23,2023-12-31,$0.74,$0.72
4,2023-10-24,2023-09-30,$0.63,$0.84
5,2023-07-31,2023-06-30,$0.76,$0.80
6,2023-04-24,2023-03-31,$0.87,$0.88
7,2023-01-23,2022-12-31,$0.93,$0.86
8,2022-10-25,2022-09-30,$0.89,$0.92
9,2022-07-25,2022-06-30,$0.84,$0.89
10,2022-04-25,2022-03-31,$0.78,$0.91
11,2022-01-26,2021-12-31,$0.84,$0.87
12,2021-10-26,2021-09-30,$0.83,$0.86
13,2021-07-26,2021-06-30,$0.78,$0.93
14,2021-04-26,2021-03-31,$0.79,$0.92
15,2021-01-27,2020-12-31,$0.73,$0.78
16,2020-10-26,2020-09-30,$0.66,$0.80
17,2020-07-27,2020-06-30,$0.43,$0.56
18,2020-04-27,2020-03-31,$0.49,$0.23
19,2020-01-27,2019-12-31,$0.63,$0.66
20,2019-10-28,2019-09-30,$0.65,$0.73
21,2019-07-22,2019-06-30,$0.66,$0.69
22,2019-04-22,2019-03-31,$0.64,$0.66
23,2019-01-28,2018-12-31,$0.65,$0.65
24,2018-10-22,2018-09-30,$0.65,$0.68
25,2018-07-23,2018-06-30,$0.62,$0.64
26,2018-04-23,2018-03-31,$0.59,$0.59
27,2018-01-22,2017-12-31,$0.53,$0.50
28,2017-10-23,2017-09-30,$0.50,$0.52
29,2017-07-24,2017-06-30,$0.49,$0.49
30,2017-04-24,2017-03-31,$0.46,$0.46
31,2017-01-23,2016-12-31,$0.46,$0.45
32,2016-10-24,2016-09-30,$0.45,$0.46
33,2016-07-25,2016-06-30,$0.45,$0.46
34,2016-04-25,2016-03-31,$0.43,$0.43
35,2016-01-25,2015-12-31,$0.43,$0.43
36,2015-10-26,2015-09-30,$0.43,$0.45
37,2015-07-27,2015-06-30,$0.42,$0.44
38,2015-04-27,2015-03-31,$0.41,$0.41
39,2015-01-26,2014-12-31,$0.44,$0.42
