Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,83.84100,6.68400,77.15700,13.51100,28.71300,-12.50000,54.72400,22.43300,7.33600,29.76900,2.58900,27.18000,27.18000,27.18000,23.96200,22.43300,28.71600,29.90200,0.95000,0.91000,7.96590,92.02780,26.75660,26.75660,35.50650,32.41850,0.08540,0.35970,0.86170,104.44550,3.06830,3.06830,2.76690,3.06830,30.80450,1.9648,1.9305
2024-06-30,70.28400,6.00900,64.27500,15.58300,27.62600,-12.50000,55.70900,8.56600,7.47900,16.04500,0.47700,15.56800,15.56800,15.56800,10.58700,8.56600,28.59800,29.63700,0.54000,0.53000,9.50260,91.45040,12.18770,12.18770,22.82880,22.15010,0.07660,0.49340,0.68080,132.19570,1.85580,1.85580,1.69650,1.85580,29.22060,-0.1469,-0.1846
2024-03-31,45.25000,2.41900,42.83100,10.95700,26.05800,-12.50000,49.51500,-6.68400,7.61600,0.93200,,0.93200,0.93200,0.93200,-5.07500,-6.68400,28.29500,29.29100,0.03000,0.03000,12.65520,94.65420,-14.77130,-14.77130,2.05970,2.05970,0.05300,0.21920,0.97380,92.42060,0.11660,0.11660,0.10920,0.11660,28.01610,0.54240,0.49940
2023-12-31,42.14300,2.87100,39.27200,11.37000,24.76500,,36.13500,3.13700,7.52000,10.65700,,8.69200,8.69200,8.69200,2.71200,3.13700,27.15400,27.75200,0.53000,0.61000,17.76480,93.18750,7.44370,7.44370,25.28770,20.62500,0.05150,0.41100,1.00250,89.78000,1.11630,1.11630,1.06210,1.11630,27.57520,-0.3766,-0.3151
2023-09-30,8.55600,0.22300,8.33300,10.62900,23.69700,,34.32600,-25.99300,106.74000,80.74700,,80.74700,80.74700,80.74700,-24.62800,-25.99300,28.04200,28.89200,2.88000,2.79000,21.10460,97.39370,-303.79850,-303.79850,943.74710,943.74710,0.01080,0.04230,0.91840,97.99440,10.68160,10.68160,10.21660,10.68160,26.81140,-0.5595,2.8637
2023-06-30,,,,12.14400,25.90400,,,-38.04800,4.83800,-33.21000,,-33.21000,-33.21000,-33.21000,-36.57000,-38.04800,26.65700,26.65700,-1.25000,-1.25000,20.25290,,,,,,,,,,-5.08490,-5.08490,-4.85510,-5.08490,23.34640,-1.2465,-1.3438
2023-03-31,,,,12.28800,24.03500,-12.50000,,-48.82300,3.52600,-45.29700,,-45.29700,-45.29700,-45.29700,-47.51200,-48.82300,25.71200,25.71200,-1.76000,-1.76000,10.13310,,,,,,,,,,-9.25250,-9.25250,-8.51690,-9.25250,18.97840,-1.01730,-1.22650
2022-12-31,,,,10.74100,24.02900,,,-34.77000,2.71800,-32.05200,,-32.05200,-32.05200,-32.05200,-33.68100,-34.77000,25.49200,25.49200,-1.23000,-1.23000,13.30400,,,,,,,,,,-6.13750,-6.13750,-5.73950,-6.13750,20.26740,-0.8911,-1.1051
2022-09-30,,,,11.51600,19.93500,,,-31.45100,1.60100,-29.85000,,-29.85000,-29.85000,-29.85000,-30.47600,-31.45100,25.61900,25.61900,-1.17000,-1.17000,14.18300,,,,,,,,,,-5.51990,-5.51990,-5.17890,-5.51990,21.03350,-0.7619,-1.3067
2022-06-30,,,,10.89000,17.86300,,,-28.75300,0.64500,-28.10800,,-28.10800,-28.10800,-28.10800,-27.77700,-28.75300,25.54500,25.54500,-1.10000,-1.10000,12.45450,,,,,,,,,,-5.02660,-5.02660,-4.67440,-5.02660,21.78850,-1.6752,-2.3102
2022-03-31,,,,9.31400,15.90800,-25.00000,,-50.22200,0.25700,-49.96500,,-49.96500,-49.96500,-49.96500,-49.20700,-50.22200,25.11400,25.11400,-1.99000,-1.99000,7.24720,,,,,,,,,,-9.10850,-9.10850,-8.09970,-9.10850,21.76890,-0.61690,-1.30140
2021-12-31,,,,9.00900,12.86800,,,-21.87700,0.07100,-21.80600,,-21.80600,-21.80600,-21.80600,-21.09300,-21.87700,22.19700,22.19700,-0.95000,-0.95000,17.18480,,,,,,,,,,-3.67370,-3.67370,-3.48170,-3.67370,23.54710,-0.9424,-2.7851
2021-09-30,,,,6.08000,9.57200,,,-15.65200,0.06300,-15.58900,,-15.58900,-15.58900,-15.58900,-14.86900,-15.65200,22.21200,22.21200,-0.70000,-0.70000,9.66520,,,,,,,,,,-3.81860,-3.81860,-3.45580,-3.81860,18.35760,-0.3264,-1.2713
2021-06-30,,,,6.59400,9.79900,,,-16.39300,0.03000,-16.36300,,-16.36300,-16.36300,-16.36300,-15.72700,-16.39300,22.20500,22.20500,-0.74000,-0.74000,20.41650,,,,,,,,,,-3.90950,-3.90950,-3.68900,-3.90950,18.84890,-0.4367,-0.6113
2021-03-31,,,,6.20100,8.15200,,,-14.35300,-1.45900,-15.81200,,-15.81200,-15.81200,-15.81200,-13.81700,-14.35300,21.25400,21.25400,-0.74000,-0.74000,44.38170,,,,,,,,,,-3.67160,-3.67160,-3.56920,-3.67160,19.39520,-0.45420,-0.57060
2020-12-31,,,,5.67200,4.74700,,,-10.41900,0.03600,-10.38300,,-10.38300,-10.38300,-10.38300,-9.92900,-10.41900,18.78700,18.78700,-0.54000,-0.54000,17.80080,,,,,,,,,,-3.55480,-3.55480,-3.34030,-3.55480,14.81610,-0.4706,-0.8725
2020-09-30,,,,5.10000,4.58000,,,-9.68000,0.07000,-9.61000,,-9.61000,-9.61000,-9.61000,-9.20300,-9.68000,19.67600,19.67600,-0.49000,-0.49000,39.96280,,,,,,,,,,-3.18510,-3.18510,-3.08560,-3.18510,15.31030,-0.3042,-0.5044
2020-06-30,,,,3.63900,3.31500,,,-6.95400,0.12100,-6.83300,,-6.83300,-6.83300,-6.83300,-6.48200,-6.95400,18.38400,18.38400,-0.37000,-0.37000,51.19860,,,,,,,,,,-2.20640,-2.20640,-2.14780,-2.20640,15.74940,-0.2549,-0.3559
2020-03-31,,,,3.52500,2.42100,,,-5.94600,0.60500,-5.34100,,-5.34100,-5.34100,-5.34100,-5.53400,-5.94600,17.35900,17.35900,-0.31000,-0.31000,46.37500,,,,,,,,,,-2.69250,-2.69250,-2.60370,-2.69250,11.41960,-0.35870,-0.44560
2019-12-31,,,,4.34800,1.80700,,,-6.15500,0.79800,-5.35700,,-5.35700,-5.35700,-5.35700,-5.81800,-6.15500,15.90100,15.90100,-0.29000,-0.29000,58.87590,,,,,,,,,,-2.64000,-2.64000,-2.56290,-2.64000,11.69260,-0.4993,-0.6635
2019-09-30,,,,3.88500,1.45700,,,-5.34200,1.07000,-4.27200,,-4.27200,-4.27200,-4.27200,-5.04100,-5.34200,17.29100,17.29100,-0.25000,-0.25000,54.86720,,,,,,,,,,-2.05730,-2.05730,-1.99410,-2.05730,11.99710,-0.1649,-0.2003
2019-06-30,,,,4.21600,1.67400,,,-5.89000,0.54200,-5.34800,,-5.34800,-5.34800,-5.34800,-5.63700,-5.89000,14.52300,14.52300,-0.37000,-0.37000,49.79770,,,,,,,,,,-2.69710,-2.69710,-2.60680,-2.69710,11.70200,-0.2882,-0.3726
2019-03-31,,,,3.16700,1.52700,,,-4.69400,0.58300,-4.11100,,-4.11100,-4.11100,-4.11100,-4.49500,-4.69400,14.41800,14.41800,-0.29000,-0.29000,33.28010,,,,,,,,,,-3.75480,-3.75480,-3.55300,-3.75480,7.58000,-0.22300,-0.34140
2018-12-31,,,,2.80200,1.41600,,,-4.21800,0.51000,-3.70800,,-3.70800,-3.70800,-3.70800,-4.15700,-4.21800,11.20300,11.20300,-0.28000,-0.28000,43.39370,,,,,,,,,,-3.27490,-3.27490,-3.19340,-3.27490,7.84710,-0.2852,-0.3971
2018-09-30,,,,1.91400,1.05800,,,-2.97200,0.21700,-2.75500,,-2.75500,-2.75500,-2.75500,-2.93400,-2.97200,10.62400,10.62400,-0.26000,-0.26000,27.56840,,,,,,,,,,-5.26850,-5.26850,-5.05940,-5.26850,4.76290,-0.1712,-0.2492
2018-06-30,,,,1.52500,0.92400,,,-2.44900,0.17300,-2.27600,,-2.27600,-2.27600,-2.27600,-2.42500,-2.44900,10.31000,10.31000,-0.22000,-0.22000,60.22400,,,,,,,,,,-5.02750,-5.02750,-4.94460,-5.02750,4.37230,-0.1569,-0.1664
2018-03-31,,,,1.52000,0.75700,,,-2.27700,0.12700,-2.15000,,-2.15000,-2.15000,-2.15000,-2.25900,-2.27700,10.30700,10.30700,-0.21000,-0.21000,105.46240,,,,,,,,,,-4.53600,-4.53600,-4.49310,-4.53600,4.59740,-0.22980,-0.22980
2017-12-31,,,,1.08800,0.41100,,,-1.49900,0.10500,-1.39400,,-1.39400,-1.39400,-1.39400,-1.48500,-1.49900,5.36100,5.36100,0.14000,0.14000,77.99060,,,,,,,,,,-2.81760,-2.81760,-2.78170,-2.81760,4.80000,-0.3041,-0.3311
2017-09-30,,,,1.35500,0.73800,,,-2.09300,-3.18000,-5.27300,,-5.27300,-5.27300,-5.27300,-2.08800,-2.09300,4.18300,4.18300,-1.26000,-1.26000,21.25980,,,,,,,,,,-10.50440,-10.50440,-10.01080,-10.50440,4.90360,-0.231,-0.232
2017-06-30,,,,0.44600,0.26900,,,-0.71500,-0.04400,-0.75900,,-0.75900,-0.75900,-0.75900,-0.71200,-0.71500,3.49100,3.49100,-0.22000,-0.22000,,,,,,,,,,,,,,,,-0.1169,-0.1261
2017-03-31,,,,0.31900,0.14600,,,-0.46500,-0.02900,-0.49400,,-0.49400,-0.49400,-0.49400,-0.46400,-0.46500,3.49100,3.49100,-0.14000,-0.14000,,,,,,,,,,,,,,,,-0.07360,-0.07560
2016-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,11.8477,12.0057
2016-09-30,,,,0.24100,0.08100,,,-0.32200,,-0.32200,,-0.32200,-0.32200,-0.32200,-0.32200,-0.32200,0.03800,0.03800,-8.48000,-8.48000,,,,,,,,,,,,,,,,-11.8477,-12.0057
