Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,64599.00000,15458.00000,49141.00000,7420.00000,-31001.00000,32721.00000,16420.00000,-2143.00000,14277.00000,2688.00000,11589.00000,11840.00000,11711.00000,24793.00000,22120.00000,2301.45900,2301.45900,5.09000,5.09000,0.25110,25.41840,34.24200,22.10100,18.12880,0.07300,2.59550,3.35130,1.33880,2.59550,342.60870,4.04350,2.94900
2020-12-31,64450.00000,16529.00000,47921.00000,9000.00000,-30753.00000,374.00000,47547.00000,-2768.00000,44779.00000,9273.00000,35506.00000,36130.00000,35835.00000,89805.00000,86901.00000,2393.29800,2393.29800,14.66760,14.66760,0.25900,73.77350,134.83470,69.47870,55.60120,0.07380,8.00510,10.37800,4.13510,8.00510,334.15280,4.3467,2.9053
2020-09-30,63024.00000,16206.00000,46818.00000,8342.00000,-29912.00000,6697.00000,40121.00000,-2481.00000,37640.00000,7517.00000,30123.00000,30413.00000,30137.00000,74286.00000,71703.00000,2381.63300,2381.63300,12.65400,12.65400,0.25690,63.65990,113.77100,59.72330,47.81830,0.07590,7.25480,9.57290,3.66450,7.25480,303.73800,5.0522,3.6141
2020-06-30,56840.00000,14540.00000,42300.00000,7523.00000,-26468.00000,-6094.00000,48394.00000,-12728.00000,35666.00000,9002.00000,26664.00000,26407.00000,26295.00000,91003.00000,88479.00000,2419.25200,2419.25200,10.87000,10.87000,0.26860,85.14080,155.66330,62.74810,46.26140,0.07210,6.64740,8.93180,3.35060,6.64740,284.80350,4.4289,3.0899
2020-03-31,61265.00000,15286.00000,45979.00000,8064.00000,-29116.00000,107455.00000,-61476.00000,-1573.00000,-63049.00000,-13352.00000,-49697.00000,-49697.00000,-49746.00000,-129166.00000,-131751.00000,2435.95600,2435.95600,-20.42160,-20.42160,0.27780,-100.34440,-215.05100,-102.91190,-81.19810,0.08060,-13.24420,-18.90460,-6.53520,-13.24420,270.68850,2.79070,1.57230
2019-12-31,65368.00000,17663.00000,47705.00000,9311.00000,-31043.00000,9043.00000,38662.00000,-2269.00000,36393.00000,7571.00000,28822.00000,29230.00000,29159.00000,72630.00000,69973.00000,2452.55300,2452.55300,11.92230,11.92230,0.24120,59.14520,107.04470,55.67400,44.60750,0.07990,6.82050,9.26080,3.57450,6.82050,309.39070,4.918,2.9471
2019-09-30,64972.00000,14742.00000,50230.00000,8223.00000,-30941.00000,28238.00000,21992.00000,-2147.00000,19845.00000,3832.00000,16013.00000,16657.00000,16524.00000,35452.00000,32918.00000,2451.13500,2451.13500,6.74000,6.74000,0.25450,33.84840,50.66490,30.54390,25.43250,0.08240,4.14810,5.75290,2.11250,4.14810,289.97300,4.0259,2.2308
2019-06-30,63598.00000,14403.00000,49195.00000,8714.00000,-30727.00000,29393.00000,19802.00000,-2167.00000,17635.00000,3586.00000,14049.00000,14173.00000,14073.00000,32306.00000,29850.00000,2454.07700,2454.07700,5.73450,5.73450,0.25860,31.13620,46.93540,27.72890,22.12810,0.08370,3.66800,5.17090,1.86460,3.66800,282.24320,3.7519,2.2828
2019-03-31,60678.00000,13834.00000,46844.00000,8414.00000,-29629.00000,17721.00000,29123.00000,-1476.00000,27647.00000,5915.00000,21732.00000,21732.00000,21661.00000,51862.00000,49445.00000,2461.37200,2461.37200,8.80000,8.80000,0.26090,47.99600,81.48750,45.56350,35.69830,0.08210,5.83270,8.35510,2.94180,5.83270,272.31390,3.07840,1.79820
2018-12-31,63714.00000,15870.00000,47844.00000,8629.00000,-30945.00000,75082.00000,-27238.00000,-3000.00000,-30238.00000,-7330.00000,-22908.00000,-25391.00000,-25392.00000,-60136.00000,-62746.00000,2467.33600,2467.33600,-10.29370,-10.29370,0.27660,-42.75040,-98.48070,-47.45900,-39.85310,0.09000,-7.20310,-10.58060,-3.58730,-7.20310,257.64730,4.3939,2.5719
2018-09-30,63450.00000,13732.00000,49718.00000,8506.00000,-31043.00000,24843.00000,24875.00000,-2044.00000,22831.00000,4440.00000,18391.00000,18707.00000,18540.00000,41976.00000,39581.00000,2466.97700,2466.97700,7.52000,7.52000,0.25730,39.20410,62.38140,35.98270,29.21990,0.08620,4.93040,7.02040,2.54010,4.93040,278.34240,4.2476,2.7409
2018-06-30,62200.00000,12942.00000,49258.00000,8206.00000,-30553.00000,32397.00000,16861.00000,-1763.00000,15098.00000,3021.00000,12077.00000,12077.00000,12011.00000,25610.00000,23223.00000,2469.23100,2469.23100,4.86430,4.86430,0.26750,27.10770,37.33600,24.27330,19.31030,0.08740,3.33840,4.85830,1.69640,3.33840,268.25010,3.4564,1.9418
2018-03-31,58473.00000,12854.00000,45619.00000,8560.00000,-29244.00000,45819.00000,-200.00000,-1323.00000,-1523.00000,-452.00000,-1071.00000,-1071.00000,-1138.00000,-5828.00000,-8215.00000,2469.08200,2469.08200,-0.46090,-0.46090,0.28230,-0.34200,-14.04920,-2.60460,-1.94620,0.08320,-0.30510,-0.45100,-0.15240,-0.30510,260.77040,3.06020,2.01170
2017-12-31,58800.00000,13753.00000,45047.00000,19677.00000,-17407.00000,36921.00000,8126.00000,-4403.00000,3723.00000,-26265.00000,29988.00000,32656.00000,32551.00000,10642.00000,8289.00000,2468.56800,2468.56800,11.78230,11.78230,0.29150,13.81970,14.09690,6.33160,55.35880,0.08370,9.27850,13.71080,4.65120,9.27850,262.37650,-9.6082,-8.041
2017-09-30,59507.00000,15557.00000,43950.00000,4496.00000,-33861.00000,37392.00000,6558.00000,-928.00000,5630.00000,1427.00000,4203.00000,4203.00000,4067.00000,9819.00000,7523.00000,1332.95000,1332.95000,3.05110,3.05110,0.32540,11.02060,12.64220,9.46110,6.83450,0.08730,1.34780,2.12280,0.61670,1.34780,233.45650,17.3477,13.1235
2017-06-30,57256.00000,12388.00000,44868.00000,4489.00000,-33321.00000,37585.00000,7283.00000,-1500.00000,5783.00000,1774.00000,4009.00000,4355.00000,4262.00000,9804.00000,7508.00000,2468.51500,2468.51500,1.72650,1.72650,0.33630,12.72010,13.11300,10.10030,7.44380,0.08600,1.43210,2.28370,0.65430,1.43210,231.19800,3.3726,2.2409
2017-03-31,64370.00000,22132.00000,42238.00000,4558.00000,-31981.00000,35764.00000,6474.00000,-786.00000,5688.00000,1549.00000,4139.00000,4139.00000,4060.00000,9492.00000,7249.00000,2468.28100,2468.28100,1.64490,1.64490,0.35090,10.05750,11.26150,8.83640,6.30730,0.09840,1.39700,2.26350,0.63240,1.39700,225.49180,7.41200,6.45790
2016-12-31,49854.00000,11730.00000,38124.00000,18059.00000,-16106.00000,25861.00000,12263.00000,-4058.00000,8205.00000,2959.00000,5246.00000,6355.00000,6286.00000,14559.00000,20567.00000,2467.38300,2467.38300,2.54740,2.54740,0.35610,24.59780,41.25450,16.45810,12.60880,0.08030,2.22650,3.68490,1.02360,2.22650,219.10650,3.0604,1.6316
2016-09-30,58843.00000,10955.00000,47888.00000,4424.00000,-32121.00000,36545.00000,11343.00000,-818.00000,10525.00000,3192.00000,7333.00000,7333.00000,7198.00000,13589.00000,11343.00000,2467.51300,2467.51300,2.91700,2.91700,0.37340,19.27670,19.27670,17.88660,12.23260,0.09740,2.68990,4.63560,1.21400,2.68990,211.63430,3.9844,2.6533
2016-06-30,54254.00000,10289.00000,43965.00000,4509.00000,-31563.00000,36072.00000,7893.00000,-521.00000,7372.00000,2290.00000,5082.00000,5082.00000,5001.00000,10127.00000,7893.00000,2467.26100,2467.26100,2.02690,2.02690,0.38090,14.54820,14.54820,13.58790,9.21780,0.09150,1.90870,3.34560,0.85730,1.90870,211.27620,3.165,1.8272
2016-03-31,52163.00000,10776.00000,41387.00000,4115.00000,-29883.00000,33998.00000,7389.00000,-933.00000,6456.00000,799.00000,5657.00000,5657.00000,5589.00000,9514.00000,7389.00000,2466.87400,2466.87400,2.26560,2.26560,0.38780,14.16520,14.16520,12.37660,10.71450,0.08900,2.16050,3.83640,0.96480,2.16050,208.45640,3.02160,1.86920
2015-12-31,51942.00000,10345.00000,41597.00000,3956.00000,-29330.00000,33286.00000,8311.00000,-930.00000,7381.00000,1834.00000,5547.00000,5547.00000,5478.00000,10289.00000,8311.00000,2466.41700,2466.41700,2.21660,2.21660,0.32590,16.00050,16.00050,14.21010,10.54640,0.09410,2.14480,2.96990,1.00440,2.14480,206.36250,2.9751,1.2398
2015-09-30,58989.00000,9871.00000,49118.00000,4130.00000,-30051.00000,34181.00000,14937.00000,-865.00000,14072.00000,4545.00000,9527.00000,9527.00000,9428.00000,16926.00000,14937.00000,2466.61700,2466.61700,3.82220,3.82220,0.33790,25.32170,25.32170,23.85530,15.98260,0.10810,3.79080,5.05070,1.74660,3.79080,201.19040,4.1393,2.126
2015-06-30,51368.00000,10448.00000,40920.00000,3780.00000,-30327.00000,34107.00000,6813.00000,-967.00000,5846.00000,1739.00000,4107.00000,4107.00000,4013.00000,8754.00000,6813.00000,2466.26900,2466.26900,1.62720,1.62720,0.33940,13.26310,13.26310,11.38060,7.81230,0.09500,1.64810,2.20330,0.75950,1.64810,199.71160,3.2355,1.8615
2015-03-31,48644.00000,8793.00000,39851.00000,3443.00000,-27886.00000,31329.00000,8522.00000,-875.00000,7647.00000,2414.00000,5233.00000,5233.00000,5164.00000,10393.00000,8522.00000,2466.06900,2466.06900,2.09400,2.09400,0.34220,17.51910,17.51910,15.72030,10.61590,0.09160,2.13730,2.87590,0.98540,2.13730,199.36720,2.41800,1.02020
2014-12-31,48285.00000,9457.00000,38828.00000,3683.00000,-28448.00000,32131.00000,6697.00000,-856.00000,5841.00000,1623.00000,4218.00000,4218.00000,4155.00000,8631.00000,6697.00000,2466.82700,2466.82800,1.68550,1.68550,0.32870,13.86970,13.86970,12.09690,8.60520,0.09180,1.73560,2.43660,0.80210,1.73560,198.27900,3.1781,1.1482
2014-09-30,51199.00000,11742.00000,39457.00000,3384.00000,-28506.00000,31890.00000,7567.00000,-817.00000,6750.00000,2029.00000,4721.00000,4721.00000,4617.00000,9421.00000,7567.00000,2465.47900,2465.47900,1.87270,1.87270,0.31130,14.77960,14.77960,13.18390,9.01780,0.09900,1.96460,2.59920,0.91250,1.96460,198.04380,5.0039,3.3467
2014-06-30,49762.00000,8685.00000,41077.00000,3389.00000,-27948.00000,31337.00000,9740.00000,-824.00000,8916.00000,2458.00000,6458.00000,6458.00000,6395.00000,11550.00000,9740.00000,2468.19900,2468.19900,2.59100,2.59100,0.31290,19.57320,19.57320,17.91730,12.85120,0.09870,2.72770,3.62870,1.28040,2.72770,199.45480,2.7972,1.4608
2014-03-31,45453.00000,8701.00000,36752.00000,3265.00000,-26107.00000,29372.00000,7380.00000,-782.00000,6598.00000,1825.00000,4773.00000,4773.00000,4705.00000,9152.00000,7380.00000,2467.73300,2467.73200,1.90660,1.90660,0.31800,16.23660,16.23660,14.51610,10.35140,0.09180,2.07260,2.77460,0.96440,2.07260,195.01290,1.99700,0.86480
2013-12-31,47049.00000,8611.00000,38438.00000,3539.00000,-26949.00000,30488.00000,7950.00000,-718.00000,7232.00000,2169.00000,5063.00000,5063.00000,4990.00000,9625.00000,7950.00000,2468.70700,2468.70700,2.02230,2.02230,0.32170,16.89730,16.89730,15.37120,10.60600,0.09700,2.25540,3.02320,1.04410,2.25540,190.52800,2.8174,1.4582
2013-09-30,46541.00000,9007.00000,37534.00000,3248.00000,-26202.00000,29450.00000,8084.00000,-706.00000,7378.00000,2225.00000,5153.00000,5153.00000,5053.00000,9700.00000,8084.00000,2467.31200,2467.31200,2.04800,2.04800,0.31100,17.36960,17.36960,15.85270,10.85710,0.10160,2.43720,3.28850,1.12490,2.43720,180.75150,3.1713,1.9681
2013-06-30,44693.00000,7989.00000,36704.00000,3285.00000,-25837.00000,29122.00000,7582.00000,-691.00000,6891.00000,2279.00000,4612.00000,4612.00000,4541.00000,9198.00000,7582.00000,2467.04200,2467.04200,1.84070,1.84070,0.31200,16.96460,16.96460,15.41850,10.16040,0.10010,2.24990,3.06210,1.03280,2.24990,179.80020,2.7784,1.7446
2013-03-31,43867.00000,7988.00000,35879.00000,3210.00000,-24688.00000,27898.00000,7981.00000,-686.00000,7295.00000,2278.00000,5017.00000,5017.00000,4892.00000,9582.00000,7981.00000,2466.41500,2466.41500,1.98340,1.98340,0.31290,18.19360,18.19360,16.62980,11.15190,0.09920,2.48240,3.39680,1.13430,2.48240,179.18760,2.45500,1.56020
2012-12-31,44720.00000,9226.00000,35494.00000,4393.00000,-25717.00000,30110.00000,5384.00000,1370.00000,6754.00000,2093.00000,4661.00000,4661.00000,4551.00000,7724.00000,5384.00000,2478.59200,2478.59200,1.83690,1.83690,0.32750,12.03940,12.03940,15.10290,10.17670,0.10460,2.43280,3.40060,1.09040,2.43280,170.62200,1.9361,0.8928
2012-09-30,41050.00000,8243.00000,32807.00000,2573.00000,-22922.00000,25495.00000,7312.00000,-1376.00000,5936.00000,1882.00000,4054.00000,4054.00000,3920.00000,8608.00000,7312.00000,2479.92800,2479.92800,1.58070,1.58070,0.33060,17.81240,17.81240,14.46040,9.54930,0.09680,2.14410,3.00450,0.95590,2.14410,172.37360,2.6804,1.627
2012-06-30,38546.00000,7471.00000,31075.00000,2476.00000,-22588.00000,25064.00000,6011.00000,-1396.00000,4615.00000,1384.00000,3231.00000,3231.00000,3108.00000,7276.00000,6011.00000,2478.91800,2478.91800,1.25380,1.25380,0.33640,15.59440,15.59440,11.97270,8.06310,0.09370,1.77810,2.51300,0.78550,1.77810,167.46150,1.9594,0.984
2012-03-31,38147.00000,7980.00000,30167.00000,2428.00000,-21466.00000,23894.00000,6273.00000,-1342.00000,4931.00000,1565.00000,3366.00000,3366.00000,3245.00000,7526.00000,6273.00000,2478.06700,2478.06700,1.30950,1.30950,0.34300,16.44430,16.44430,12.92630,8.50660,0.09270,1.86720,2.64820,0.81830,1.86720,167.10050,1.87650,1.00480
2011-12-31,37955.00000,8161.00000,29794.00000,2408.00000,-21582.00000,23990.00000,5804.00000,-1352.00000,4452.00000,1261.00000,3191.00000,3191.00000,3048.00000,7878.00000,5804.00000,2476.48600,2476.48600,1.23030,1.23030,0.35740,15.29180,15.29180,11.72970,8.03060,0.09670,1.88860,2.75690,0.81270,1.88860,157.93980,1.8202,0.8015
2011-09-30,33739.00000,5950.00000,27789.00000,2105.00000,-20956.00000,23061.00000,4728.00000,-1365.00000,3363.00000,953.00000,2410.00000,2410.00000,2278.00000,5870.00000,4728.00000,2478.58600,2478.58600,0.91910,0.91910,0.36910,14.01350,14.01350,9.96770,6.75180,0.08750,1.47060,2.17960,0.62520,1.47060,153.39840,2.4148,1.5174
2011-06-30,38274.00000,8958.00000,29316.00000,2122.00000,-20606.00000,22728.00000,6588.00000,-1323.00000,5265.00000,1725.00000,3540.00000,3540.00000,3417.00000,7729.00000,6588.00000,2475.22700,2475.22700,1.38050,1.38050,0.34010,17.21270,17.21270,13.75610,8.92770,0.10000,2.12250,3.00870,0.92500,2.12250,156.35410,2.6178,1.8254
2011-03-31,33720.00000,8758.00000,24962.00000,2035.00000,-19431.00000,21466.00000,3496.00000,-1262.00000,2234.00000,629.00000,1605.00000,1605.00000,1511.00000,4631.00000,3496.00000,2474.26500,2474.26500,0.61070,0.61070,0.34420,10.36770,10.36770,6.62510,4.48100,0.08960,0.97710,1.39340,0.42630,0.97710,154.77820,1.41540,0.81640
2010-12-31,36165.00000,6758.00000,29407.00000,2054.00000,-19542.00000,21596.00000,7811.00000,-1330.00000,6481.00000,2008.00000,4473.00000,4473.00000,4377.00000,8981.00000,7811.00000,2455.12700,2455.12700,1.76350,1.76350,0.35950,21.59820,21.59820,17.92060,12.10290,0.09720,2.74530,3.92620,1.20170,2.74530,154.88950,1.6961,0.9955
2010-09-30,36274.00000,8749.00000,27525.00000,1896.00000,-19690.00000,21586.00000,5939.00000,-1405.00000,4534.00000,1415.00000,3119.00000,3119.00000,2989.00000,7033.00000,5939.00000,2473.03700,2473.03700,1.20860,1.20860,0.37950,16.37260,16.37260,12.49930,8.24010,0.09970,2.01750,2.95920,0.85690,2.01750,150.00810,2.8181,2.1815
2010-06-30,31709.00000,6148.00000,25561.00000,1915.00000,-19252.00000,21167.00000,4394.00000,-1456.00000,2938.00000,848.00000,2090.00000,2090.00000,1968.00000,5494.00000,4394.00000,2472.41000,2472.41000,0.79600,0.79600,0.39300,13.85730,13.85730,9.26550,6.20640,0.09080,1.41680,2.12400,0.59850,1.41680,149.34150,1.3944,0.7833
2010-03-31,32037.00000,7081.00000,24956.00000,1839.00000,-16738.00000,18577.00000,6379.00000,-1281.00000,5098.00000,1336.00000,3762.00000,3812.00000,3633.00000,7294.00000,6379.00000,2400.35000,2400.35000,1.51350,1.51350,0.37930,19.91140,19.91140,15.91290,11.34000,0.08990,2.50910,3.69340,1.06980,2.50910,158.42500,1.38020,0.89280
2009-12-31,30198.00000,6106.00000,24092.00000,2066.00000,-16296.00000,18362.00000,5730.00000,-1265.00000,4465.00000,1431.00000,3034.00000,3154.00000,3056.00000,6542.00000,5730.00000,2328.31200,2328.31200,1.31430,1.31430,0.27920,18.97480,18.97480,14.78580,10.11990,0.10160,2.32280,3.09780,1.06150,2.32280,182.07700,1.6425,1.1549
2009-09-30,29904.00000,6061.00000,23843.00000,2015.00000,-15694.00000,17709.00000,6134.00000,-1295.00000,4839.00000,1601.00000,3238.00000,3349.00000,3238.00000,6913.00000,6134.00000,2329.14200,2329.14200,1.39020,1.39020,0.29090,20.51230,20.51230,16.18180,10.82800,0.10240,2.56270,3.46300,1.14690,2.56270,164.41090,1.9445,1.4422
2009-06-30,29607.00000,6387.00000,23220.00000,2073.00000,-15083.00000,17156.00000,6064.00000,-1273.00000,4791.00000,1520.00000,3271.00000,3384.00000,3295.00000,6842.00000,6064.00000,2329.13800,2329.13800,1.41470,1.41470,0.32640,20.48160,20.48160,16.18200,11.12910,0.10740,2.84760,3.98520,1.22770,2.84760,149.58400,1.2229,0.6827
2009-03-31,22784.00000,7870.00000,14914.00000,1963.00000,-14313.00000,16276.00000,-1362.00000,-1181.00000,-2543.00000,-1014.00000,-1529.00000,-1446.00000,-1534.00000,-604.00000,-1362.00000,2325.77400,2325.77400,-0.65960,-0.65960,0.35370,-5.97790,-5.97790,-11.16130,-6.73280,0.08740,-1.35240,-1.97700,-0.55500,-1.35240,134.62480,1.99590,1.40560
