Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,92995.00000,21022.00000,71973.00000,11179.00000,-46704.00000,37369.00000,34604.00000,-2318.00000,32286.00000,6028.00000,26258.00000,26480.00000,26251.00000,58324.00000,55118.00000,2156.49500,2156.49500,12.17000,12.17000,0.19710,37.21060,59.26990,34.71800,28.22840,0.08110,4.19120,5.10800,2.30810,4.19120,475.52500,0.8368,-1.3434
2024-06-30,93653.00000,19107.00000,74546.00000,9107.00000,-48949.00000,34199.00000,40347.00000,-2462.00000,37885.00000,7639.00000,30246.00000,30498.00000,30348.00000,67402.00000,64204.00000,2156.62200,2156.62200,14.07000,14.07000,0.20330,43.08140,68.55520,40.45250,32.40470,0.08450,5.01640,6.16410,2.75040,5.01640,458.62320,6.3159,4.2094
2024-03-31,89869.00000,18146.00000,71723.00000,8711.00000,-47354.00000,54189.00000,17534.00000,-2321.00000,15213.00000,2874.00000,12339.00000,12832.00000,12702.00000,22578.00000,19410.00000,2160.49400,2160.49500,5.87900,5.87900,0.21250,19.51060,21.59810,16.92800,14.13390,0.08400,2.22090,2.76440,1.19920,2.22090,440.47740,4.89050,2.85720
2023-12-31,93376.00000,20588.00000,72788.00000,11129.00000,-49904.00000,24219.00000,48569.00000,-2143.00000,46426.00000,9180.00000,37246.00000,37758.00000,37574.00000,88512.00000,85383.00000,2174.76900,2174.76900,17.38000,17.38000,0.22600,52.01440,91.44000,49.71940,40.23950,0.08730,6.65330,8.32490,3.52890,6.65330,432.83980,6.5998,3.9836
2023-09-30,93210.00000,18359.00000,74851.00000,9158.00000,-50787.00000,89723.00000,-14872.00000,-2349.00000,-17221.00000,-4392.00000,-12829.00000,-12567.00000,-12767.00000,-41440.00000,-44650.00000,2171.83500,2171.83500,-5.88000,-5.88000,0.23480,-15.95540,-47.90260,-18.47550,-13.69700,0.09140,-2.36450,-3.01840,-1.23210,-2.36450,406.06700,6.3113,3.8626
2023-06-30,92503.00000,18946.00000,73557.00000,9019.00000,-50237.00000,26195.00000,47362.00000,-2438.00000,44924.00000,9236.00000,35688.00000,36199.00000,35912.00000,83519.00000,80423.00000,2175.76300,2175.76300,16.51000,16.51000,0.22850,51.20050,86.94100,48.56490,38.82250,0.08880,6.59900,8.36240,3.47540,6.59900,419.20050,5.7337,3.5724
2023-03-31,85393.00000,18593.00000,66800.00000,9763.00000,-45642.00000,20647.00000,46153.00000,-2089.00000,44064.00000,8995.00000,35069.00000,35757.00000,35504.00000,83962.00000,80911.00000,2186.11400,2186.11400,16.24000,16.24000,0.24090,54.04780,94.75130,51.60140,41.57720,0.08560,6.96910,8.94880,3.58620,6.96910,395.69070,3.97650,2.27800
2022-12-31,78072.00000,20093.00000,57979.00000,11941.00000,-37177.00000,34655.00000,23324.00000,-2120.00000,21204.00000,3872.00000,17332.00000,18237.00000,18080.00000,40545.00000,37787.00000,2204.78200,2204.78300,8.19250,8.19250,0.25480,29.87500,48.40020,27.15950,23.15810,0.08230,3.78610,4.87130,1.92280,3.78610,369.71460,4.6605,2.6002
2022-09-30,76904.00000,20046.00000,56858.00000,8649.00000,-37005.00000,59119.00000,-2261.00000,-2412.00000,-4673.00000,-1560.00000,-3113.00000,-2698.00000,-2798.00000,-12998.00000,-15726.00000,2201.88600,2201.88600,-1.27070,-1.27070,0.25120,-2.94000,-20.44890,-6.07640,-3.63830,0.08520,-0.58180,-0.74390,-0.29900,-0.58180,356.08150,5.3226,3.4647
2022-06-30,76201.00000,17183.00000,59018.00000,8022.00000,-36975.00000,111916.00000,-52898.00000,-2614.00000,-55512.00000,-12066.00000,-43446.00000,-43242.00000,-43621.00000,-117107.00000,-119817.00000,2207.33600,2207.33600,-19.76180,-19.76180,0.25360,-69.41900,-157.23810,-72.84940,-57.24470,0.08380,-9.20720,-11.74920,-4.75260,-9.20720,360.84360,3.8735,2.1739
2022-03-31,70843.00000,17273.00000,53570.00000,8176.00000,-34608.00000,44762.00000,8808.00000,-2190.00000,6618.00000,1252.00000,5366.00000,5705.00000,5580.00000,9533.00000,6830.00000,2213.52900,2213.52900,2.52000,2.52000,0.23150,12.43310,9.64100,9.34180,7.87660,0.07310,1.10380,1.37530,0.58840,1.10380,401.92120,3.08380,1.68780
2021-12-31,71889.00000,17444.00000,54445.00000,8851.00000,-34737.00000,3061.00000,51384.00000,-2367.00000,49017.00000,9088.00000,39929.00000,40040.00000,39788.00000,94616.00000,91911.00000,2266.78000,2266.78000,17.68000,17.68000,0.22190,71.47690,127.85130,68.18430,55.34640,0.07500,7.77580,9.70500,4.17610,7.77580,398.83310,3.3749,1.6156
2021-09-30,70583.00000,18746.00000,51837.00000,8416.00000,-33597.00000,37092.00000,14745.00000,-2638.00000,12107.00000,1840.00000,10267.00000,10644.00000,10344.00000,22334.00000,19666.00000,2256.02200,2256.02200,4.59000,4.59000,0.23900,20.89030,27.86220,17.15290,14.65510,0.07670,2.21250,2.81100,1.15600,2.21250,367.49340,5.4433,3.8286
2021-06-30,69114.00000,16699.00000,52415.00000,8633.00000,-32963.00000,14202.00000,38213.00000,-2639.00000,35574.00000,7296.00000,28278.00000,28425.00000,28094.00000,68279.00000,65607.00000,2280.88300,2280.88300,12.32000,12.32000,0.24060,55.28980,94.92580,51.47150,40.64880,0.07570,5.93670,7.55600,3.11510,5.93670,359.72300,4.5317,3.1434
