Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4089.67300,2749.71800,1339.95500,,-941.58900,941.58900,398.36600,-203.67100,194.69500,-18.65800,213.35300,,213.35300,195.12200,405.71700,398.36600,398.36600,1502.65600,1502.65600,0.27000,0.27000,0.98220,0.33020,0.49290,32.76440,9.74080,9.74080,4.76070,9.92050,0.14610,1.76500,1.55890,57.73250,1.71890,1.71890,0.76210,1.15140,,0,0
2024-06-30,4494.17500,2889.98100,1604.19400,,-938.26600,938.26600,665.92770,-300.55400,365.37400,106.87400,258.50000,,258.50000,-19.91700,230.38800,665.92770,665.92770,1439.92500,1439.92500,0.16000,0.16000,0.90460,0.34430,0.52500,35.69500,14.81760,14.81760,8.12990,5.12640,0.16030,1.76570,1.69210,53.18960,2.13640,2.13640,0.92210,1.40090,,0,0
2024-03-31,4137.51100,2747.94900,1389.56200,,-961.11700,961.11700,428.44530,-126.04800,302.39600,43.91000,258.48600,,258.48600,,254.39600,428.44530,428.44530,1496.44700,1496.44700,0.17000,0.17000,0.77720,0.35010,0.53880,33.58450,10.35520,10.35520,7.30860,6.14850,0.14470,1.52650,1.52660,58.95500,2.13410,2.13410,0.90370,1.38680,,0.00000,
2023-12-31,4505.46900,2981.58500,1523.88300,,2528.02100,1218.97900,304.90480,-45.18000,259.72600,697.75700,-438.03100,,-438.03200,,-441.16400,304.90480,304.90380,4351.07600,4410.99900,-0.37800,-0.37900,0.73750,0.37240,0.67380,33.82300,6.76740,6.76740,5.76470,-9.79170,0.15850,1.66660,1.87650,47.96170,-3.61530,-16.93860,-1.54060,-2.26900,8.36110,0.4895,0.27
2023-09-30,4363.87300,2874.01300,1489.86000,,-1005.02100,1005.02100,484.83910,-146.34200,338.49600,214.91100,123.58500,,123.58500,11.67700,125.87300,484.83910,484.83910,1398.58900,1398.58900,0.09000,0.09000,0.88550,0.33350,0.50030,34.14080,11.11030,11.11030,7.75680,2.88440,0.15780,1.65690,1.67490,53.73310,0.98850,0.98850,0.44680,0.65890,,0,0
2023-06-30,4482.85800,2925.27300,1557.58500,,-941.52400,941.52400,616.06100,-115.80300,500.25800,206.63800,293.62000,,293.62000,-12.39500,271.84500,616.06100,616.06100,1510.25000,1510.25000,0.18000,0.18000,0.88800,0.33900,0.51290,34.74530,13.74260,13.74260,11.15940,6.06410,0.16030,1.60430,1.64390,54.74840,2.35580,2.35580,1.05010,1.55720,,0,0
2023-03-31,4035.80100,2746.12900,1289.67200,,-846.47600,846.47600,443.19600,-92.67500,350.52000,130.69400,219.82600,,219.82700,,225.44600,443.19600,443.19600,1502.97300,1502.97300,0.15000,0.15000,0.91560,0.35260,0.54470,31.95580,10.98160,10.98160,8.68530,5.58620,0.14680,1.55380,1.65750,54.30010,1.81160,1.81160,0.79970,1.17280,,0.00000,
2022-12-31,3868.69800,2660.66400,1208.03400,,1953.60900,1307.39100,-99.35690,-36.62400,-135.98200,37.92700,-173.90900,,-173.90800,71.87400,-99.49700,-99.35690,-99.35690,4355.49200,4434.82400,-0.43300,-0.43700,0.81610,0.41810,0.80900,31.22590,-2.56820,-2.56820,-3.51490,-2.57180,0.14630,1.59420,1.77540,50.69150,-1.59420,-10.76160,-0.65760,-0.92770,7.41530,0.3326,0.1276
2022-09-30,3955.56500,2750.25200,1205.31300,,-854.62900,854.62900,350.68410,-25.45900,325.22500,50.52100,274.70400,,274.70400,233.58200,494.09100,350.68410,350.68410,1453.20900,1453.20900,0.34000,0.34000,0.87190,0.38590,0.62840,30.47130,8.86560,8.86560,8.22200,12.49100,0.14870,1.74970,1.62960,55.22880,2.51640,2.51640,1.03260,1.54530,,0,0
2022-06-30,4028.11700,2768.58900,1259.52800,,-801.70790,801.70800,457.81980,-124.70300,333.11900,68.56000,264.55900,,264.55800,6.38600,265.32200,457.81980,457.81980,1474.01100,1474.01100,0.18000,0.18000,0.87460,0.41240,0.70190,31.26840,11.36560,11.36560,8.26980,6.58680,0.14930,1.84510,1.62790,55.28440,2.50120,2.50120,0.98030,1.46970,,0,0
