Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9728.00000,5979.00000,3749.00000,368.00000,1398.00000,1766.00000,1983.00000,-159.00000,1824.00000,409.00000,1415.00000,1415.00000,,1413.00000,2340.00000,1983.00000,650.40000,654.10000,2.17000,2.16000,1.44180,0.59060,1.71520,38.53820,20.38450,20.38450,18.75000,14.52510,0.13240,0.94340,1.23390,72.94000,7.87250,-15.64400,1.92540,3.22260,27.64380,3.0535,2.6269
2024-06-30,9577.00000,5856.00000,3721.00000,382.00000,1361.00000,1743.00000,1978.00000,-4.00000,1974.00000,414.00000,1560.00000,1560.00000,,1544.00000,2287.00000,1978.00000,650.20000,654.20000,2.37000,2.36000,1.20550,0.54370,1.59520,38.85350,20.65370,20.65370,20.61190,16.12200,0.13810,0.92600,1.23430,72.91530,8.90920,-18.30560,2.25010,4.06510,26.95090,2.0982,1.701
2024-03-31,9105.00000,5583.00000,3522.00000,360.00000,1302.00000,1662.00000,1860.00000,11.00000,1871.00000,396.00000,1475.00000,1475.00000,,1463.00000,2151.00000,1860.00000,652.30000,656.60000,2.24000,2.23000,1.66390,0.56550,1.48170,38.68200,20.42830,20.42830,20.54920,16.06810,0.13870,0.88370,1.21790,73.89790,8.65360,-36.18740,2.24690,3.76010,26.17480,0.68230,0.32740
2023-12-31,9440.00000,6201.00000,3239.00000,360.00000,1296.00000,1656.00000,1583.00000,-77.00000,1506.00000,258.00000,1248.00000,1248.00000,,1263.00000,1884.00000,1583.00000,663.00000,668.20000,1.91000,1.91000,1.26770,0.50190,1.24390,34.31140,16.76910,16.76910,15.95340,13.37920,0.15340,1.00370,1.25370,71.79030,7.59400,-25.75320,2.02840,3.78230,25.21330,4.4159,3.9058
2023-09-30,9212.00000,5670.00000,3542.00000,364.00000,1252.00000,1616.00000,1926.00000,41.00000,1967.00000,452.00000,1515.00000,1515.00000,,1514.00000,2234.00000,1926.00000,662.40000,667.00000,2.29000,2.27000,1.35370,0.48420,1.14130,38.44990,20.90750,20.90750,21.35260,16.43510,0.15030,0.94500,1.17610,76.52740,8.52320,-45.52280,2.47160,4.39670,26.96040,2.7163,2.352
2023-06-30,9146.00000,5626.00000,3520.00000,375.00000,1262.00000,1637.00000,1883.00000,21.00000,1904.00000,403.00000,1501.00000,1501.00000,,1487.00000,2167.00000,1883.00000,665.30000,670.20000,2.24000,2.22000,1.40810,0.49590,1.19440,38.48680,20.58820,20.58820,20.81780,16.25850,0.14670,0.95520,1.14410,78.66390,8.38830,-43.19420,2.40790,4.22890,26.94880,2.0243,1.6786
2023-03-31,8864.00000,5498.00000,3366.00000,357.00000,1317.00000,1674.00000,1692.00000,90.00000,1782.00000,374.00000,1408.00000,1408.00000,,1394.00000,1975.00000,1692.00000,667.80000,673.00000,2.09000,2.07000,1.25780,0.45580,1.09400,37.97380,19.08850,19.08850,20.10380,15.72650,0.14800,0.95190,1.12740,79.82630,8.03880,-43.45680,2.35130,4.37470,26.31070,-1.16490,-1.43540
2022-12-31,9186.00000,5769.00000,3417.00000,355.00000,1249.00000,1604.00000,1813.00000,-624.00000,1189.00000,168.00000,1021.00000,1021.00000,,1019.00000,2112.00000,1813.00000,677.10000,683.10000,1.51000,1.51000,1.25300,0.46620,1.13000,37.19790,19.73660,19.73660,12.94360,11.09300,0.14750,1.04170,1.23470,72.89350,5.89530,-30.02940,1.63950,3.14720,25.94220,3.4417,3.1191
2022-09-30,8951.00000,5594.00000,3357.00000,387.00000,1228.00000,1615.00000,1742.00000,239.00000,1981.00000,432.00000,1549.00000,1549.00000,,1552.00000,2042.00000,1742.00000,674.10000,679.60000,2.30000,2.28000,1.24390,0.40030,0.92660,37.50420,19.46150,19.46150,22.13160,17.33880,0.14850,1.01690,1.21570,74.03310,8.45060,-83.10090,2.56940,5.06770,27.26460,3.0746,2.8001
2022-06-30,8953.00000,5660.00000,3293.00000,386.00000,1306.00000,1692.00000,1601.00000,103.00000,1704.00000,441.00000,1263.00000,1263.00000,,1261.00000,1876.00000,1601.00000,679.00000,685.00000,1.86000,1.84000,1.19550,0.40710,1.04880,36.78100,17.88230,17.88230,19.03270,14.08470,0.14380,1.01510,1.15700,77.78620,6.94340,-46.38270,2.02870,4.11660,27.00020,1.1523,0.9208
2022-03-31,8376.00000,5324.00000,3052.00000,350.00000,1431.00000,1781.00000,1271.00000,234.00000,1505.00000,371.00000,1134.00000,1134.00000,,1134.00000,1601.00000,1271.00000,684.70000,691.30000,1.66000,1.64000,1.21240,0.39880,1.01670,36.43740,15.17430,15.17430,17.96800,13.53870,0.13220,0.97300,1.17660,76.49360,5.95240,-48.33760,1.79000,3.57880,27.98740,0.05210,-0.19820
2021-12-31,8657.00000,4603.00000,4054.00000,,1203.00000,2536.00000,1518.00000,275.00000,1793.00000,351.00000,1442.00000,1442.00000,,1428.00000,1808.00000,1518.00000,692.30000,700.40000,2.08000,2.04000,1.30060,0.42550,1.01860,46.82920,17.53490,17.53490,20.71160,16.49530,0.13430,0.89590,1.26750,71.00610,7.49400,-67.79500,2.23670,4.30500,28.09870,3.7918,3.4053
2021-09-30,8473.00000,5746.00000,2727.00000,,1152.00000,1152.00000,1575.00000,125.00000,1700.00000,427.00000,1273.00000,1273.00000,,1257.00000,1883.00000,1575.00000,690.60000,698.90000,1.82000,1.80000,1.28830,0.44200,1.17310,32.18460,18.58850,18.58850,20.06370,14.83540,0.13200,1.15680,1.17050,76.89250,7.02770,-51.20680,1.98310,3.92180,26.31320,1.6176,1.3228
2021-06-30,8808.00000,6003.00000,2805.00000,,1207.00000,1207.00000,1598.00000,283.00000,1881.00000,434.00000,1447.00000,1447.00000,,1430.00000,1882.00000,1598.00000,693.80000,702.50000,2.06000,2.04000,1.41390,0.46990,1.17330,31.84610,18.14260,18.14260,21.35560,16.23520,0.13770,1.27100,1.26790,70.98430,7.94970,-53.97240,2.26290,4.21370,26.36440,1.8232,1.559
2021-03-31,8454.00000,5709.00000,2745.00000,,1236.00000,1236.00000,1509.00000,352.00000,1861.00000,413.00000,1448.00000,1448.00000,,1427.00000,1850.00000,1509.00000,696.20000,704.50000,2.05000,2.03000,1.42550,0.46900,1.16850,32.46980,17.84950,17.84950,22.01330,16.87960,0.13300,1.23920,1.26650,71.06100,7.93340,-57.27850,2.27810,4.21220,26.27700,1.38820,1.09440
2020-12-31,8900.00000,5976.00000,2924.00000,,1248.00000,1248.00000,1676.00000,34.00000,1710.00000,331.00000,1379.00000,1379.00000,,1359.00000,1930.00000,1676.00000,704.10000,711.20000,1.94000,1.91000,1.46770,0.47880,1.25820,32.85390,18.83150,18.83150,19.21350,15.26970,0.13780,1.33130,1.30360,69.03710,7.75150,-75.43760,2.13510,4.04020,25.53100,3.9008,3.5499
2020-09-30,7797.00000,5383.00000,2414.00000,,1103.00000,1103.00000,1311.00000,-163.00000,1148.00000,367.00000,781.00000,781.00000,,758.00000,1566.00000,1311.00000,702.60000,709.60000,1.08000,1.07000,1.64110,0.49130,1.21350,30.96060,16.81420,16.81420,14.72360,9.72170,0.12290,1.14410,1.13360,79.39210,4.26470,-92.20780,1.23070,2.16940,26.09810,1.4119,1.0761
2020-06-30,7477.00000,5276.00000,2201.00000,,1183.00000,1183.00000,1018.00000,201.00000,1219.00000,120.00000,1099.00000,1099.00000,,1081.00000,1268.00000,1018.00000,702.30000,708.10000,1.54000,1.53000,1.63320,0.48920,1.20270,29.43690,13.61510,13.61510,16.30330,14.45770,0.11760,1.11000,1.11310,80.85200,5.98390,-156.33000,1.72790,3.05640,26.17050,2.1066,1.7837
2020-03-31,8463.00000,5534.00000,2929.00000,,1238.00000,1238.00000,1691.00000,244.00000,1935.00000,329.00000,1606.00000,1606.00000,,1581.00000,1934.00000,1691.00000,709.60000,717.00000,2.23000,2.21000,1.30130,0.39250,0.90190,34.60950,19.98110,19.98110,22.86420,18.68130,0.14740,1.20720,1.13570,79.24850,8.98960,-161.08330,2.79680,5.46130,25.45420,1.30960,1.12550
2019-12-31,9496.00000,6328.00000,3168.00000,,1473.00000,1473.00000,1695.00000,73.00000,1768.00000,178.00000,1590.00000,1590.00000,,1562.00000,1964.00000,1695.00000,721.00000,730.30000,2.19000,2.16000,1.34290,0.37260,0.85540,33.36140,17.84960,17.84960,18.61840,16.44900,0.16180,1.43140,1.26730,71.01620,8.49990,-269.03550,2.70970,5.33270,26.30570,3.5503,3.0975
2019-09-30,9086.00000,6038.00000,3048.00000,,1296.00000,1296.00000,1752.00000,215.00000,1967.00000,319.00000,1648.00000,1648.00000,,1624.00000,2015.00000,1752.00000,717.60000,726.70000,2.26000,2.23000,1.31500,0.37750,1.01670,33.54610,19.28240,19.28240,21.64870,17.87370,0.15120,1.31230,1.19820,75.11230,9.00250,-181.69790,2.74190,5.60410,25.61950,2.0575,1.8323
2019-06-30,9243.00000,6094.00000,3149.00000,,1387.00000,1387.00000,1762.00000,220.00000,1982.00000,426.00000,1556.00000,1556.00000,,1541.00000,2057.00000,1762.00000,723.20000,733.00000,2.13000,2.10000,1.19470,0.32280,0.89610,34.06900,19.06310,19.06310,21.44330,16.67210,0.16010,1.32480,1.24790,72.12270,8.61570,-107.60720,2.69440,5.83470,25.10050,2.3014,2.0775
2019-03-31,8884.00000,5879.00000,3005.00000,,1363.00000,1363.00000,1642.00000,200.00000,1842.00000,406.00000,1436.00000,1436.00000,,1416.00000,1903.00000,1642.00000,729.70000,738.80000,1.94000,1.92000,1.24200,0.31200,0.85000,33.82490,18.48270,18.48270,20.73390,15.93880,0.15170,1.29270,1.21580,74.02410,7.57540,-225.07840,2.45220,5.21160,26.04770,1.53490,1.34680
2018-12-31,9729.00000,6685.00000,3044.00000,,1524.00000,1524.00000,1520.00000,200.00000,1720.00000,-20.00000,1740.00000,1740.00000,,1721.00000,1774.00000,1520.00000,743.00000,753.00000,2.33000,2.30000,1.28740,0.34700,0.88320,31.28790,15.62340,15.62340,17.67910,17.68940,0.16840,1.54530,1.29580,69.45420,9.47820,-131.12280,3.01180,6.18910,25.16170,2.0618,1.6709
