Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.50700,6.50700,40.96900,22.28200,-93.66300,31.03100,-62.63200,-11.52500,-51.10700,-51.10700,-51.10700,-55.36800,-93.66300,294.85190,294.85190,-0.17000,-0.17000,9.33650,100.00000,-1439.41900,-1439.41900,-962.53260,-785.41570,0.00470,0.20740,433.92810,-4.74050,-5.22720,-3.66930,-4.74050,3.65260,-0.0974,-0.1599
2024-06-30,7.32300,7.32300,40.92700,23.32800,-93.45400,45.26700,-48.18700,-11.25700,-36.93000,-36.93000,-36.93000,-55.41700,-93.45400,294.21700,294.21700,-0.13000,-0.13000,10.96270,100.00000,-1276.17100,-1276.17100,-658.02270,-504.30150,0.00520,0.20260,444.19910,-3.32410,-3.77800,-2.61450,-3.32410,3.77030,-0.1011,-0.1691
2024-03-31,9.95400,9.95400,39.28700,20.71700,-54.89400,12.14700,-42.74700,-2.13700,-40.61000,-40.61000,-40.61000,-48.12800,-54.89400,292.72400,292.72400,-0.14000,-0.14000,7.76050,100.00000,-551.47670,-551.47670,-429.44550,-407.97670,0.00680,0.28920,311.20250,-3.59410,-4.21540,-2.77560,-3.59410,3.84820,-0.14250,-0.22490
2023-12-31,9.17800,9.17800,48.62100,19.07500,-66.05400,17.45300,-48.60100,-1.45100,-47.15000,-47.15000,-47.15000,-56.94500,-66.05400,289.16600,289.16600,-0.16000,-0.16000,7.32680,100.00000,-719.69920,-719.69930,-529.53800,-513.72830,0.00620,0.30000,299.96720,-4.09180,-4.79120,-3.16850,-4.09180,3.96220,-0.0679,-0.118
2023-09-30,6.59900,6.59900,37.91700,17.83700,-54.89000,15.61400,-39.27600,-10.66600,-28.61000,-28.61000,-28.61000,-47.48100,-54.89000,289.49680,289.49680,-0.10000,-0.10000,8.34110,100.00000,-831.79270,-831.79270,-595.18110,-433.55050,0.00440,0.17620,510.70460,-2.41890,-2.83020,-1.89200,-2.41890,4.08170,-0.0002,-0.0702
2023-06-30,10.05600,10.05600,36.47300,19.36200,-51.38900,13.38500,-38.00400,-7.47600,-30.52800,-30.52800,-30.52800,-44.13300,-51.38900,288.90600,288.90600,-0.11000,-0.11000,7.82760,100.00000,-511.02820,-511.02820,-377.92360,-303.58000,0.00650,0.22010,408.81270,-2.55500,-2.99210,-1.98600,-2.55500,4.13160,0.0695,-0.0244
2023-03-31,12.19200,12.19200,52.64700,18.90500,-64.87400,16.72600,-48.14800,-8.03800,-40.11000,-40.11000,-40.11000,-57.75400,-64.87400,287.76700,287.76700,-0.14000,-0.14000,10.49940,100.00000,-532.10300,-532.10300,-394.91470,-328.98620,0.00810,0.60950,147.65990,-3.31900,-3.88720,-2.67770,-3.31900,4.19000,-0.15310,-0.20520
2022-12-31,21.54300,21.54300,28.24600,15.70400,-37.77800,6.36700,-31.41100,-1.51800,-29.89300,-29.89300,-29.89300,-22.41800,-37.77800,285.05700,314.82700,-0.10000,-0.10000,8.66710,100.00000,-175.36050,-175.36060,-145.80590,-138.75950,0.01400,0.55820,161.22940,-2.42390,-2.83620,-1.94000,-2.42390,4.29940,0.1007,0.0609
2022-09-30,101.38300,101.38300,26.58200,16.88100,37.73500,8.85200,46.58700,19.96300,26.62400,26.62400,26.62400,44.46300,37.73500,285.32270,315.81820,0.09000,0.08000,9.86000,100.00000,37.22030,37.22030,45.95150,26.26080,0.06530,0.95680,94.06670,2.12960,2.51210,1.71500,2.12960,4.37490,-0.5307,-0.5544
2022-06-30,45.91700,45.91700,26.68500,17.53200,-8.39600,1.51000,-6.88600,-0.10100,-6.78500,-6.78500,-6.78500,-2.35500,-8.39600,284.68700,284.68700,-0.02000,-0.02000,5.17300,100.00000,-18.28520,-18.28520,-14.99660,-14.77670,0.02880,0.86970,103.48520,-0.55940,-0.66400,-0.42570,-0.55940,4.25490,0.9893,0.8749
2022-03-31,316.58100,316.58100,26.36600,16.63800,224.95000,5.85900,230.80900,62.23600,168.57300,168.57300,168.57300,229.92300,224.95000,283.89500,311.48200,0.59000,0.54000,5.50270,100.00000,71.05610,71.05610,72.90680,53.24800,0.19880,0.94670,95.06660,13.96040,16.62590,10.58680,13.96040,4.24400,0.32170,0.27520
2021-12-31,139.31100,139.31100,17.21400,14.77500,81.46800,3.23900,84.70700,24.76100,59.94600,59.94600,59.94600,88.22600,81.46800,275.76400,318.29400,0.22000,0.20000,7.70490,100.00000,58.47920,58.47920,60.80420,43.03040,0.10570,0.86760,103.73800,5.84420,7.22650,4.54630,5.84420,3.62120,-0.1684,-0.1762
2021-09-30,5.50800,5.50800,17.45000,12.48800,-28.09600,3.12400,-24.97200,-3.59200,-21.38000,-21.38000,-21.38000,-25.78500,-28.09600,278.93400,278.93400,-0.08000,-0.08000,16.22130,100.00000,-510.09450,-510.09450,-453.37690,-388.16270,0.00470,0.12620,712.95750,-2.24250,-2.83130,-1.82310,-2.24250,3.39100,-0.0449,-0.0721
2021-06-30,27.64300,27.64300,15.04600,12.49800,-7.03300,4.96000,-2.07300,0.25000,-2.32300,-2.32300,-2.32300,-2.81800,-7.03300,272.19600,272.19600,-0.01000,-0.01000,12.38570,100.00000,-25.44220,-25.44220,-7.49920,-8.40360,0.02400,0.42600,211.24910,-0.24010,-0.28120,-0.20170,-0.24010,3.49360,0.6397,0.5025
2021-03-31,202.74100,202.74100,12.35200,9.00000,158.07400,3.41300,161.48700,44.26600,117.22100,117.22100,117.22100,162.04000,158.07400,269.69700,320.28300,0.43000,0.37000,10.27190,100.00000,77.96840,77.96840,79.65190,57.81810,0.17970,0.93670,96.08210,12.24720,14.41950,10.38710,12.24720,3.53280,0.34200,0.33060
2020-12-31,207.90800,207.90800,8.63600,35.16900,160.77500,-4.85900,155.91600,38.91500,117.00100,117.00100,117.00100,164.21300,160.77500,159.19500,263.13000,0.53000,0.45000,7.85900,100.00000,77.32990,77.32990,74.99280,56.27540,0.20680,0.97500,92.30770,14.08790,17.10900,11.63570,14.08790,3.08170,-0.0537,-0.037
2020-09-30,9.36200,9.36200,7.49500,3.59400,-1.76800,-0.92500,-2.69300,,-2.69300,-2.69300,-2.69300,-0.83100,-1.76800,153.05000,153.05000,-0.02000,-0.02000,,100.00000,-18.88480,-18.88480,-28.76520,-28.76520,,,,,,,,,0.0432,0.0063
