Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.11590,0.59470,-1.55990,-6.49610,-0.26450,-6.76050,-6.76050,-6.76050,-6.76050,-6.27050,-6.49610,88.45900,88.45900,-0.08000,-0.08000,0.82450,,0.33540,-19.45920,-19.45920,-7.47460,-19.45920,0.39270,-0.0615,-0.063
2024-06-30,4.27820,0.65650,-0.84010,-6.00090,-0.77550,-6.77640,-6.77640,-6.77640,-6.77640,-5.77480,-6.00090,88.45900,88.45900,-0.07000,-0.07000,1.05620,0.00010,0.27270,-16.45910,-16.45910,-8.52430,-16.45660,0.46540,-0.042,-0.0374
2024-03-31,3.45230,0.61970,-0.88290,-5.19580,-0.29880,-5.49460,-5.49460,-5.49460,-5.49460,-4.95480,-5.19580,73.13500,73.13500,-0.08000,-0.08000,1.48370,0.01450,0.23960,-11.55530,-11.55530,-6.39450,-11.38830,0.53750,-0.09330,-0.09800
2023-12-31,4.81930,0.52130,-0.86210,-6.45940,-0.53680,-6.99620,-6.99620,-6.99620,-6.99620,-6.20270,-6.45940,56.35500,56.35500,-0.09000,-0.09000,0.59190,0.00100,0.26710,-17.26590,-17.26590,-8.49160,-17.24780,0.58830,-0.1652,-0.1836
2023-09-30,6.72910,0.43700,-0.73650,-8.16560,0.09220,-8.07340,-8.07340,-8.07340,-8.07340,-7.90260,-8.16560,68.77800,68.77800,-0.12000,-0.12000,0.97530,0.01880,0.23430,-17.06360,-17.06360,-9.53950,-16.74350,0.68790,-0.0691,-0.0694
2023-06-30,5.38920,0.46020,-0.85470,-6.99820,-0.30520,-7.30350,-7.30350,-7.30350,-7.30350,-6.70410,-6.99820,55.40600,55.40600,-0.12000,-0.12000,1.46350,0.01820,0.20660,-13.20020,-13.20020,-7.46500,-12.95950,0.80440,-0.0454,-0.0448
2023-03-31,5.47310,0.43820,-0.66400,-6.80740,0.16420,-6.64320,-6.64320,-6.64320,-6.64320,-6.57530,-6.80740,31.90500,31.90500,-0.19000,-0.19000,0.88250,0.04790,0.73780,-44.43050,-44.43040,-7.96990,-42.30180,0.46860,-0.19040,-0.19520
2022-12-31,4.64860,0.28660,-0.31350,-5.48200,-0.72280,-6.20470,-6.20470,-6.20470,-6.20470,-5.24870,-5.48200,27.80000,27.80000,-0.19500,-0.19500,1.10420,0.03620,0.51900,-29.09850,-29.09850,-10.10180,-28.04520,0.66830,-0.1809,-0.1821
2022-09-30,2.57470,0.56400,-0.42150,-3.78130,0.47560,-3.30570,-3.30570,-3.30570,-3.30570,-3.56020,-3.78130,29.30600,29.30600,-0.11000,-0.11000,1.55630,0.03030,0.40590,-12.20110,-12.20110,-5.23960,-11.83090,0.85090,-0.0579,-0.0576
2022-06-30,3.00620,0.59180,-0.64450,-4.50100,-0.00870,-4.50980,-4.50980,-4.50980,-4.50980,-4.24250,-4.50100,25.03900,25.03900,-0.18000,-0.18000,1.14930,0.01410,0.02460,-22.31190,-22.31190,-8.66080,-21.99800,0.80720,-0.1856,-0.1858
