Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,3.52430,0.80680,-0.86180,-5.44860,-0.33820,-5.78680,-5.78680,-5.78680,-5.78680,-5.19280,-5.44860,24.91400,24.91400,-0.22500,-0.22500,1.89460,0.02510,0.03420,-23.63630,-23.63630,-9.13210,-23.04220,0.97780,-0.22660,-0.22790
2021-12-31,4.89130,0.96480,-0.74250,-6.85440,-0.34610,-7.20050,-7.20050,-7.20050,-7.20050,-6.59860,-6.85440,22.81280,22.81280,-0.27500,-0.27500,2.64130,0.02600,0.03360,-24.76530,-24.76530,-9.58020,-24.12230,1.16920,-0.3531,-0.3617
2021-09-30,7.68470,1.10110,-0.62950,-9.66240,0.12380,-9.53860,-9.53860,-9.53860,-9.53860,-9.41530,-9.66240,22.52280,22.52280,-0.42500,-0.42500,3.11990,0.02530,0.03150,-26.34900,-26.34900,-11.90950,-25.68300,1.45720,-0.3513,-0.3783
2021-06-30,7.34080,0.64900,-0.80270,-9.01750,-0.51200,-9.52950,-9.52950,-9.52950,-9.52950,-8.79250,-9.01750,21.95440,21.95440,-0.45000,-0.45000,2.36720,0.03720,0.04530,-33.03450,-33.03450,-13.08680,-31.80630,1.30730,-0.3389,-0.3452
2021-03-31,4.45850,0.73450,-0.77550,-6.16860,-0.49650,-6.66510,-6.66510,-6.66510,-6.66510,-5.96850,-6.16860,21.89600,21.89600,-0.30000,-0.30000,4.48020,0.02350,0.02780,-18.46810,-18.46820,-9.05280,-18.03400,1.64600,-0.29430,-0.30440
2020-09-30,4.39290,0.55060,-0.72030,-5.83370,0.08470,-5.74900,-5.74900,-5.74900,-5.74900,-5.65370,-5.83370,19.63080,19.63080,-0.28150,-0.28150,6.48010,0.02010,0.03030,-11.87820,-11.87820,-6.09600,-11.63960,2.21580,-0.2723,-0.2503
2020-06-30,2.12830,0.45020,-0.73070,-3.44960,-0.32710,-3.77680,-3.77680,-3.77680,-3.77680,-3.44960,-3.44960,19.12920,19.12920,-0.19840,-0.19840,4.79840,0.01310,0.01720,-11.87750,-11.87750,-4.94510,-11.72240,1.66230,0.2535,0.2286
2019-06-30,2.14840,0.36520,-0.51870,-3.11550,-0.29240,-3.40740,-3.40740,-3.40740,-3.40740,-3.03280,-3.11550,12.36930,12.36930,-0.28040,-0.28040,0.96070,0.03310,0.25410,-21.70700,-21.70700,-6.74520,-20.98770,1.26910,-0.2556,-0.2569
2019-03-31,1.82790,0.34000,-0.51980,-2.76770,-0.24910,-3.01640,-3.01640,-3.01640,-3.01640,-2.68770,-2.76770,12.36930,12.36930,-0.23510,-0.23510,1.51190,0.02920,0.20740,-15.70360,-15.70360,-5.46320,-15.24500,1.55290,-0.22790,-0.23380
2018-12-31,,,,,,,,-2.51400,-2.51400,,,11.76400,11.76400,-0.18750,-0.18750,1.85410,0.02640,0.18330,-11.01670,-11.01670,-4.13380,-10.72620,,-0.9497,-1.0004
