Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,
2021-12-31,33.43330,-13.85440,-69.52760,-27.93270,-93.21330,-92.98130,-92.98130,-92.98130,-69.52760,-65.28060,16.65600,16.65600,-5.41000,-5.41000,0.04380,-0.41600,35.66080,35.66080,-186.26800,35.66080,-14.99960,-1.7312,-2.4056
2021-09-30,2.43330,-0.05450,-2.48780,1.27810,-1.20970,-1.20970,-1.20970,-1.20970,-2.48780,-2.48780,6.25000,6.25000,-0.04000,-0.04000,0.14450,,9.17120,9.17130,-0.48260,9.17120,-1.92560,0.0238,0.0238
2021-06-30,0.58880,-0.05460,-0.64340,-3.65840,-4.30180,-4.30180,-4.30180,-4.30180,-0.64340,-0.64340,6.25000,6.25000,-0.63000,-0.63000,0.52020,0.08500,-86.03620,-86.03620,-1.71230,-86.03620,0.58490,0,0
2021-03-31,0.18470,-0.03850,-0.22320,2.41100,2.18780,2.18780,2.18780,2.18780,-0.22320,-0.22320,6.59400,6.59400,0.30000,0.30000,0.81200,0.00200,43.75600,43.75600,0.87190,43.75600,0.61590,0.00000,
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
