Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,42.65100,34.80800,7.84300,10.37600,10.37600,-2.53300,-0.06400,-2.59700,6.99900,-9.59600,-9.59600,-9.59600,-1.64500,-2.53300,6.51300,6.51300,-1.47000,-1.47000,4.55200,,18.38880,-5.93890,-5.93890,-6.08900,-22.49890,0.15660,0.21200,1.69740,53.02390,-4.64420,-4.66220,-3.52310,-4.64420,31.81780,-0.0955,-0.1291
2024-04-30,45.17200,37.15300,8.01900,11.46100,11.46100,-3.44200,-0.44000,-3.88200,0.04000,-3.92200,-3.92200,-3.92200,-2.56000,-3.44200,6.51800,6.51800,-0.61000,-0.61000,4.64940,,17.75220,-7.61980,-7.61980,-8.59380,-8.68240,0.16090,0.22680,1.66980,53.89800,-1.81930,-1.82660,-1.39660,-1.81930,33.04880,0.2904,0.2723
2024-01-31,45.05900,35.36400,9.69500,11.51500,11.51500,-1.82000,-0.42900,-2.24900,-0.60100,-1.64800,-1.64800,-1.64800,-0.91200,-1.82000,6.48300,6.48300,-0.25000,-0.25000,4.86360,,21.51620,-4.03910,-4.03910,-4.99120,-3.65740,0.15530,0.21430,1.36000,66.17520,-0.73390,-0.73690,-0.56820,-0.73390,34.51540,-0.39630,-0.46240
2023-10-31,66.10500,48.68600,17.41900,14.04000,14.04000,3.37900,0.12200,3.50100,1.07900,2.42200,2.42200,2.38800,4.33100,3.37900,6.49900,6.52800,0.37000,0.36000,4.51550,,26.35050,5.11160,5.11160,5.29610,3.61240,0.22750,0.30820,1.65410,54.41120,1.08990,1.09480,0.83350,1.08990,34.39040,0.5375,0.528
2023-07-31,53.20100,39.75300,13.44800,12.43600,12.43600,1.01200,-0.36700,0.64500,0.38500,0.26000,0.26000,0.25600,2.04900,1.01200,6.46200,6.46900,0.04000,0.04000,4.10320,,25.27770,1.90220,1.90220,1.21240,0.48120,0.17550,0.22280,1.59850,56.30140,0.11510,0.11570,0.08570,0.11510,34.94290,-1.4218,-1.4464
2023-04-30,53.81900,41.23600,12.58300,11.59200,11.59200,0.99100,-0.32300,0.66800,0.29100,0.37700,0.37700,0.37200,2.04100,0.99100,6.48600,6.51600,0.06000,0.06000,3.73310,,23.38020,1.84140,1.84140,1.24120,0.69120,0.17260,0.23450,1.54230,58.35390,0.16560,0.16640,0.12090,0.16560,35.23760,0.1263,0.058
2023-01-31,54.68200,41.96400,12.71800,11.48400,11.48400,1.23400,0.70600,1.94000,0.61000,1.33000,1.33000,1.31200,2.28800,1.23400,6.58300,6.62200,0.20000,0.20000,4.03450,,23.25810,2.25670,2.25670,3.54780,2.39930,0.17550,0.24890,1.56930,57.34900,0.57120,0.57420,0.42700,0.57120,35.34460,-1.20600,-1.23830
2022-10-31,63.46200,45.89200,17.57000,14.87200,14.87200,2.69800,-0.64600,2.05200,0.62800,1.42400,1.42400,1.40500,3.66000,2.69800,6.58000,6.63200,0.22000,0.22000,3.65540,,27.68590,4.25140,4.25130,3.23340,2.21390,0.20720,0.29380,1.65080,54.52020,0.63960,0.64320,0.46500,0.63960,33.90350,-0.9662,-1.0086
2022-07-31,57.64000,43.24100,14.39900,12.64700,12.64700,1.75200,-0.02600,1.72600,0.48800,1.23800,1.23800,1.22300,2.80100,1.75200,6.56700,6.62900,0.19000,0.18000,3.58020,,24.98090,3.03960,3.03960,2.99440,2.12180,0.18060,0.27060,1.61360,55.77690,0.53880,0.54190,0.38800,0.53880,34.98830,-0.8836,-0.9316
2022-04-30,62.82500,47.22300,15.60200,12.51500,12.51500,3.08700,-0.16500,2.92200,0.89300,2.02900,2.02900,2.00500,4.05200,3.08700,6.57100,6.64000,0.30000,0.30000,3.59020,,24.83410,4.91370,4.91370,4.65100,3.19140,0.19540,0.30800,1.82690,49.26400,0.87590,0.88120,0.63120,0.87590,35.27500,-0.1651,-0.1857
