Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,531.43800,341.77500,189.66300,115.99800,116.13700,73.52600,-1.64900,71.87700,16.98300,54.89400,54.89400,54.59600,87.66100,73.52600,45.70000,46.30000,1.19000,1.17000,2.39720,0.00900,0.06910,35.68860,13.83530,13.83530,13.52500,10.27330,0.29410,0.65140,1.95380,46.06420,4.31320,7.68430,3.03740,4.27430,27.85710,2.5121,2.3115
2024-06-30,543.25800,343.46100,199.79700,120.64800,120.64800,79.14900,-2.22800,76.92100,17.59000,59.33100,59.33100,59.09900,93.04700,79.14900,46.00000,46.60000,1.28000,1.26000,2.65450,0.06650,0.10580,36.77760,14.56930,14.56930,14.15920,10.87860,0.30450,0.65370,1.81580,49.56510,4.84380,8.93530,3.32510,4.52170,26.77430,0.7803,0.5664
2024-03-31,460.90000,297.32000,163.58000,115.64400,115.64400,47.93600,-5.62200,42.31400,9.22200,33.09200,33.09200,32.95900,61.72800,47.93600,46.10000,46.70000,0.71000,0.70000,2.85020,0.06670,0.09140,35.49140,10.40050,10.40050,9.18070,7.15100,0.25990,0.55860,1.75490,51.28420,2.70590,5.04610,1.86630,2.52540,26.53290,-0.02920,-0.22360
2023-12-31,472.97000,312.96100,160.00900,108.82500,109.18100,50.82800,-3.67600,47.15200,8.32200,38.83000,38.83000,37.87700,63.50600,50.82800,46.20000,46.90000,0.82000,0.82000,2.97450,0.06790,0.08300,33.83070,10.74660,10.74660,9.96930,8.00830,0.27370,0.61520,2.12650,42.32320,3.21140,6.09850,2.24690,2.99340,26.24760,2.4964,2.2882
2023-09-30,538.43100,352.17800,186.25300,107.68700,108.14900,78.10400,-5.19000,72.91400,14.74600,58.16800,58.16800,57.79800,91.42700,78.10400,46.20000,46.90000,1.25000,1.23000,2.74300,0.06930,0.10860,34.59180,14.50590,14.50590,13.54190,10.73450,0.31210,0.64790,2.13400,42.17500,4.91860,9.15740,3.37150,4.57780,25.59310,3.3178,3.1064
2023-06-30,569.18100,380.70000,188.48100,107.42900,107.57800,80.90300,-6.57000,74.33300,14.17300,60.16000,60.16000,59.60000,94.32500,80.90300,46.20000,46.90000,1.29000,1.27000,2.23350,0.07160,0.21620,33.11440,14.21390,14.21390,13.05960,10.47120,0.31570,0.66250,1.90050,47.35510,5.23360,10.10740,3.33650,4.85870,24.85030,1.1737,0.946
2023-03-31,484.55100,322.28600,162.26500,109.53500,109.65900,52.60600,-4.78200,47.82400,10.24800,37.57600,37.57600,37.32500,65.44300,52.60600,46.20000,46.90000,0.81000,0.79000,1.98830,0.07500,0.25030,33.48770,10.85670,10.85670,9.86980,7.70300,0.26870,0.53660,1.75240,51.35740,3.43170,6.98210,2.08360,3.17440,23.73250,-0.25630,-0.46020
2022-12-31,489.43110,323.21300,166.21800,109.72400,109.99600,56.22200,-7.39300,48.82900,8.87200,39.95700,39.95700,39.30000,69.52900,56.22200,46.30000,47.00000,0.85000,0.84000,2.11470,0.07700,0.20190,33.96150,11.48720,11.48720,9.97670,8.02970,0.28890,0.59310,2.12420,42.36830,3.73380,7.82220,2.35850,3.44630,23.16660,2.011,1.7434
2022-09-30,551.67200,361.07700,190.59500,109.36600,110.55100,80.04400,-7.69200,72.35200,13.38000,58.97200,58.97200,58.40000,92.59000,80.04400,46.30000,47.00000,1.26000,1.24000,1.92230,0.07990,0.26160,34.54860,14.50940,14.50940,13.11500,10.58600,0.32170,0.64760,2.19320,41.03680,5.73820,12.56450,3.43860,5.27980,22.18830,1.4858,1.2901
2022-06-30,551.13800,361.85000,189.28800,108.31300,108.30600,80.98200,-4.42000,76.56200,16.79900,59.76300,59.76300,59.20000,93.42500,80.98200,46.30000,46.90000,1.27000,1.26000,1.69260,0.08330,0.31650,34.34490,14.69360,14.69360,13.89160,10.74140,0.31470,0.63800,1.97590,45.54790,6.04540,14.17750,3.41200,5.54170,21.36210,-0.0318,-0.2591
