,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$-0.14
1,2024-08-13,2024-06-30,--,$-0.12
2,2024-06-21,2024-03-31,--,$-0.14
3,2024-02-13,2023-12-31,$-0.17,$-0.23
4,2023-11-13,2023-09-30,$-0.19,$-0.19
5,2023-08-14,2023-06-30,--,$-0.22
6,2023-06-26,2023-03-31,--,$-0.33
7,2023-02-13,2022-12-31,$-0.33,$-0.31
8,2022-11-14,2022-09-30,$-0.32,$-0.32
9,2022-08-11,2022-06-30,$-0.35,$-0.33
10,2022-06-28,2022-03-31,--,$-0.52
11,2022-02-14,2021-12-31,--,$-0.76
12,2021-11-12,2021-09-30,--,$-0.23
13,2021-08-16,2021-06-30,--,$-0.26
14,2021-06-29,2021-03-31,--,$-0.10
15,2021-02-12,2020-12-31,--,$-0.10
16,2020-11-06,2020-09-30,--,$-0.10
17,2020-08-12,2020-06-30,--,$-0.10
18,2020-06-29,2020-03-31,--,$-0.11
19,2020-02-13,2019-12-31,--,$-0.06
20,2019-11-14,2019-09-30,--,$-0.06
21,2019-08-14,2019-06-30,--,$-0.06
