Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3663.19400,3663.19400,1784.75900,1767.09800,42.84200,1809.94000,245.30300,1564.63700,1564.63700,780.83500,1887.41600,1878.43500,768.23100,768.28000,1.02000,1.02000,0.71270,0.36670,0.57890,100.00000,48.23930,51.27860,49.40880,21.31570,0.08600,0.67040,134.24070,8.42470,9.47830,3.67500,5.33560,25.41690,1.5938,1.5685
2024-06-30,2796.38100,2796.38100,1524.09000,1163.67500,44.93400,1208.60900,260.24600,948.36300,948.36300,444.41400,1281.27300,1272.29100,769.18700,769.23500,0.58000,0.58000,0.76550,0.37540,0.60100,100.00000,41.61360,45.49780,43.22050,15.89250,0.06890,0.54660,164.64300,5.33220,6.03590,2.33670,3.33070,24.61510,1.4917,1.4758
2024-03-31,3687.82800,3687.82800,1682.20400,1897.42100,-17.76700,1879.65400,283.67100,1595.98300,1595.98300,847.38600,2014.60500,2005.62400,759.79850,760.25760,1.12000,1.11000,0.79340,0.37970,0.61220,100.00000,51.45090,54.38500,50.96910,22.97790,0.09290,0.75350,119.44900,9.09780,10.32330,4.01950,5.64300,24.28820,1.23620,1.21290
2023-12-31,1285.02000,1285.02000,832.83800,343.44970,-188.37000,155.08020,45.95700,109.12330,109.12330,151.80000,461.18370,452.18190,755.20450,755.41990,0.20000,0.21000,0.79970,0.40090,0.66900,100.00000,26.72720,35.18870,12.06830,11.81310,0.03190,0.27580,326.36830,0.64580,0.73710,0.27090,0.38700,23.48780,1.2002,1.1579
2023-09-30,2541.28500,2541.28500,1264.30600,1166.38000,-49.07800,1117.30200,196.56000,920.74200,920.74200,551.99400,1285.99000,1276.97900,757.95900,758.04600,0.73000,0.73000,0.84040,0.40950,0.69360,100.00000,45.89730,50.24930,43.96600,21.72110,0.06100,0.49910,180.33820,5.27290,5.99390,2.20990,3.11350,24.30490,1.4304,1.3475
2023-06-30,2814.69100,2814.69100,1367.21400,1339.38100,87.59500,1426.97600,223.26900,1203.70700,1203.70700,601.27400,1456.54300,1447.47700,758.48000,758.54800,0.79000,0.79000,0.92290,0.41360,0.70560,100.00000,47.58540,51.42580,50.69740,21.36200,0.06770,0.56770,158.54740,6.89250,7.83930,2.89470,4.04170,24.47490,2.2674,2.1889
2023-03-31,1381.84500,1381.84500,1084.90400,192.50000,65.85600,258.35600,47.67500,210.68100,210.68100,85.81200,309.93700,296.94100,746.06490,746.64390,0.12000,0.11000,0.89150,0.41940,0.72260,100.00000,13.93070,21.48870,18.69650,6.21000,0.03360,0.27500,327.26020,1.23430,1.40940,0.51280,0.71660,23.94680,0.47240,0.37930
2022-12-31,1704.05900,1704.05900,970.20000,633.53030,-31.33500,602.19510,-141.14600,743.34130,743.34130,557.85390,748.66830,733.85910,740.66410,740.94240,0.73690,0.73690,0.96110,0.40740,0.68740,100.00000,37.17770,43.06540,35.33890,32.73680,0.04010,0.36970,243.45690,4.13750,4.68730,1.74800,2.45200,25.29440,0.981,0.9148
2022-09-30,1058.11400,1058.11400,880.85410,96.75300,1.17800,97.93100,94.23100,3.70000,3.70000,2.29600,192.15200,177.26000,742.34600,742.49600,0.00310,0.00310,0.84710,0.34240,0.52220,100.00000,9.14390,16.75250,9.25520,0.21700,0.02630,0.21750,413.80390,0.02010,0.02270,0.00920,0.01320,25.93810,1.0138,0.9055
2022-06-30,629.22000,629.22000,674.47100,-114.89310,-104.33900,-219.23200,36.51400,-255.74600,-255.74600,-29.39300,-26.55310,-45.25110,707.38200,707.38200,-0.04000,-0.04000,0.91760,0.32180,0.47580,100.00000,-18.25960,-7.19160,-34.84190,-4.67130,0.01510,0.13480,667.41140,-1.27500,-1.42700,-0.61430,-0.86470,28.39240,2.8172,2.7503
2022-03-31,5126.28000,5126.28000,2130.27500,2929.25800,51.63700,2980.89500,483.28100,2497.61400,2497.61400,1216.87400,3014.70300,2996.00500,734.32700,734.96700,1.66000,1.66000,0.76570,0.28880,0.40730,100.00000,57.14200,58.44400,58.14930,23.73800,0.11830,1.13370,79.38780,11.25070,12.46080,5.76230,8.00150,31.39170,3.73960,3.66320
2021-12-31,5762.65700,5762.65700,2441.93100,3264.17700,113.88700,3378.06400,437.69400,2940.36900,2940.36900,1398.47800,3339.42500,3320.72600,719.76690,720.12510,1.91000,1.91000,0.69530,0.26510,0.36200,100.00000,56.64360,57.62490,58.61990,24.26790,0.13990,1.08860,82.67250,13.58890,15.10720,7.13740,9.98630,30.72100,-1.109,-1.1368
2021-09-30,6224.26500,6224.26500,2601.94600,3569.90600,94.99100,3664.89700,458.90400,3205.99300,3205.99300,1401.89500,3641.01700,3622.31900,722.22900,722.43300,1.94000,1.94000,0.95960,0.26660,0.36520,100.00000,57.35470,58.19670,58.88080,22.52310,0.15940,1.47690,60.93810,15.40530,17.22010,8.21250,11.29860,30.00380,2.2126,2.1994
2021-06-30,5291.35400,5291.35400,2228.00800,3019.02400,126.72400,3145.74800,288.25000,2857.49800,2857.49800,1309.15200,3082.04400,3063.34600,721.14200,721.26500,1.82000,1.82000,0.76530,0.23420,0.30780,100.00000,57.05580,57.89340,59.45070,24.74130,0.15890,1.41390,63.65350,15.46140,17.56360,8.58180,11.84050,26.74230,1.1963,1.1772
2021-03-31,5298.87200,5298.87200,2006.46400,3247.42500,123.26300,3370.68800,-0.44700,3371.13500,3371.13500,1747.87200,3311.18600,3292.40800,709.03300,709.91200,2.47000,2.46000,1.08620,0.25150,0.33800,100.00000,61.28520,62.13410,63.61140,32.98570,0.17840,1.32770,67.78490,20.11460,23.20280,11.34680,15.05530,24.26930,3.23520,3.20600
2020-12-31,3628.92400,3628.92400,1566.41200,2016.81000,63.69600,2080.50600,266.34200,1814.16400,1814.16400,748.87000,2080.31500,2062.51200,696.93400,697.25800,1.13000,1.14000,1.15290,0.28260,0.39740,100.00000,55.57600,56.83540,57.33120,20.63620,0.13810,0.88780,101.37730,12.48960,14.77830,6.90600,8.96020,21.23980,0.4555,0.3966
2020-09-30,3032.89800,3032.89800,1293.30600,1700.05200,101.05900,1801.11100,100.96000,1700.15100,1700.15100,794.71900,1757.34200,1739.59200,700.18500,700.52800,1.14000,1.13000,1.14040,0.29610,0.42440,100.00000,56.05370,57.35740,59.38580,26.20330,0.12110,0.92050,97.77500,12.65340,15.14990,6.78930,8.90700,19.73950,1.0832,1.0032
2020-06-30,2516.06900,2516.06900,1133.40500,1343.38800,158.37300,1501.76100,147.41500,1354.34600,1354.34600,568.26600,1400.41400,1382.66400,698.53500,1204.41200,0.81000,0.81000,1.09590,0.46770,0.88280,100.00000,53.39230,54.95330,59.68680,22.58550,0.08720,0.85870,104.81030,10.89800,13.28360,4.69540,5.80080,18.36010,-0.24,-0.2429
