Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,423.00000,-3.00000,426.00000,110.00000,204.00000,222.00000,-45.00000,177.00000,,177.00000,161.00000,,148.00000,311.00000,222.00000,14.66600,15.04400,10.09000,9.84000,0.23110,0.30050,52.48230,52.48230,41.84400,34.98820,0.02090,2.88070,2.63980,0.79480,2.02980,400.40700,41.9806,41.9806
2024-06-30,236.00000,-58.00000,294.00000,98.00000,128.00000,166.00000,-24.00000,142.00000,-2.00000,144.00000,136.00000,,126.00000,193.00000,166.00000,14.66500,14.84700,8.59000,8.49000,0.23760,0.31160,70.33900,70.33900,60.16950,53.38980,0.01190,2.53260,2.31290,0.68360,1.76350,386.05470,-6.7255,-6.7255
2024-03-31,250.00000,-19.00000,269.00000,87.00000,118.00000,151.00000,-13.00000,138.00000,5.00000,133.00000,128.00000,,119.00000,176.00000,151.00000,14.64100,14.83400,8.13000,8.02000,0.24180,0.31880,60.40000,60.40000,55.20000,47.60000,0.01230,2.44460,2.22760,0.63160,1.68910,377.43040,-11.32530,-11.32530
2023-12-31,482.00000,-84.00000,566.00000,104.00000,139.00000,427.00000,-47.00000,380.00000,-238.00000,618.00000,609.00000,,599.00000,460.00000,427.00000,15.63200,15.80300,40.43000,39.91000,0.24480,0.32420,88.58920,88.58920,78.83820,124.27390,0.02300,11.85290,10.78260,2.91210,8.14280,371.65230,13.6794,13.6794
2023-09-30,161.00000,-10.00000,171.00000,91.00000,125.00000,46.00000,1.00000,47.00000,-7.00000,54.00000,51.00000,,38.00000,82.00000,46.00000,15.46500,15.60600,2.46000,2.43000,0.27260,0.37470,28.57140,28.57140,29.19260,23.60250,0.00770,1.16520,1.04360,0.24250,0.75920,304.84690,-8.4881,-8.4881
2023-06-30,154.00000,-7.00000,161.00000,85.00000,113.00000,48.00000,-27.00000,21.00000,-4.00000,25.00000,39.00000,,21.00000,73.00000,48.00000,15.46000,15.66100,1.36000,1.34000,0.27100,0.37160,31.16880,31.16880,13.63640,13.63640,0.00700,0.88360,0.79200,0.17840,0.57740,307.21240,23.8104,23.8104
2023-03-31,632.00000,,632.00000,89.00000,,524.00000,-17.00000,507.00000,-1.00000,508.00000,519.00000,,424.00000,543.00000,524.00000,16.98000,17.10100,24.97000,24.79000,0.27260,0.37470,82.91140,82.91140,80.22150,67.08860,0.03110,11.86560,10.62650,2.55100,7.73010,305.04030,4.09330,4.09330
2022-12-31,184.00000,-271.00000,455.00000,97.00000,120.00000,335.00000,-30.00000,305.00000,-16.00000,321.00000,235.00000,,227.00000,364.00000,335.00000,17.20700,17.32300,13.13000,13.13000,0.26170,0.35450,182.06520,182.06520,165.76090,123.36960,0.00830,5.05380,4.55430,1.06080,3.36240,293.38180,-5.0159,-5.0159
2022-09-30,-466.00000,-121.00000,-345.00000,66.00000,87.00000,-432.00000,-6.00000,-438.00000,8.00000,-446.00000,-466.00000,,-432.00000,-404.00000,-432.00000,17.01300,17.12700,-25.39000,-25.39000,0.31420,0.45820,92.70390,92.70390,93.99140,92.70390,-0.02160,-12.77410,-11.20730,-2.16220,-7.68600,236.46500,26.5485,26.5485
2022-06-30,-486.00000,-140.00000,-346.00000,83.00000,116.00000,-462.00000,-10.00000,-472.00000,-4.00000,-468.00000,-467.00000,,-434.00000,-427.00000,-462.00000,17.22400,17.47100,-25.20000,-25.20000,0.28050,0.38990,95.06170,95.06170,97.11940,89.30040,-0.02090,-10.67190,-9.55790,-2.00700,-6.87670,278.02430,29.4573,29.4573
2022-03-31,-290.00000,-151.00000,-139.00000,85.00000,111.00000,-250.00000,-28.00000,-278.00000,,-278.00000,-247.00000,,-267.00000,-215.00000,-250.00000,17.57800,17.78500,-15.19000,-15.19000,0.24820,0.33020,86.20690,86.20690,95.86210,92.06900,-0.01250,-4.69850,-4.28300,-1.06280,-3.21990,318.60120,-36.15410,-36.15410
2021-12-31,154.00000,-191.00000,345.00000,98.00000,160.00000,185.00000,-15.00000,170.00000,14.00000,156.00000,148.00000,,137.00000,258.00000,185.00000,19.82100,20.12700,10.07000,9.96000,0.20510,0.25800,120.12990,120.12990,110.38960,88.96100,0.00620,2.44910,2.25850,0.60030,1.79520,359.58070,-19.1501,-19.1501
