Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,-71.00000,-27.00000,-44.00000,93.00000,104.00000,-148.00000,-16.00000,-164.00000,10.00000,-174.00000,-188.00000,,-196.00000,-130.00000,-148.00000,18.34900,18.54800,-10.68000,-10.68000,0.21140,0.26810,208.45070,208.45070,230.98590,276.05630,-0.00270,-3.24330,-2.98080,-0.72160,-2.35070,343.06660,100.1317,100.1317
2021-06-30,547.00000,40.00000,507.00000,93.00000,98.00000,409.00000,-7.00000,402.00000,9.00000,393.00000,390.00000,,378.00000,429.00000,409.00000,21.63200,21.83200,17.44000,17.28000,0.15930,0.18950,74.77150,74.77150,73.49180,69.10420,0.02220,5.83000,5.41670,1.58400,4.55390,324.76070,70.8932,70.8932
2021-03-31,159.00000,-56.00000,215.00000,83.00000,117.00000,98.00000,-19.00000,79.00000,-6.00000,85.00000,203.00000,,183.00000,116.00000,98.00000,21.56200,21.85200,8.50000,8.38000,0.16760,0.20130,61.63520,61.63520,49.68550,115.09430,0.00720,3.24120,2.99700,0.92020,2.49480,305.17830,36.97600,36.97600
2020-12-31,1020.12900,33.32200,986.80690,142.91400,220.09600,766.71100,-31.18900,735.52200,-1.29500,736.81700,823.09200,15.19000,826.25510,822.50100,766.71100,21.55100,21.81800,38.40000,38.06000,0.17030,0.20530,75.15820,75.15820,72.10090,80.99520,0.04720,13.32300,12.30700,3.80590,10.21080,302.81630,31.0845,31.0845
2020-09-30,793.05000,109.68600,683.36400,115.82800,153.53600,529.82800,-23.15900,506.66900,13.91500,492.75400,641.81900,4.03100,615.01300,542.03200,529.82800,21.57800,21.77900,28.50000,28.24000,0.19880,0.24810,66.80890,66.80890,63.88870,77.55040,0.03640,12.05300,11.11880,2.94810,8.81220,264.40200,57.6362,57.6362
2020-06-30,1213.84500,186.69200,1027.15300,144.83000,193.89700,833.25600,-19.17600,814.08000,16.65200,797.42800,788.63800,-1.15200,798.55300,852.61900,833.25600,21.56500,21.78900,37.03000,36.65000,0.22870,0.29650,68.64600,68.64600,67.06620,65.78710,0.05700,16.81500,15.70390,3.70360,11.69650,234.83700,34.1024,34.1024
2020-03-31,-367.02400,43.30000,-410.32400,98.42800,144.47100,-554.79500,-1.47600,-556.27100,-5.27200,-550.99900,-538.54900,-2.06900,-516.82100,-544.15200,-554.79500,21.55000,21.78000,-23.98000,-23.98000,0.26430,0.35930,151.16040,151.16040,151.56260,140.81400,-0.01920,-14.24880,-13.21900,-2.81500,-9.23510,193.94230,4.86960,4.86960
2019-12-31,350.16600,-8.21600,358.38200,102.88500,165.70600,192.67600,-23.78200,168.89400,-13.91200,182.80600,194.61800,3.02700,193.66400,204.02400,192.67600,21.48300,21.77500,9.02000,8.74000,0.19700,0.24530,55.02420,55.02420,48.23260,55.30640,0.01770,4.47810,4.00750,0.98160,3.21810,225.75080,45.6186,45.6186
2019-09-30,409.62300,163.25800,246.36500,97.36500,130.67500,115.69000,-1.28500,114.40500,13.46500,100.94000,118.64300,7.91600,117.74300,123.62000,115.69000,21.48800,21.72000,5.48000,5.42000,0.20660,0.26030,28.24300,28.24300,27.92930,28.74420,0.02250,2.86570,2.67610,0.65140,2.02420,216.40250,14.1562,14.1562
2019-06-30,542.94400,146.55400,396.39000,100.67600,151.75700,244.63300,-12.65100,231.98200,7.69800,224.28400,241.99700,-3.94300,231.84200,252.45500,244.63300,21.47800,21.67500,10.79000,10.70000,0.24850,0.33070,45.05680,45.05680,42.72670,42.70090,0.02980,6.02420,5.61500,1.32780,4.01660,210.72560,0.6717,0.6717
2019-03-31,887.26700,312.40400,574.86300,112.07400,205.86200,369.00100,-7.28200,361.71900,4.74900,356.97000,365.74200,,358.75100,376.90100,369.00100,21.46350,21.64600,16.71000,16.57000,0.20500,0.25790,41.58850,41.58850,40.76780,40.43330,0.04910,9.70200,9.00400,2.02530,6.79320,199.37410,4.94960,4.94960
2018-12-31,-16.52000,57.39500,-73.91500,48.36100,88.53200,-162.44700,-5.16100,-167.60800,-8.25300,-159.35500,-150.86700,,-113.42300,-157.74800,-162.44690,20.69900,20.90400,-5.38000,-5.38000,0.18040,0.22010,983.33580,983.33570,1014.57700,686.58040,-0.00100,-4.43260,-4.08270,-0.91120,-3.15920,182.38530,-10.9725,-10.9725
2018-09-30,291.98000,153.97400,138.00600,102.55300,156.79500,-18.78900,-6.10300,-24.89200,0.74600,-25.63800,-22.32100,,-15.96500,-10.45700,-18.78900,21.44100,21.66500,-0.74000,-0.74000,0.09150,0.10070,-6.43500,-6.43500,-8.52520,-5.46780,0.01930,-0.63500,-0.60390,-0.14760,-0.51790,182.60010,9.643,9.643
2018-06-30,239.86400,92.81900,147.04500,102.61200,155.94600,-8.90100,-3.24300,-12.14400,3.64600,-15.79000,-0.14500,,8.24400,2.73400,-8.90100,20.46300,20.67100,0.40000,0.40000,0.10070,0.11190,-3.71090,-3.71090,-5.06290,3.43690,0.01580,-0.00410,-0.00390,-0.00100,-0.00330,183.51160,-1.659,-1.659
2018-03-31,103.78200,19.53400,84.24800,95.26000,125.36800,-41.12000,-13.83300,-54.95300,0.17200,-55.12500,-40.42800,,-41.21000,-33.54400,-41.12000,19.40900,19.60300,-2.12000,-2.12000,0.21680,0.27680,-39.62150,-39.62150,-52.95040,-39.70820,0.00660,-1.30040,-1.37980,-0.25900,-1.01840,160.12520,-3.78580,-3.78580
2017-12-31,292.89500,30.32700,262.56800,126.70200,148.15100,114.41700,-8.14300,106.27400,-9.62900,115.90300,121.80700,11.99800,127.59900,121.60700,114.41700,19.38900,19.52800,6.58000,6.54000,0.17050,0.20560,39.06420,39.06420,36.28400,43.56480,0.02150,3.87230,4.10770,0.89520,3.21170,162.10380,7.086,7.086
2017-09-30,241.40100,75.71200,165.68900,100.32500,131.34600,34.34300,-12.24500,22.09800,1.43200,20.66600,20.66600,3.49500,38.99300,44.47100,34.34300,19.39200,19.55900,2.01000,1.99000,0.17730,0.21550,14.22650,14.22650,9.15410,16.15280,0.01640,0.68170,0.72510,0.14000,0.56080,156.31220,-11.1995,-11.1995
2017-06-30,286.38800,9.62000,276.76800,106.49000,146.45400,130.31400,-18.98400,111.33000,4.73100,106.59900,106.59900,-4.87100,90.18600,139.80900,130.31400,19.38800,19.51100,4.65000,4.62000,0.17740,0.21560,45.50260,45.50260,38.87380,31.49080,0.01930,3.58770,3.82190,0.71880,2.95090,153.24860,-8.6294,-8.6294
2017-03-31,280.26800,77.89200,202.37600,102.46800,123.28900,79.08700,-10.28200,68.80500,-2.92900,71.73400,71.73400,0.37100,54.68000,88.38900,79.08700,19.37500,19.50200,2.82000,2.80000,0.20270,0.25430,28.21840,28.21840,24.54970,19.50990,0.01880,2.49620,2.66630,0.48200,1.98990,148.25560,-4.82710,-4.82710
2016-12-31,214.23600,1.32100,212.91500,123.49700,171.11600,41.79900,-1.00400,40.79500,11.22800,29.56700,24.16700,5.48300,22.64500,49.22600,41.79900,19.29900,19.44700,1.17000,1.16000,0.19330,0.23960,19.51070,19.51070,19.04210,10.57010,0.01670,0.85990,0.92030,0.18780,0.69360,145.09770,-5.515,-5.515
2016-09-30,329.96100,-6.90200,336.86300,103.09700,153.17100,183.69200,-8.98500,174.70700,8.22700,166.48000,166.48000,3.89700,156.04800,192.37000,183.69200,19.29900,19.44900,8.09000,8.02000,0.17030,0.20520,55.67080,55.67080,52.94780,47.29290,0.02650,5.98730,6.41640,1.33490,4.96730,144.07480,4.5642,4.5642
2016-06-30,301.92000,96.46200,205.45800,104.20600,148.05300,57.40500,-1.95200,55.45300,8.05000,47.40300,47.40300,2.37800,40.59400,65.49300,57.40500,19.29500,19.43000,2.10000,2.09000,0.18990,0.23440,19.01330,19.01330,18.36680,13.44530,0.02380,1.80990,1.94920,0.37450,1.46600,135.73710,-1.6767,-1.6767
2016-03-31,290.27800,83.21800,207.06000,92.93400,137.96300,69.09700,-7.32800,61.76900,7.36900,54.40000,54.40000,0.20500,45.52000,79.84200,69.09700,19.28300,19.40900,2.36000,2.35000,0.18360,0.22490,23.80370,23.80370,21.27930,15.68150,0.02260,2.10720,2.27260,0.42330,1.72030,136.67500,-7.79510,-7.79510
2015-12-31,92.69600,-64.06200,156.75810,98.26300,140.52900,16.22910,62.27100,78.50000,-16.17200,94.67200,94.67200,,111.85700,14.49210,16.22900,19.25200,19.40800,5.80000,5.75000,0.19220,0.23790,17.50780,17.50780,84.68540,120.67070,0.00790,3.75570,4.06410,0.80420,3.03380,130.85460,14.0288,14.0288
2015-09-30,268.06700,32.35900,235.70800,100.33500,150.14100,85.56700,-27.30400,58.26300,12.26200,46.00100,46.00100,,49.04200,99.96400,85.56700,19.25600,19.40900,2.55000,2.53000,0.22910,0.29720,31.92000,31.92000,21.73450,18.29470,0.02220,1.87100,2.03020,0.38160,1.44230,110.59030,-3.029,-3.029
2015-06-30,256.39800,65.90000,190.49800,93.96300,131.05700,59.44100,-35.41800,24.02300,5.81600,18.20700,18.20700,,14.54500,73.67900,59.44100,19.25200,19.38400,0.76000,0.75000,0.21100,0.26740,23.18310,23.18310,9.36940,5.67280,0.02080,0.74840,0.81470,0.14760,0.59050,109.45820,-13.3142,-13.3142
2015-03-31,287.29900,70.13600,217.16300,96.59800,131.14800,86.01500,-21.77900,64.23600,10.74400,53.49200,53.49200,,44.84700,100.03900,86.01500,19.23700,19.33500,2.33000,2.32000,0.14430,0.16870,29.93920,29.93920,22.35860,15.60990,0.02500,2.09840,2.27680,0.46480,1.79550,132.41980,-11.34760,-11.34760
2014-12-31,73.57600,-56.08500,129.66100,95.05600,112.79700,16.86400,80.12800,96.99200,-15.78700,112.77900,112.77900,,105.94000,15.16400,16.86400,18.40900,18.67800,5.66000,5.62000,0.11260,0.12690,22.92050,22.92050,131.82560,143.98720,0.00740,4.47040,4.85770,1.13500,3.96710,131.39000,6.4765,6.4765
2014-09-30,212.43600,17.53300,194.90300,95.56400,131.82500,63.07800,-36.22100,26.85700,5.66000,21.19700,21.19700,,26.42900,78.48500,63.07800,19.19800,19.33100,1.38000,1.37000,0.11610,0.13130,29.69270,29.69270,12.64240,12.44090,0.02070,0.86940,0.94840,0.20680,0.76850,109.95460,5.8746,5.8746
2014-06-30,296.48500,59.74900,236.73600,92.86000,143.23900,93.49700,-30.73600,62.76100,8.45200,54.30900,54.30900,,51.79300,110.98700,93.49700,18.63600,19.32700,2.78000,2.68000,0.13580,0.15710,31.53520,31.53520,21.16840,17.46900,0.02790,2.20960,2.41060,0.51150,1.90960,128.09990,18.6343,18.6343
2014-03-31,127.57700,-12.05100,139.62800,53.64000,66.80100,72.82700,-32.13900,40.68800,7.27600,33.41200,33.41200,,29.58700,85.50000,72.82700,16.56400,16.70500,1.79000,1.77000,0.19420,0.24100,57.08470,57.08470,31.89290,23.19150,0.01460,1.65910,1.79200,0.38360,1.33740,102.99180,-1.86000,-1.86000
2013-12-31,133.39900,-125.76400,259.16300,65.14100,70.17200,188.99100,-24.91500,164.07600,21.89300,142.18300,142.18300,,137.46100,203.86100,188.99100,16.52300,16.70300,8.32000,8.23000,0.18620,0.22880,141.67350,141.67350,122.99640,103.04500,0.01550,7.19000,7.78040,1.64940,5.85120,119.63960,3.7764,3.7764
2013-09-30,123.09100,-20.38800,143.47900,58.84200,64.99100,78.48800,-33.69200,44.79600,1.34000,43.45600,43.45600,,39.98700,92.41200,78.48800,16.52500,16.72100,2.42000,2.39000,0.16170,0.19290,63.76420,63.76420,36.39260,32.48570,0.01480,2.35740,2.38480,0.52090,1.97610,111.53890,-6.8272,-6.8272
2013-06-30,77.88900,-27.42200,105.31100,45.68900,55.32100,49.99000,-20.25000,29.74000,4.54200,25.19800,25.19800,,19.19700,64.98900,49.99000,16.52500,16.69400,1.16000,1.15000,0.16270,0.19430,64.18110,64.18110,38.18250,24.64660,0.00990,1.40750,1.42440,0.32000,1.17850,108.32750,-1.3195,-1.3195
2013-03-31,82.19100,9.90200,72.28900,41.55600,43.94300,28.34600,-7.51700,20.82900,7.84400,12.98500,12.98500,,11.95900,37.11300,28.34600,16.51400,16.67600,0.72000,0.72000,0.16280,0.19440,34.48800,34.48800,25.34220,14.55030,0.01020,0.72770,0.73640,0.16140,0.60920,107.98760,0.63520,0.63520
2012-12-31,39.47400,-77.85800,117.33200,43.67400,25.30900,92.02300,1.69000,93.71300,13.94300,79.77000,79.77000,,69.90600,98.22900,92.02300,16.44100,16.63800,4.25000,4.22000,0.05710,0.06050,233.12300,233.12300,237.40430,177.09370,0.00670,4.49350,4.54790,1.35700,4.23710,107.73350,4.0987,4.0987
2012-09-30,50.70400,-71.08500,121.78900,39.54700,48.08500,73.70400,-3.51200,70.19200,14.70000,55.49200,55.49200,,47.71600,80.66800,73.70400,16.43800,16.67600,2.90000,2.86000,0.06790,0.07290,145.36130,145.36130,138.43480,94.10700,0.00860,3.18150,3.22070,0.93920,2.96540,106.10070,-4.1714,-4.1714
2012-06-30,25.25600,-70.60500,95.86100,38.53500,40.77500,55.08600,-2.33100,52.75500,11.90500,40.85000,40.85000,,40.72100,62.91100,55.08600,16.43600,16.67500,2.48000,2.44000,0.06970,0.07490,218.11060,218.11060,208.88110,161.23300,0.00420,2.42130,2.45220,0.67730,2.25270,102.63270,-10.3451,-10.3451
2012-03-31,48.01900,-18.40500,66.42400,35.30900,42.89600,23.52800,-4.37900,19.14900,3.74200,15.40700,15.40700,,9.67400,32.76000,23.52800,16.42800,16.67200,0.59000,0.58000,0.12740,0.14600,48.99730,48.99730,39.87800,20.14620,0.00740,0.92500,0.93690,0.23850,0.80720,121.48910,-0.84260,-0.84260
2011-12-31,31.49900,-221.74200,253.24100,46.90800,63.69000,189.55100,-3.97300,185.57800,19.25600,166.32200,166.32200,,128.75100,198.31800,189.55100,13.93000,14.21200,9.24000,9.06000,0.12600,0.14420,601.76820,601.76820,589.15520,408.74620,0.00480,9.88010,10.00620,2.51770,8.63510,102.70960,-17.0751,-17.0751
2011-09-30,11.60900,-58.97900,70.58800,41.68200,50.54700,20.04100,6.44300,26.48400,4.43600,22.04800,22.04800,,12.06400,28.17400,20.04100,14.27000,14.55900,0.85000,0.83000,0.19040,0.23520,172.63330,172.63330,228.13330,103.91940,0.00170,1.64840,1.67500,0.32540,1.33460,98.92150,-13.8585,-13.8585
2011-06-30,30.23700,-41.28400,71.52100,44.93400,51.90300,19.61800,-3.62900,15.98900,0.97500,15.01400,15.01400,,9.37500,24.47400,19.61800,13.99900,14.28600,0.67000,0.66000,0.13250,0.15270,64.88080,64.88080,52.87890,31.00510,0.00580,1.11530,1.13310,0.28870,0.96750,99.57390,-11.128,-11.128
2011-03-31,39.05100,-14.14900,53.20000,28.13200,38.20900,14.99100,-9.30000,5.69100,0.61700,5.07400,5.07400,,3.50300,19.91300,14.99100,12.94600,13.22000,0.27000,0.26000,0.14420,0.16850,38.38830,38.38830,14.57330,8.97030,0.00750,0.41820,0.42560,0.09700,0.35790,93.45570,-21.96320,-21.96320
2010-12-31,38.41700,-282.94500,321.36200,58.94900,108.13700,213.22500,-0.30800,212.91700,64.11600,148.80100,148.80100,,124.29200,217.42300,213.22500,13.48900,13.75100,9.27000,9.09000,0.16790,0.20170,555.02780,555.02780,554.22600,323.53390,0.00730,12.23870,12.45620,2.84190,10.18420,93.95840,0.6436,0.6436
2010-09-30,32.91900,-32.36500,65.28400,31.19700,37.44700,27.83700,-2.37500,25.46200,0.97900,24.48300,25.83400,,21.44300,32.54900,27.83700,13.70500,14.02000,1.56000,1.53000,0.15010,0.17660,84.56210,84.56210,77.34740,65.13870,0.00660,2.20270,2.24330,0.51530,1.87200,85.56350,4.6748,4.6748
2010-06-30,22.27100,-42.36600,64.63700,30.05500,30.05500,34.58200,2.81000,37.39200,16.11500,21.27700,23.48000,,12.43000,36.34800,34.58200,13.70300,14.01900,0.91000,0.89000,0.19600,0.24390,155.27820,155.27820,167.89550,55.81250,0.00480,2.11340,2.15460,0.51000,1.69910,81.07070,-39.291,-39.291
2010-03-31,42.45100,-9.59600,52.04700,25.67700,25.67700,26.37000,-9.98200,16.38800,5.92200,10.46600,17.61600,,15.92100,27.48500,26.37000,13.62000,13.83200,1.17000,1.15000,0.18820,0.23190,62.11870,62.11870,38.60450,37.50440,0.00920,1.60490,1.63650,0.38360,1.30280,80.11530,-10.33040,-10.33040
2009-12-31,27.66100,-172.99700,200.65800,38.54100,38.54100,162.11700,-34.64500,127.47200,25.58600,101.88600,101.42100,,79.94100,162.75800,162.11700,13.51400,13.74500,5.92000,5.84000,0.19150,0.23690,586.08520,586.08520,460.83660,289.00260,0.00660,9.42440,9.61400,2.43170,7.61930,79.23950,-16.1653,-16.1653
2009-09-30,31.66400,-42.55800,74.22200,29.19200,29.19200,45.03000,2.90200,47.93200,2.66000,45.27200,45.46800,,34.98700,46.18100,45.03000,13.57900,13.81500,2.58000,2.53000,0.24980,0.33300,142.21200,142.21200,151.37700,110.49460,0.00730,4.74440,4.85190,1.04750,3.55910,70.57540,-0.3568,-0.3568
2009-06-30,27.75200,-17.39300,45.14500,22.82400,22.82400,22.32100,-3.06400,19.25700,-0.02300,19.28000,19.28000,,8.75100,24.87000,22.32100,13.53300,13.78700,0.65000,0.63000,0.27960,0.38820,80.43020,80.43020,69.38960,31.53290,0.00630,2.10970,2.15990,0.43840,1.51970,67.30560,1.8876,1.8876
2009-03-31,14.63500,-26.67900,41.31400,24.79900,24.79900,16.51500,-6.56300,9.95200,-0.61800,10.57000,10.83900,,11.53100,19.23800,16.51500,13.36400,13.69900,0.86000,0.84000,0.31330,0.45630,112.84590,112.84590,68.00140,78.79060,0.00330,1.25950,1.29130,0.24800,0.86490,63.97900,0.22530,0.22530
