,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-28,2024-09-30,$1.42,$1.17
1,2024-07-29,2024-06-30,$1.57,$1.49
2,2024-04-29,2024-03-31,$1.38,$1.80
3,2024-01-29,2023-12-31,$1.44,$1.58
4,2023-10-26,2023-09-30,$1.32,$1.68
5,2023-07-27,2023-06-30,$1.23,$1.31
6,2023-04-27,2023-03-31,$1.13,$1.07
7,2023-01-30,2022-12-31,$1.07,$1.12
8,2022-10-27,2022-09-30,$1.22,$1.22
9,2022-07-28,2022-06-30,$0.90,$1.11
10,2022-04-28,2022-03-31,$1.00,$1.02
11,2022-01-31,2021-12-31,$1.06,$1.71
12,2021-10-28,2021-09-30,$0.98,$1.22
13,2021-07-28,2021-06-30,$1.07,$1.05
14,2021-04-28,2021-03-31,$0.98,$1.35
15,2021-01-28,2020-12-31,$0.99,$1.30
16,2020-10-28,2020-09-30,$0.71,$1.19
17,2020-07-28,2020-06-30,$0.32,$0.87
18,2020-04-23,2020-03-31,$0.35,$0.49
19,2020-01-30,2019-12-31,$0.39,$0.61
20,2019-10-30,2019-09-30,$0.37,$0.40
21,2019-07-30,2019-06-30,--,$0.34
22,2019-04-30,2019-03-31,$0.35,$0.23
23,2019-01-30,2018-12-31,$0.37,$0.34
24,2018-10-30,2018-09-30,$0.37,$0.37
25,2018-07-30,2018-06-30,$0.39,$0.35
26,2018-04-30,2018-03-31,$0.27,$0.33
27,2018-02-08,2017-12-31,$0.26,$0.31
28,2017-12-07,2017-09-30,$0.31,$0.30
