Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,351.22400,42.49200,308.73200,270.79000,271.44600,37.28600,37.28600,8.09700,29.18900,29.18900,,23.22700,14.74000,18.78800,1.58000,1.27000,0.37240,5.03080,37.15230,23.14370,0.03300,6.42280,6.42280,0.96020,4.03100,30.83400,5.9939,5.9906
2024-06-30,316.02300,37.94800,278.07500,248.81900,249.47200,28.60300,28.60300,4.47600,24.12700,24.12700,,17.97200,14.77100,18.80800,1.22000,0.99000,0.31650,4.82370,31.75360,19.95160,0.03170,5.59910,5.59910,0.85040,3.82720,29.21610,6.1203,6.1167
2024-03-31,290.70600,35.06300,255.64300,222.16800,222.82200,32.82100,32.82100,7.00200,25.81900,25.81900,,19.87800,14.67300,18.72400,1.35000,1.09000,0.32510,5.13160,35.09220,21.25350,0.03360,6.24750,6.24750,0.92630,4.21680,27.93860,6.34460,6.34120
2023-12-31,309.09000,32.61900,276.47100,245.11400,245.76600,30.70500,30.70500,4.43200,26.27300,26.27300,,19.96300,14.50400,18.88200,1.37000,1.11000,0.26910,5.11230,33.44850,21.74670,0.03390,6.69520,6.69520,0.97080,4.89370,26.87050,7.0563,7.0515
2023-09-30,294.90700,28.27400,266.63300,234.22800,234.87500,31.75800,31.75800,6.78500,24.97300,24.97300,,18.89900,14.50400,18.91500,1.30000,1.03000,0.27820,5.15920,35.99010,21.41750,0.03400,6.66720,6.66720,0.96160,4.81250,25.56600,6.2041,6.1977
2023-06-30,290.83800,24.21500,266.62300,233.96700,234.61000,32.01300,32.01300,7.19900,24.81400,24.81400,,18.80000,14.43900,18.95900,1.30000,1.02000,0.28540,5.00720,36.17900,21.24650,0.03600,6.86630,6.86630,1.01090,4.90680,25.04780,5.7074,5.6528
2023-03-31,261.04100,24.23400,236.80700,202.10700,202.72500,34.08200,34.08200,8.18800,25.89400,25.89400,,19.98500,14.47500,18.98100,1.38000,1.08000,0.29570,5.10330,39.50120,23.16270,0.03630,7.51120,7.51120,1.09010,5.29010,23.72760,5.35790,5.21220
2022-12-31,269.09300,24.00200,245.09100,214.76400,215.30900,29.78200,29.78200,6.09200,23.69000,23.69000,,17.67400,14.62900,19.37600,1.24000,1.00000,0.30760,5.53070,36.16820,21.46390,0.03450,7.28830,7.28830,0.99210,5.04660,22.48950,5.0333,4.8511
2022-09-30,277.95400,21.51400,256.44000,216.63600,217.12400,39.31600,39.31600,6.94600,32.37000,32.37000,,26.27500,14.50000,19.03000,1.81000,1.41000,0.31980,5.51190,42.53370,28.42540,0.04100,10.56910,10.56910,1.43720,7.18860,21.20240,5.074,5.0367
2022-06-30,270.03500,18.92500,251.11000,208.02100,208.57000,42.54000,42.54000,8.74300,33.79700,33.79700,,27.76800,14.74400,19.48000,1.88000,1.46000,0.33190,5.43890,40.75920,26.60560,0.04930,11.68570,11.68570,1.59690,7.80740,19.86240,3.8084,3.7813
