,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$0.00,$-2.33
1,2024-08-12,2024-06-30,$-0.60,$-0.20
2,2024-05-08,2024-03-31,$-2.80,$0.00
3,2024-02-12,2023-12-31,$-1.40,$-2.60
4,2023-11-01,2023-09-30,$-1.40,$1.80
5,2023-08-03,2023-06-30,$-1.40,$-1.60
6,2023-04-26,2023-03-31,--,$-2.40
7,2023-02-16,2022-12-31,--,$6.20
8,2022-11-07,2022-09-30,$-0.80,$0.40
9,2022-08-01,2022-06-30,$-1.20,$-5.00
10,2022-05-09,2022-03-31,$-5.00,$-1.60
11,2022-02-08,2021-12-31,$-0.40,$1.80
12,2021-11-02,2021-09-30,--,$-1.20
13,2021-08-05,2021-06-30,--,$0.20
14,2021-05-04,2021-03-31,--,$-3.00
15,2021-02-10,2020-12-31,--,$7.60
16,2020-11-03,2020-09-30,--,$-1.60
17,2020-08-04,2020-06-30,--,$-12.60
18,2020-06-12,2020-03-31,--,$-1.60
19,2020-02-18,2019-12-31,--,$-6.40
20,2019-11-07,2019-09-30,--,$2.20
21,2019-08-05,2019-06-30,--,$3.00
22,2019-04-29,2019-03-31,--,$-1.60
23,2019-02-11,2018-12-31,--,$1.60
24,2018-11-02,2018-09-30,--,$2.00
25,2018-08-03,2018-06-30,--,$3.60
26,2018-05-07,2018-03-31,--,$-2.20
27,2018-02-12,2017-12-31,--,$10.00
28,2017-10-30,2017-09-30,--,$4.40
29,2017-07-31,2017-06-30,--,$1.20
30,2017-05-02,2017-03-31,--,$2.00
31,2017-03-21,2016-12-31,--,$11.60
32,2016-11-02,2016-09-30,--,$1.40
33,2016-07-29,2016-06-30,--,$2.20
34,2016-05-04,2016-03-31,--,$1.60
35,2016-02-12,2015-12-31,--,$3.20
36,2015-10-30,2015-09-30,--,$1.40
37,2015-08-07,2015-06-30,--,$2.20
38,2015-05-08,2015-03-31,--,$1.20
39,2015-03-06,2014-12-31,--,$1.60
