Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,14.60700,14.60700,30.77800,13.68300,-29.85400,0.66800,-29.18600,-0.36300,-28.82300,-28.82300,-28.82300,-30.57700,-29.85400,21.15700,21.15700,-1.36000,-1.36000,5.21160,100.00000,-204.38130,-204.38140,-199.80830,-197.32320,0.03880,0.37800,238.10840,-22.37570,-22.37570,-7.65240,-22.37570,6.07790,-0.495,-0.9186
2024-06-30,17.97100,17.97100,28.74200,13.41400,-24.18500,1.13200,-23.05300,-0.39500,-22.65800,-22.65800,-22.65800,-23.82600,-24.18500,21.18000,21.18000,-1.07000,-1.07000,4.92150,100.00000,-134.57790,-134.57790,-128.27890,-126.08090,0.04510,0.44230,203.48280,-15.21540,-15.21540,-5.68120,-15.21540,7.03030,-0.6961,-1.0049
2024-03-31,17.05400,17.05400,35.58500,14.23500,-32.76600,1.24600,-31.52000,-0.36300,-31.15700,-31.15700,-31.15700,-32.12000,-32.76600,21.16700,21.16700,-1.47000,-1.47000,6.42820,100.00000,-192.13090,-192.13090,-184.82470,-182.69610,0.04120,0.42860,209.97010,-18.75640,-18.75640,-7.53390,-18.75640,7.84330,-1.3468,-1.4254
2023-12-31,18.00300,18.00300,36.37100,16.51800,-34.88600,0.85700,-34.02900,-0.62200,-33.40700,-33.40700,-33.40700,-33.97000,-34.88600,21.08800,21.08800,-1.58000,-1.58000,6.25420,100.00000,-193.77880,-193.77880,-189.01850,-185.56350,0.04200,0.45110,199.50170,-17.41000,-17.41000,-7.79630,-17.41000,9.07000,-1.18490,-1.22230
2023-09-30,18.93200,18.93200,36.16700,13.79500,-31.03000,1.51300,-29.51700,-1.41000,-28.10700,-28.10700,-28.10700,-30.42500,-31.03000,20.96900,20.96900,-1.34000,-1.34000,6.73370,100.00000,-163.90240,-163.90240,-155.91050,-148.46280,0.04100,0.47790,188.33820,-12.96840,-12.96840,-6.08010,-12.96840,10.29180,-1.0459,-1.1126
2023-06-30,18.89200,18.89200,42.98700,12.61800,-36.71300,1.86900,-34.84400,4.22100,-39.06500,-39.06500,-39.06500,-37.50900,-36.71300,21.05400,21.05400,-1.86000,-1.86000,6.57680,100.00000,-194.33090,-194.33090,-184.43790,-206.78070,0.03820,0.42160,213.46650,-16.42640,-16.42640,-7.88920,-16.42640,11.29460,-1.5239,-1.6258
2023-03-31,17.79500,17.79500,43.46800,13.77800,-39.45100,1.83700,-37.61400,0.04400,-37.65800,-37.65800,-37.65800,-39.91700,-39.45100,21.03500,21.03500,-1.79000,-1.79000,8.42930,100.00000,-221.69710,-221.69710,-211.37400,-211.62120,0.05450,0.38210,235.52740,-13.97980,-13.97980,-11.53580,-13.97980,12.79750,-0.6374,-0.7491
2022-12-31,23.58500,23.58500,40.90200,12.69600,-30.01300,0.99300,-29.02000,-0.03400,-28.98600,-28.98600,-28.98600,-29.84100,-30.01300,20.81600,20.81600,-1.39000,-1.39000,12.33440,100.00000,-127.25460,-127.25460,-123.04430,-122.90020,0.06790,0.45990,195.71420,-9.63510,-9.63510,-8.34050,-9.63510,14.40510,-1.71220,-1.86380
2022-09-30,20.31700,20.31700,34.79600,12.56900,-27.04800,0.75000,-26.29800,0.05000,-26.34800,-26.34800,-26.34800,-26.34000,-27.04800,20.60300,20.60300,-1.27000,-1.27000,10.45070,100.00000,-133.12990,-133.12990,-129.43840,-129.68450,0.05410,0.41430,217.21910,-8.19960,-8.19960,-7.01850,-8.19960,15.45540,-0.7713,-0.8413
2022-06-30,19.47900,19.47900,39.09000,12.92900,-32.54000,0.39300,-32.14700,-0.44700,-31.70000,-31.70000,-31.70000,-31.63400,-32.54000,20.71000,20.71000,-1.53000,-1.53000,13.58950,100.00000,-167.05170,-167.05170,-165.03410,-162.73940,0.05060,0.40410,222.73370,-9.37810,-9.37810,-8.22920,-9.37810,16.31390,-1.4145,-1.4265
2022-03-31,18.71600,18.71600,42.08700,10.47600,-33.84700,0.25500,-33.59200,,-33.59200,-33.59200,-33.59200,-32.64300,-33.84700,20.55100,20.55100,-1.63000,-1.63000,11.12200,100.00000,-180.84530,-180.84530,-179.48280,-179.48280,0.04600,0.39430,228.24110,-9.36800,-9.36800,-8.25730,-9.36800,17.39170,-1.2783,-1.2817
