Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,320.68200,79.34400,241.33800,30.25000,-5.86300,130.94200,110.39600,-13.55600,96.84000,96.84000,96.84000,,96.84000,205.86200,110.39600,302.67600,303.60800,0.32000,0.32000,0.64950,1.85330,34.42540,34.42540,30.19810,30.19810,0.03670,3.36180,3.36180,1.10680,1.17820,9.53630,0.5162,0.253
2024-06-30,315.68900,73.26800,242.42100,29.68900,-5.28000,126.98700,115.43400,-45.30900,70.12500,70.12500,70.12500,,70.12500,206.04200,115.43400,302.19700,302.90300,0.23000,0.23000,0.65310,1.88260,36.56570,36.56570,22.21330,22.21330,0.03620,2.45610,2.45610,0.80320,0.85200,9.47480,0.6057,0.2571
2024-03-31,320.24100,78.56500,241.67600,28.49100,0.00000,119.70900,121.96700,-33.06200,88.90500,88.90500,88.90500,,88.90500,211.84500,121.96700,302.02100,302.71200,0.29000,0.29000,0.65010,1.85780,38.08600,38.08600,27.76190,27.76190,0.03700,3.10970,3.10970,1.02850,1.08810,9.48880,0.42450,0.39280
2023-12-31,316.48510,82.77600,233.70910,30.26000,0.00000,119.72990,113.97920,-41.28200,72.69710,72.69710,72.69710,,71.86900,197.79220,113.97910,300.97700,302.37600,0.24000,0.24000,0.63380,1.73090,36.01410,36.01400,22.97010,22.70850,0.03800,2.55050,2.55050,0.87240,0.93400,9.48220,0.448,0.2131
2023-09-30,307.31400,77.21400,230.10000,29.18200,0.00000,125.43600,104.66400,-40.92800,63.73600,63.73600,63.73600,,63.73600,201.75400,104.66400,301.00700,302.51100,0.21000,0.21000,0.63170,1.71500,34.05770,34.05770,20.73970,20.73970,0.03690,2.22200,2.22200,0.76460,0.81840,9.54230,0.5235,0.2532
2023-06-30,309.79300,79.41700,230.37600,28.51400,-16.73600,134.06200,96.31400,-39.90600,56.40800,56.40800,56.40800,,56.40800,183.44900,96.31400,300.96100,302.28500,0.19000,0.19000,0.63080,1.70820,31.08980,31.08980,18.20830,18.20830,0.03720,1.96120,1.96120,0.67830,0.72420,9.56840,0.5283,0.3306
2023-03-31,311.44400,80.58300,230.86100,29.17200,-1.10000,118.01300,112.84800,-0.60200,112.24600,112.24600,112.24600,,112.24600,198.23900,112.84800,300.82100,301.83300,0.37000,0.37000,0.63200,1.71720,36.23380,36.23380,36.04050,36.04050,0.03730,3.88730,3.88730,1.34350,1.43060,9.60750,0.44740,0.60410
2022-12-31,308.56900,81.07600,227.49300,30.42900,-1.12700,122.15500,105.33800,1.81700,107.15500,107.15500,107.15500,,106.38100,191.09100,105.33800,299.93800,301.74200,0.36000,0.36000,0.63740,1.75760,34.13760,34.13760,34.72640,34.47560,0.03660,3.74010,3.74010,1.27020,1.35630,9.55270,0.413,0.4535
2022-09-30,304.74500,77.47800,227.26700,29.09400,,113.86700,113.40000,-33.65900,79.74100,79.74100,79.74100,,79.74100,198.87100,113.40000,300.21300,301.34100,0.26000,0.26000,0.64370,1.80660,37.21140,37.21140,26.16650,26.16650,0.03590,2.81950,2.81950,0.93970,1.00460,9.43000,0.5536,0.3717
2022-06-30,306.13100,76.80100,229.33000,29.70200,-0.00700,114.84600,114.48400,-26.69300,87.79100,87.79100,87.79100,,87.79100,197.68300,114.48400,299.99200,301.09400,0.29000,0.29000,0.64750,1.83680,37.39710,37.39710,28.67760,28.67760,0.03610,3.13200,3.13200,1.03650,1.10410,9.35360,0.5355,-0.2622
2022-03-31,298.62900,76.43600,222.19300,28.00000,-4.59000,116.81200,105.38100,-25.87500,79.50600,79.50600,79.50600,,79.27800,187.68200,105.38100,298.52800,299.45700,0.27000,0.26000,0.64370,1.80650,35.28830,35.28830,26.62370,26.54730,0.03620,2.86650,2.86650,0.96420,1.02140,9.26130,0.37490,-0.21120
