Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.10400,0.05100,0.05300,2.05300,2.77900,-0.83200,5.66400,-5.61100,0.15600,-5.45500,-5.45500,-5.45500,-5.45500,-5.59700,-5.61100,15.47050,15.47050,-0.35000,-0.35000,2.22780,0.00620,0.17100,50.96150,-5395.19200,-5395.19200,-5245.19200,-5245.19200,0.00580,2.41860,37.21150,-50.89090,-50.89100,-30.18650,-50.57480,0.68080,-0.18600,-0.19800
2021-12-31,0.01000,0.03800,-0.02800,,1.69800,-2.83100,4.69800,-4.72600,0.85800,-3.86800,-3.86800,-3.86800,-3.86700,-4.70900,-4.72600,1.19700,1.19700,-58.87000,-58.87000,0.08540,0.60360,42.47730,-280.00010,-47259.93000,-47259.99000,-38679.97000,-38669.98000,0.00130,0.25000,360.00010,-8791.15700,-8790.87100,-51.18430,-3484.68100,0.00370,-1.455,-2.3052
2021-09-30,0.09200,0.04200,0.05000,,1.36000,-1.09100,2.45100,-2.40100,-0.34300,-2.74400,-2.74400,-2.74400,-2.74400,-2.29800,-2.40100,11.77970,11.77970,-0.23000,-0.23000,0.02440,0.14540,2.01520,54.34780,-2609.78300,-2609.78300,-2982.60900,-2982.60900,0.01230,2.64150,34.07190,-291.72240,-291.72470,-36.72510,-249.30660,0.07900,-0.0026,-0.012
2021-06-30,0.15100,0.03600,0.11500,,3.56100,-1.09100,4.65200,-4.53700,-1.80400,-6.34100,-6.34100,-6.34100,-6.34100,-4.40000,-4.53700,10.83270,10.83270,-0.58000,-0.58000,0.06840,0.11580,5.10540,76.15890,-3004.63600,-3004.63600,-4199.33800,-4199.33800,0.02000,2.07330,43.40860,-1291.11200,-1291.13100,-83.83280,-1141.65000,0.04170,-0.0291,-0.0584
2021-03-31,0.10100,0.03400,0.06700,,1.78000,-63.94300,65.72300,-65.65600,-0.63700,-66.29300,-66.29300,-66.29300,-66.29300,-65.61600,-65.65600,10.16500,10.16500,-6.52000,-6.52000,0.09880,-0.57770,-1.76940,66.33660,-65005.95000,-65005.95000,-65636.63000,-65636.63000,0.01350,1.50490,59.80540,3997.25600,3997.26200,-885.35820,6306.66900,-0.14730,-0.03790,-0.13230
2020-12-31,0.08810,0.03670,0.05150,0.00000,0.96750,,0.96750,-0.91610,-0.37290,-1.28890,-1.28890,-1.28890,-1.28890,-0.91610,-0.91610,9.10740,9.10740,-0.17510,-0.17510,0.01280,-0.00830,-0.35720,58.41400,-1039.40700,-1039.40700,-1462.46100,-1462.46100,0.23210,2.16890,41.49580,15.72850,15.72850,-339.46480,15.85900,-0.87950,-0.0318,-0.0318
2020-09-30,0.10540,0.04880,0.05660,0.00300,1.08980,,1.09280,-1.03620,-0.07170,-1.10790,-1.10790,-1.10790,-1.10790,-1.03620,-1.03620,9.15940,9.15940,-0.09500,-0.09500,0.01080,,-0.37970,53.72020,-983.52170,-983.52170,-1051.59800,-1051.59800,0.29500,2.75610,32.65500,14.38770,14.38770,-310.17220,14.38770,-0.83270,-0.0097,-0.0097
2020-06-30,0.07790,0.03170,0.04610,0.03430,0.27620,,0.31050,-0.26430,-0.06210,-0.32640,-0.32640,-0.32640,-0.32640,-0.26430,-0.26430,9.11230,9.11230,0.00000,0.00000,0.00660,,-0.37080,59.23470,-339.53860,-339.53860,-419.28250,-419.28250,0.22970,1.87720,47.94270,4.22150,4.22150,-96.30050,4.22150,-0.84720,-0.0019,-0.0019
2020-03-31,0.05820,0.02320,0.03490,0.01200,1.41590,,1.42790,-1.39300,-0.07110,-1.46410,-1.46410,-1.46410,-1.46410,-1.39300,-1.39300,8.87560,8.87560,-0.18990,-0.18990,0.00630,,-0.38210,60.06500,-2395.18400,-2395.18400,-2517.41000,-2517.41000,0.16620,2.17890,41.30530,19.49400,19.49400,-418.28560,19.49400,-0.82450,-0.02150,-0.02150
2019-12-31,0.06560,0.02650,0.03910,0.02700,0.27040,,0.29740,-0.25830,-0.17730,-0.43500,-0.43500,-0.43500,-0.43500,-0.25830,-0.25830,8.89510,8.89510,,0.00000,0.01150,,-0.38920,59.75610,-393.74990,-393.74990,-663.10980,-663.10980,0.77230,2.19870,40.93350,5.84250,5.84250,-512.10820,5.84250,-0.84020,-0.0186,-0.0186
2019-09-30,0.06650,0.02650,0.04000,0.03320,0.31530,,0.34860,-0.30850,-0.07110,-0.37960,-0.37960,-0.37960,-0.37960,-0.30850,-0.30850,8.85290,8.85290,0.00000,0.00000,,,,60.09740,-463.76030,-463.76030,-570.60660,-570.60660,,,,,,,,,-0.0222,-0.0222
2019-06-30,0.06710,0.02600,0.04110,0.01500,0.24560,,0.26060,-0.21950,-0.07060,-0.29010,-0.29010,-0.29010,-0.29010,-0.21950,-0.21950,8.83650,8.83650,0.00000,0.00000,,,,61.21890,-327.22160,-327.22160,-432.46620,-432.46620,,,,,,,,,-0.024,-0.024
2019-03-31,0.05680,0.02250,0.03430,0.00680,0.18960,,0.19650,-0.16220,-0.07600,-0.23820,-0.23820,-0.23820,-0.23820,-0.16220,-0.16220,9.15290,9.15290,0.00000,0.00000,,,,60.32220,-285.56690,-285.56690,-419.43840,-419.43840,,,,,,,,,-0.02080,-0.02080
