Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,0.14300,1.00700,,-1.15000,0.02300,-1.12700,-1.12700,-1.12700,-1.12700,-1.15000,-1.15000,1.60100,1.60100,-0.70000,-0.70000,4.29780,,,,,,,,,,,-41.37210,-41.37300,-31.74650,-41.37300,1.70140,-0.4879,-0.4879
2024-06-30,0.00400,0.00400,0.18000,0.99000,,-1.16600,0.03700,-1.12900,-1.12900,-1.12900,-1.12900,-1.16500,-1.16600,1.60100,1.60100,-0.71000,-0.71000,5.15770,,,100.00000,-29150.00000,-29150.00000,-28225.00000,-28225.00000,0.00090,1.00000,90.00000,-29.93900,-29.93900,-24.13420,-29.93900,2.35540,-1.0501,-1.0501
2024-03-31,0.00100,0.00100,0.12600,1.61700,,-1.74200,0.06000,-1.68200,-1.68200,-1.68200,-1.68200,-1.74000,-1.74200,1.60130,1.60130,-1.10000,-1.10000,4.86850,,,,,,,,0.00020,,,-35.06360,-35.06360,-27.86150,-35.06360,2.99570,-1.19720,-1.19720
2023-12-31,0.00100,0.00100,0.93300,2.42800,-3.73900,-7.94900,0.10600,-7.84300,-7.84300,-7.84300,-7.84300,-7.70800,-7.94900,1.59950,1.59950,-4.91000,-4.91000,4.22340,,,,,,,,0.00010,,,-124.35370,-124.35390,-94.91710,-124.35390,3.93940,-4.6215,-3.6818
2023-09-30,,,3.65600,3.57800,-1.01100,-8.66400,0.18800,-8.47600,-8.47600,-8.47600,-8.47600,-7.98500,-8.66400,1.60000,1.60000,-5.30000,-5.30000,2.75210,,,,,,,,,,,-60.97830,-60.97840,-43.60080,-60.97840,8.66050,-3.9773,-3.9767
2023-06-30,0.00400,0.00400,5.18600,3.04500,0.24500,-7.98200,-0.79100,-8.77300,-8.77300,-8.77300,-8.77300,-6.41600,-7.98200,1.59900,1.59900,-5.49000,-5.49000,3.71690,,,100.00000,-199550.00000,-199550.00000,-219325.00000,-219325.00000,0.00010,1.00000,90.00000,-40.52190,-40.52190,-31.41400,-40.52190,13.48930,-4.375,-4.4594
2023-03-31,,,6.50400,3.16800,,-9.67200,-0.37600,-10.04800,-10.04800,-10.04800,-10.04800,-8.50400,-9.67200,1.59790,1.59790,-6.30000,-6.30000,2.23780,,0.37240,,,,,,,,,-34.05060,-34.05060,-20.65870,-34.05060,18.38590,-5.87080,-5.88520
2022-12-31,0.01100,0.01100,5.60800,2.92600,,-8.52300,-0.63600,-9.15900,-9.15900,-9.15900,-9.15900,-7.48200,-8.52300,1.44750,1.44750,-5.11050,-5.11050,2.22620,,0.43480,100.00000,-77482.43000,-77482.41000,-83264.24000,-83264.24000,0.00020,2.75000,32.72750,-23.75570,-23.75570,-14.10440,-23.75570,24.05630,-4.7896,-4.8533
2022-09-30,2.91100,2.91100,7.89300,3.28200,0.00000,-8.26400,-0.58700,-8.85100,-8.85100,-8.85100,-8.85100,-7.34400,-8.26400,1.43470,1.43470,-5.99700,-5.99700,1.68870,,0.70590,100.00000,-283.88870,-283.88870,-304.05360,-304.05360,0.04320,1.00000,90.00000,-27.56210,-27.56200,-13.14300,-27.56210,22.27080,-4.2779,-4.2876
2022-06-30,,,5.93700,3.42900,0.13300,-9.23300,-0.69900,-9.93200,-9.93200,-9.93200,-9.93200,-8.34100,-9.23300,1.43400,1.43400,-7.49630,-7.49630,2.29170,0.10020,0.61030,,,,,,,,,-24.71880,-24.71880,-13.43420,-22.24310,27.86630,-5.7077,-5.7475
2022-03-31,,,5.58000,3.50500,,-9.08500,-0.70300,-9.78800,-9.78800,-9.78800,-9.78800,-8.19800,-9.08500,1.43370,1.43370,-7.49630,-7.49630,3.28590,0.17370,0.49500,,,,,,,,,-19.92590,-19.92590,-11.51650,-16.46560,34.10320,-5.41960,-5.43980
2021-12-31,,,8.21600,2.09500,,-11.05100,-0.74300,-11.79400,-11.79400,-11.79400,-11.79400,-10.11100,-11.05100,1.43000,1.43000,-7.49630,-7.49630,4.91430,0.21870,0.41540,,,,,,,,,-20.31450,-20.31490,-12.43240,-15.87200,40.27350,-10.5989,-10.8514
2021-09-30,0.39800,0.39800,14.52100,8.17300,,-22.29600,-0.43700,-22.73300,-22.73300,-22.73300,-22.73300,-21.47500,-22.29600,1.43100,1.43100,-16.49180,-16.49180,3.42720,0.15050,0.35240,100.00000,-5602.01000,-5602.01000,-5711.80900,-5711.80900,0.00350,0.26360,341.45730,-33.08690,-33.08690,-19.98300,-28.10670,47.65710,-6.6787,-6.9362
2021-06-30,,,13.57000,9.06900,,-22.63900,-0.03100,-22.67000,-22.67000,-22.67000,-22.67000,-21.96000,-22.63900,1.43020,1.43020,-16.49180,-16.49180,6.57740,,,,,,,,,,,-25.67940,-25.67940,-21.23360,-25.67940,61.40100,-14.9755,-16.2868
2021-03-31,,,13.33600,8.22700,,-21.56300,0.00900,-21.55400,-21.55400,-21.55400,-21.55400,-21.02300,-21.56300,1.42710,1.42710,-14.99250,-14.99250,5.94430,,,,,,,,,,,-20.40310,-20.40310,-16.77720,-20.40310,73.57790,-10.73030,-11.23270
2020-12-31,,,13.97100,8.80300,,-22.77400,0.00200,-22.77200,-22.77200,-22.77200,-22.77200,-22.35400,-22.77400,1.39830,1.39830,-14.99250,-14.99250,7.10960,,,,,,,,,,,-18.36720,-18.36720,-15.56050,-18.36720,86.62020,-12.6136,-15.3716
2020-09-30,,,13.96800,6.35300,,-20.32100,0.00600,-20.31500,-20.31500,-20.31500,-20.31500,-20.00300,-20.32100,1.41960,1.41960,-14.99250,-14.99250,8.02600,,,,,,,,,,,-14.01830,-14.01830,-12.24580,-14.01830,101.44860,-11.3128,-12.7295
2020-06-30,,,12.05100,6.55500,,-18.60600,0.01000,-18.59600,-18.59600,-18.59600,-18.59600,-18.35800,-18.60600,1.41930,1.41930,-13.49330,-13.49330,10.12020,,,,,,,,,,,-11.37970,-11.37970,-10.23560,-11.37970,114.32930,-9.4148,-11.8481
2020-03-31,,,12.70600,5.95400,,-18.66000,0.36700,-18.29300,-18.29300,-18.29300,-18.29300,-18.51800,-18.66000,1.33280,1.33280,-13.49330,-13.49330,11.55800,,,,,,,,,,,-10.14380,-10.14380,-9.22590,-10.14380,126.17270,-7.43270,-7.81760
2019-12-31,,,10.21600,5.82000,,-16.03600,0.29000,-15.74600,-15.74600,-15.74600,-15.74600,-15.86000,-16.03600,1.12020,1.12020,-14.99250,-14.99250,8.42180,,,,,,,,,,,-16.57300,-16.57300,-14.43080,-16.57300,78.35060,-10.7694,-10.8612
2019-09-30,,,8.64100,4.80700,,-13.44800,-60.54800,-73.99600,-73.99600,-73.99600,-73.99600,-13.29100,-13.44800,1.13800,1.13800,-64.46780,-64.46780,10.34350,,,,,,,,,,,-69.72470,-69.72470,-62.73560,-69.72470,87.89120,-8.6183,-8.7082
