Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,133.81400,1.07100,132.74300,219.76100,61.63800,281.39900,-148.65600,4.55500,-144.10100,-3.62100,-140.48000,-140.48000,,-140.48000,-150.62500,-148.65600,148.59300,148.59300,-0.95000,-0.95000,8.91050,0.65060,1.92960,99.19960,-111.09150,-111.09150,-107.68750,-104.98150,0.04340,0.03760,7.46400,12.05790,-21.20560,-21.20560,-4.55940,-7.40820,4.19780,-0.7411,-0.8007
2024-06-30,225.25000,4.16400,221.08600,222.06400,65.11300,287.17700,-66.09100,-0.11000,-66.20100,0.06400,-66.26500,-66.26500,,-66.26500,-68.72700,-66.09100,145.95800,145.95800,-0.45000,-0.45000,7.60830,0.82370,4.84190,98.15140,-29.34120,-29.34120,-29.39000,-29.41840,0.08370,0.14500,8.26330,10.89150,-25.12910,-25.12910,-2.46240,-4.42930,1.80580,-0.8184,-0.861
2024-03-31,119.49700,2.15100,117.34600,214.21500,52.64400,266.85900,-149.51300,6.78500,-142.72800,0.07500,-142.80300,-142.80300,,-142.80300,-151.45200,-149.51300,145.53800,145.53800,-0.98000,-0.98000,7.37280,0.80590,4.30100,98.20000,-125.11860,-125.11860,-119.44070,-119.50340,0.04320,0.07110,23.24840,3.87120,-48.16040,-48.16050,-5.16670,-9.34910,2.03310,-1.03020,-1.06110
2023-12-31,324.50490,3.06200,321.44290,256.55500,71.01000,327.56500,-6.12200,3.35600,-2.76600,6.49700,-9.26300,-9.26300,,-9.26300,-7.33500,-6.12200,143.19000,143.19000,-0.06000,-0.06000,5.89580,0.76070,3.29420,99.05640,-1.88660,-1.88660,-0.85240,-2.85450,0.10850,0.10770,3.31880,27.11830,-2.39550,-2.39550,-0.30980,-0.57310,2.67900,0.2274,0.2331
2023-09-30,144.20700,2.19100,142.01600,215.33000,69.95100,285.28100,-143.26500,2.45700,-140.80800,6.60200,-147.41000,-147.41000,,-147.41000,-143.88900,-143.26500,143.31700,143.31700,-1.03000,-1.03000,6.39430,0.80220,4.05530,98.48070,-99.34680,-99.34680,-97.64300,-102.22110,0.04920,0.08550,1.01300,88.84670,-46.72860,-46.72860,-5.02420,-9.24340,2.20000,-0.7582,-0.7729
2023-06-30,188.41100,2.53700,185.87400,229.92700,46.14200,276.06900,-90.19500,12.74700,-77.44800,7.84200,-85.29000,-85.29000,,-85.29000,-90.46500,-90.19500,143.09800,143.09800,-0.60000,-0.60000,9.08670,0.75440,3.07090,98.65350,-47.87140,-47.87140,-41.10590,-45.26810,0.06340,0.09930,6.73960,13.35400,-19.91360,-19.91360,-2.87060,-4.89170,2.99160,-0.6781,-0.7618
2023-03-31,130.52400,1.34300,129.18100,197.81300,45.51600,243.32900,-114.14800,1.20500,-112.94300,11.38000,-124.32300,-124.32300,,-124.32300,-112.09800,-114.14800,142.73500,142.73500,-0.87000,-0.87000,9.80870,0.70750,2.43570,98.97110,-87.45360,-87.45360,-86.53050,-95.24920,0.04520,0.06050,9.38080,9.59410,-25.55090,-25.55090,-4.30900,-7.47380,3.40210,-0.93870,-1.01210
2022-12-31,151.89000,3.68600,148.20400,308.27300,47.95000,356.22300,-208.01900,163.68900,-44.33000,8.10000,-52.43000,-52.43000,,-52.43000,-201.33490,-208.01900,141.84800,141.84800,-0.37000,-0.37000,7.06990,0.67370,2.06450,97.57320,-136.95370,-136.95370,-29.18560,-34.51840,0.05990,0.16730,5.94760,15.13210,-9.15190,-9.15190,-2.06920,-2.98640,4.03280,-1.4118,0.3503
2022-09-30,159.76700,1.51500,158.25200,182.99000,34.41600,217.40600,-59.15400,12.44500,-46.70900,0.28300,-46.99200,-46.99200,,-46.99200,-51.50700,-59.15400,141.95000,141.95000,-0.33000,-0.33000,7.59250,0.67770,2.11060,99.05170,-37.02520,-37.02520,-29.23570,-29.41280,0.06600,0.07340,24.04320,3.74330,-7.90630,-8.32080,-1.94020,-2.54860,4.18510,-0.1717,-0.2107
2022-06-30,133.79100,4.74500,129.04600,180.75800,33.80200,214.56000,-85.51400,-17.36100,-102.87500,2.26000,-105.13500,-105.13500,,-105.13500,-75.39100,-85.51400,141.79400,141.79400,-0.74000,-0.74000,8.18170,0.66650,2.00590,96.45340,-63.91610,-63.91610,-76.89230,-78.58150,0.05450,0.23950,19.81800,4.54130,-16.82900,-17.64980,-4.28050,-5.61280,4.40470,-0.1273,-0.1508
