Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1163.80000,495.30000,668.50010,240.70000,157.00000,-1.50000,521.90000,146.60000,-55.10000,91.50000,13.10000,78.40000,78.40000,,78.40000,348.00000,146.60000,536.70000,542.00000,0.15000,0.14000,0.88430,0.41630,1.02340,57.44110,12.59670,12.59670,7.86220,6.73660,0.07450,0.36970,1.11440,80.75870,1.24920,-2.56170,0.50180,0.72910,11.68680,0.0815,0.0429
2024-06-30,1241.30000,504.40000,736.90000,241.70000,150.50000,-2.60000,517.80000,219.10000,-57.30000,161.80000,32.50000,129.30000,129.30000,,129.30000,426.40000,219.10000,536.70000,542.80000,0.24000,0.24000,1.93930,0.49050,0.96280,59.36520,17.65090,17.65090,13.03470,10.41650,0.07840,0.38560,1.13280,79.45060,2.01840,-4.23740,0.81630,1.02830,11.94020,0.69470,0.56040
2024-03-31,1325.80000,535.90000,789.90010,240.30000,161.80000,16.90000,536.40100,253.49940,-53.80000,199.69990,45.00000,154.70000,154.70000,,154.70000,491.99940,253.49930,542.00000,548.00000,0.29000,0.29000,1.19590,0.42890,0.90120,59.57910,19.12050,19.12050,15.06260,11.66840,0.08350,0.40720,1.15920,77.63840,2.32360,-5.52620,0.97460,1.32700,12.40590,0.7723,0.7004
2023-12-31,1765.70000,645.70000,1120.00000,266.00000,172.20000,-1.10000,590.60000,529.40000,-45.10000,484.30000,65.10000,419.20000,419.20000,,419.20000,764.50000,529.40000,540.80000,546.50000,0.78000,0.77000,0.97770,0.36290,0.80440,63.43090,29.98240,29.98240,27.42820,23.74130,0.10940,0.49250,1.26290,71.26300,5.92070,-16.55800,2.59680,3.77200,13.10210,1.5759,1.466
2023-09-30,2254.30000,726.90000,1527.40000,292.60000,196.60000,-1.80000,642.40000,885.00000,-51.40000,833.60000,167.00000,666.60000,666.60000,,666.60000,1108.90000,885.00000,543.10000,549.20000,1.23000,1.21000,1.03330,0.38780,0.87190,67.75500,39.25830,39.25830,36.97820,29.57020,0.13580,0.54620,1.32120,68.11780,9.56590,-23.84380,4.01530,5.85600,12.87970,1.1292,0.9924
2023-06-30,2288.60000,730.20000,1558.40000,298.50000,203.60000,-1.70000,655.30000,903.10020,-54.80000,848.30000,181.90000,666.40000,666.40000,,666.40000,1129.90000,903.10020,545.10000,551.40000,1.22000,1.21000,1.01550,0.40410,0.88280,68.09400,39.46080,39.46080,37.06630,29.11820,0.13870,0.54640,1.56220,57.61160,9.75510,-21.51830,4.04010,5.81320,12.54980,1.80120,1.60030
2023-03-31,2232.70000,713.40010,1519.30000,298.30000,203.50010,-2.10000,671.29990,847.99980,-46.20000,801.80000,197.80000,604.00000,604.00000,,603.99990,1095.40000,848.00040,550.40000,557.30000,1.10000,1.10000,0.98420,0.43630,0.98870,68.04770,37.98090,37.98090,35.91170,27.05250,0.13640,0.53850,1.71050,52.61660,9.27290,-17.11530,3.68960,5.22700,11.94150,1.2552,1.0562
2022-12-31,2169.20000,698.40000,1470.80000,282.40000,202.90000,-6.50000,659.20000,811.59990,-49.40000,762.20000,181.90000,580.30000,580.30000,,580.30000,1059.80000,811.59990,549.20000,555.40000,1.06000,1.04000,1.75890,0.51070,1.04390,67.80380,37.41470,37.41470,35.13740,26.75180,0.13460,0.59930,1.84610,48.75070,9.19420,-14.85360,3.60070,4.49830,11.52190,2.3162,2.0596
2022-09-30,2073.20000,675.30000,1397.90000,268.60000,202.40000,-4.30000,642.80000,755.09990,-56.00000,699.10000,152.90000,546.20000,546.20000,,546.20000,1011.10000,755.09990,551.50000,558.30000,0.99000,0.98000,1.05420,0.50810,1.19670,67.42720,36.42200,36.42200,33.72080,26.34580,0.12840,0.65540,1.82950,49.19350,8.94960,-12.77540,3.38390,4.40200,11.09640,1.4293,1.2305
2022-06-30,1963.60000,653.70000,1309.90000,269.00000,188.90000,16.90000,608.60000,701.29990,-54.70000,646.60000,139.40000,507.20000,507.20000,,507.20000,964.79990,701.29990,553.80000,561.50000,0.92000,0.90000,1.77950,0.55860,1.26530,66.70910,35.71500,35.71500,32.92930,25.83010,0.12110,0.71690,1.71490,52.48010,8.48460,-11.11040,3.12920,3.74540,10.82000,1.49670,1.28030
