Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,1126.75000,963.44600,163.30400,15.04700,76.20200,87.10190,-67.07700,20.02500,-3.07800,23.10300,23.10300,15.79500,176.74590,87.10200,44.97920,44.97920,0.22000,0.22000,0.44780,1.62650,7.73040,7.73040,1.77720,1.40180,0.34830,2.23330,2.87180,0.71420,1.23320,5.75810,4.5018,2.0111
2020-09-30,41.33100,23.30200,18.02900,3.67200,16.39800,1.63100,-6.82200,-5.19100,-0.03900,-5.15200,-5.15200,-4.92000,14.99200,1.63100,80.78840,80.78840,-0.06000,-0.06000,0.03110,0.88960,3.94620,3.94620,-12.55960,-11.90390,0.03720,-0.92130,-1.05020,-0.46350,-0.89260,6.90490,0.1337,0.1078
2020-06-30,38.67600,20.43800,18.23800,3.84000,16.56800,1.67000,-2.78600,-1.11600,0.03900,-1.15500,-1.15500,-0.94600,15.09000,1.67000,80.40290,80.40290,-0.01000,-0.01000,0.03080,0.87450,4.31790,4.31790,-2.88550,-2.44600,0.03440,-0.20300,-0.23300,-0.10290,-0.19670,7.05970,0.1149,0.092
2020-03-31,37.54400,18.83900,18.70500,4.44800,16.98700,1.71800,-9.65100,-7.93300,,-7.93300,-7.93300,-7.76600,14.94000,1.71800,80.30170,80.30170,-0.10000,-0.10000,0.03060,0.85030,4.57600,4.57600,-21.12990,-20.68510,0.03330,-1.37290,-1.58790,-0.70280,-1.33090,7.17130,0.12200,0.08750
2019-12-31,1135.78300,959.28700,176.49580,18.33600,92.53400,83.96190,-54.05700,20.82300,1.51300,19.31000,19.31000,15.12700,187.68390,83.96200,181.93130,181.93130,0.22000,0.22000,0.04230,0.71660,7.39240,7.39240,1.83340,1.33190,1.06310,3.27240,3.74180,1.80750,3.13400,7.38520,0.2628,-0.1855
2019-09-30,31.11800,14.81300,16.30500,3.98200,13.60800,2.69700,-4.60800,-1.91100,0.00700,-1.91800,-1.91800,-1.89900,12.79200,2.69700,79.50220,79.50220,-0.02000,-0.02000,0.04210,0.64290,8.66700,8.66700,-6.14110,-6.10260,0.03000,-0.32130,-0.36640,-0.18480,-0.30780,7.50990,0.1664,0.1393
2019-06-30,30.37300,15.17300,15.20000,3.24100,14.47200,0.72800,-6.61000,-5.88200,0.00700,-5.88900,-5.88900,-5.85700,11.35500,0.72800,79.02700,79.02700,-0.07000,-0.07000,0.04160,0.48650,2.39690,2.39690,-19.36590,-19.28360,0.03180,-0.97030,-1.08790,-0.61560,-0.92990,7.67470,0.1335,0.1269
2019-03-31,25.84200,12.44600,13.39600,4.19000,20.38600,-6.99000,-5.36800,-12.35800,-0.00300,-12.35500,-12.35500,-12.33600,9.71800,-6.99000,75.10550,75.10550,-0.16000,-0.16000,0.02640,0.43030,-27.04900,-27.04900,-47.82140,-47.73620,0.02770,-1.99270,-2.21060,-1.32220,-1.94020,7.88650,0.08290,0.06140
2018-12-31,25.32300,11.44600,13.87700,3.36900,14.51500,-0.63800,-3.04700,-3.68500,0.01200,-3.69700,-3.69700,-3.65400,8.36200,-0.63800,54.84720,54.84720,-0.05000,-0.05000,0.02940,0.52340,-2.51940,-2.51940,-14.55200,-14.42960,0.02830,-0.66290,-0.76550,-0.41240,-0.64340,8.05240,0.0098,0.0217
2018-09-30,22.28100,11.17400,11.10700,2.10500,11.21000,-0.10300,-1.59600,-1.69900,-0.00400,-1.69500,-1.69500,-1.63100,9.13500,-0.10300,57.77000,57.77000,-0.03000,-0.03000,0.03310,0.43700,-0.46230,-0.46230,-7.62530,-7.32010,0.02940,-0.34140,-0.39200,-0.22400,-0.33010,8.12860,0.0824,0.0656
2018-06-30,19.01000,9.31800,9.69200,1.57800,9.49000,0.20200,-1.16000,-0.95800,,-0.95800,-0.95800,-0.90000,8.23500,0.20200,51.27780,51.27780,-0.02000,-0.02000,0.03690,0.20490,1.06260,1.06260,-5.03950,-4.73440,0.03320,-0.21460,-0.23910,-0.16710,-0.20670,8.19950,0.085,0.0276
2018-03-31,17.84200,9.58400,8.25800,2.12000,9.41000,-1.15200,-1.08400,-2.23600,,-2.23600,-2.23600,-2.16900,6.25000,-1.15200,45.13670,45.13670,-0.05000,-0.05000,0.02820,0.18660,-6.45670,-6.45670,-12.53220,-12.15670,0.03540,-0.56550,-0.63620,-0.44400,-0.54960,8.26030,0.10400,0.08870
2017-12-31,14.59500,2.39900,12.19600,1.34200,11.88600,0.31000,-1.09200,-0.78200,,-0.78200,-0.78200,-0.74900,6.49400,0.31000,27.75470,27.75470,-0.02000,-0.02000,0.03170,0.27080,2.12400,2.12400,-5.35800,-5.13190,0.03040,-0.22140,-0.25360,-0.16290,-0.21440,8.36880,0.1754,0.1609
2017-09-30,8.48800,2.09500,6.39300,1.29600,4.85900,1.53400,-0.78000,0.75400,,0.75400,0.75400,0.75400,5.07000,1.53400,32.59330,32.59330,0.02000,0.02000,0.03660,0.12290,18.07260,18.07260,8.88310,8.88310,0.02280,0.24630,0.28080,0.20300,0.23730,8.45000,0.0646,0.0401
2017-06-30,6.19800,1.61100,4.58700,0.95200,3.55800,1.02900,-0.40800,0.62100,,0.62100,0.62100,0.62100,3.57500,1.02900,24.03600,24.03600,0.03000,0.03000,0.04610,0.34200,16.60210,16.60210,10.01940,10.01940,0.01770,0.25650,0.30150,0.17770,0.24470,8.44550,0.1121,0.1133
2017-03-31,4.05200,1.18700,2.86500,0.74800,2.53200,0.33300,-0.41800,-0.08500,,-0.08500,-0.08500,-0.08500,2.12100,0.33300,14.65510,14.65510,-0.01000,-0.01000,0.02390,0.24830,8.21820,8.21820,-2.09770,-2.09770,0.01860,-0.05340,-0.06250,-0.03900,-0.05220,8.32900,0.09480,0.09220
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.712,0.7174
2016-09-30,0.31200,0.09800,0.21400,0.32900,2.25000,-2.03600,-0.05600,-2.09200,,-2.09200,-2.09200,-2.09200,-2.03600,-2.03600,3.35800,3.35800,-0.62000,-0.62000,0.08220,0.36890,-652.56410,-652.56410,-670.51280,-670.51280,0.00480,-4.87030,-5.79690,-3.18640,-4.47000,7.90470,0.4031,0.3977
2016-06-30,0.02600,0.02300,0.00300,0.24600,0.61600,-0.61300,,-0.61300,,-0.61300,-0.61300,-0.61300,-0.61300,-0.61300,0.63580,0.63580,-0.96000,-0.96000,,,-2357.69200,-2357.69200,-2357.69200,-2357.69200,0.00170,-5.14560,-5.31840,-3.99610,-5.14560,7.12930,-1.1151,-1.1151
2016-03-31,,,,0.15000,,-0.15000,,-0.15000,,-0.15000,-0.15000,-0.15000,-0.15000,-0.15000,0.02080,0.02080,-7.20000,-7.20000,,,,,,,,-182.92690,-182.92680,-35.04670,-182.92680,3.90480,0.00000,0.00000
2015-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2015-09-30,,,,,,,,,,,,,,,0.02080,0.02080,,0.00000,,,,,,,,,,,,,0,0
2015-06-30,,,,,,,,,,,,,,,0.02080,0.02080,,0.00000,,,,,,,,,,,,,0,0
