Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.04300,,4.04300,,7.23900,,,-3.19600,-1.01500,-4.21100,,-4.21100,-4.21100,,-4.21100,-3.07100,-3.19600,6.32800,6.32800,-0.67000,-0.67000,10.24880,,,100.00000,-79.05020,-79.05020,-104.15530,-104.15530,0.09310,,,-11.00430,-11.00430,-9.69580,-11.00430,6.09740,-0.6957,-0.6957
2024-06-30,6.17400,,6.17400,,8.91000,,,-2.73600,-3.38400,-6.12000,,-6.12000,-6.12000,,-6.12000,-2.61400,-2.73600,6.06300,6.06300,-1.01000,-1.01000,7.37750,,,100.00000,-44.31490,-44.31490,-99.12540,-99.12540,0.12580,,,-14.44790,-14.44790,-12.47120,-14.44790,6.78400,0.2484,0.2484
2024-03-31,1.36700,,1.36700,,4.17200,,,-2.80500,-2.63600,-5.44100,,-5.44100,-5.44100,,-5.44100,-2.68600,-2.80500,5.99500,5.99500,-0.91000,-0.91000,15.88850,,,100.00000,-205.19380,-205.19380,-398.02490,-398.02490,0.02620,,,-11.41410,-11.41410,-10.42460,-11.41410,8.03180,-1.43350,-1.43350
2023-12-31,1.00500,,1.00500,-0.00500,6.85700,,,-5.84700,-1.06900,-6.91600,,-6.91600,-6.91600,,-6.91600,-5.73000,-5.84700,5.22900,5.22900,-1.22000,-1.22000,17.51210,,,100.00000,-581.79100,-581.79100,-688.15910,-688.15910,0.01750,,,-13.06800,-13.06800,-12.01570,-13.06800,8.91710,-0.9799,-0.9831
2023-09-30,0.96300,,0.96300,,4.06700,,,-3.10400,-0.43700,-3.54100,,-3.54100,-3.54100,,-3.54100,-2.99300,-3.10400,5.34500,5.34500,-0.66000,-0.66000,20.25900,,,100.00000,-322.32600,-322.32600,-367.70510,-367.70510,0.01520,,,-6.06890,-6.06890,-5.60230,-6.06890,11.04010,-0.3895,-0.3811
2023-06-30,0.07100,,0.07100,0.00200,9.08000,,,-9.01100,0.34800,-8.66300,,-8.66300,-8.66300,,-8.66300,-8.89600,-9.01100,4.82700,4.82700,-1.79000,-1.79000,14.45520,,,100.00000,-12691.55000,-12691.55000,-12201.41000,-12201.41000,0.00100,,,-14.02280,-14.02280,-12.79710,-14.02280,11.68930,-2.1301,-2.1489
2023-03-31,,,,,3.83400,,,-3.83400,0.07200,-3.76200,,-3.76200,-3.76200,,-3.76200,-3.73500,-3.83400,5.30600,5.30600,-0.71000,-0.71000,26.02970,,,,,,,,,,,-5.44660,-5.44660,-5.07320,-5.44660,14.52600,-0.75220,-0.82020
2022-12-31,,,,0.02500,3.11900,,,-3.14400,-4.11200,-7.25600,,-7.25600,-7.25600,,-7.25600,-3.35500,-3.14400,5.33400,5.33400,-1.31000,-1.31000,28.31530,,,,,,,,,,,-9.83640,-9.83640,-9.51780,-9.83640,14.70340,-0.3646,-0.3646
2022-09-30,,,,0.58600,4.51500,,,-5.10100,-1.13800,-6.23900,,-6.23900,-6.23900,,-6.23900,-5.10100,-5.10100,5.34500,5.34500,-1.17000,-1.17000,29.53770,,,,,,,,,,,-7.62280,-7.62280,-7.38810,-7.62280,15.92350,-0.508,-0.508
2022-06-30,,,,0.03600,2.26200,,,-2.29800,-2.77900,-5.07700,,-5.07700,-5.07700,,-6.17700,-2.29800,-2.29800,5.25100,5.25100,-1.18000,-1.18000,74.26180,,,,,,,,,,,-5.80450,-5.80450,-5.75000,-5.80450,17.65580,-0.3839,-0.3839
2022-03-31,,,,2.01600,1.78700,,,-3.80300,0.26800,-3.53500,,-3.53500,-3.53500,,-6.54400,-3.80300,-3.80300,5.25300,5.25300,-1.25000,-1.25000,110.81680,,,,,,,,,,,-3.71910,-3.71910,-2.99710,-3.71910,18.10350,-0.73020,-0.73020
2021-12-31,,,,0.08200,2.50300,,,-2.58500,0.77500,-1.81000,,-1.81000,-1.81000,,-1.81000,-2.58500,-2.58500,4.84700,4.84700,-0.01950,-0.01950,85.66350,,,,,,,,,,,-1.78160,-1.78160,-1.76320,-1.78160,19.25970,-0.4983,-0.4983
2021-09-30,,,,0.10300,1.67600,,,-1.77900,1.73200,-0.04700,,-0.04700,-0.04700,,-0.04700,-1.77900,-1.77900,5.27200,5.27200,-0.01000,-0.01000,54.06910,,,,,,,,,,,-0.04560,-0.04560,-0.04480,-0.04560,19.56580,-0.3596,-0.3596
2021-06-30,,,,0.41600,2.34300,,,-2.75900,1.40700,-1.35200,,-1.35200,-1.35200,,-1.35200,-2.75900,-2.75900,5.27000,5.27000,-0.26000,-0.26000,97.02280,,,,,,,,,,,-1.31160,-1.31160,-1.29830,-1.31160,19.58110,-0.2073,-0.2073
2021-03-31,,,,1.10600,1.21200,,,-2.31800,-1.64400,-3.96200,,-3.96200,-3.96200,,-3.96200,-2.31800,-2.31800,3.54460,3.54460,-1.19050,-1.19050,184.08590,,,,,,,,,,,-3.79600,-3.79600,-3.77580,-3.79600,19.82590,-0.29710,-0.29710
2020-12-31,,,,0.38400,1.00300,,,-1.38700,1.71300,0.32600,,0.32600,0.32600,,0.32600,-1.38700,-1.38700,1.65080,1.65080,10.20410,10.20410,31.62030,,,,,,,,,,,1.10070,1.10070,1.06900,1.10070,14.42460,-0.6962,-0.6962
2020-09-30,,,,0.23200,0.73400,,,-0.96600,-1.05100,-2.01700,,-2.01700,-2.01700,,-2.01700,-0.96600,-0.96600,2.05720,2.05720,-1.02040,-1.02040,59.57300,,,,,,,,,,,-6.90560,-6.90560,-6.79880,-6.90560,14.22450,-0.5081,-0.5081
2020-06-30,,,,0.77700,1.01700,,,-1.79400,-0.51900,-2.31300,,-2.31300,-2.31300,,-2.31300,-1.79400,-1.79400,1.93890,1.93890,-1.19050,-1.19050,30.18470,,,,,,,,,,,-7.34430,-7.34430,-7.12500,-7.34430,15.33830,1.4463,1.4463
2020-03-31,,,,1.09600,1.30300,,,-2.39900,-5.93400,-8.33300,,-8.33300,-8.33300,,-8.33300,-2.39900,-2.39900,0.54070,0.54070,-15.47620,-15.47620,26.92360,,,,,,,,,,,-39.72830,-39.72830,-38.59660,-39.72830,17.10220,-2.67790,-2.67790
2019-12-31,,,,2.51200,0.67900,,,-3.19100,4.15900,0.97300,,0.97300,0.97300,,0.97300,-3.19100,-3.18200,0.14770,0.14770,9.86390,9.86390,1.50530,,,,,,,,,,,9.23850,9.23850,8.62440,9.23850,37.11470,-4.9024,-4.9024
2019-09-30,,,,0.01000,0.89200,,,-0.90200,-2.46100,-3.36300,,-3.36300,-3.36300,,-3.36300,-0.90200,-0.90200,0.14360,0.14360,-23.46940,-23.46940,1.52930,,,,,,,,,,,-39.19120,-39.19120,-35.65140,-39.19120,56.25880,-2.6062,-2.6062
2019-06-30,,,,0.00000,0.88800,,,-0.88800,0.24400,-0.64400,,-0.64400,-0.64400,,-0.64400,-0.88800,-0.88800,0.12500,0.12500,-5.10200,-5.10200,1.75980,,,,,,,,,,,-5.74640,-5.74640,-5.34350,-5.74640,82.11770,-5.3361,-5.3361
2019-03-31,,,,0.00000,0.71300,,,-0.71300,-0.43600,-1.14900,,-1.14900,-1.14900,,-1.14900,-0.71300,-0.71300,0.11820,0.11820,-9.69390,-9.69390,1.90120,,,,,,,,,,,-10.48840,-10.48840,-9.62550,-10.48840,92.69130,-7.58110,-7.58110
2018-12-31,,,,,1.81500,,,-2.11200,7.58600,5.50200,,5.50200,5.50200,,5.50200,-0.61200,-2.08400,0.11150,0.11150,51.19050,51.19050,2.51950,,,,,,,,,,,45.47850,45.47860,41.52140,45.47860,102.36230,-5.0983,-5.1164
2018-09-30,,,,0.00000,0.55400,,,-1.95100,0.06000,-1.89100,,-1.89100,-1.89100,,-1.89100,-0.53300,-1.95100,0.11820,0.11820,-15.98640,-15.98640,2.86150,,,,,,,,,,,-28.69500,-37.15130,-24.10150,-28.69500,55.76050,-4.5458,-4.7149
2018-06-30,,,,,0.45800,-0.39500,,-1.26200,0.86400,-0.39800,,-0.39800,-0.39800,,-0.39800,-0.90300,-1.26200,0.11810,0.11810,-3.40140,-3.40140,4.29260,,,,,,,,,,,-4.70840,-7.16340,-4.14240,-4.70840,71.51570,-3.0117,-2.8728
2018-03-31,,,,,0.49700,-0.59700,,-1.57700,0.09100,-1.48600,,-1.48600,-1.48600,,-1.48600,-1.23800,-1.57700,0.09110,0.09110,-16.32650,-16.32650,4.11580,,,,,,,,,,,-16.97700,-26.95450,-14.60010,-16.97700,74.27990,-11.81000,-12.08440
2017-12-31,0.28400,,0.28400,,0.80800,-0.22300,,-1.11700,0.13100,-0.98600,,-0.98600,-0.98600,,-0.98600,-0.77000,-1.11700,0.07660,0.07660,-7.95050,-7.95050,1.68540,,,100.00000,-393.31000,-393.31000,-347.18320,-347.18310,0.03170,,,-24.01360,-186.74250,-10.98980,-24.01360,47.59740,-12.0599,-12.0599
2017-09-30,0.31400,,0.31400,,0.62500,-0.28000,,-0.95900,1.41800,0.45900,,0.45900,0.45900,,0.45900,-0.61300,-0.95900,0.08300,0.08310,5.78220,5.78220,2.11210,,,100.00000,-305.41400,-305.41400,146.17830,146.17830,0.03150,,,9.03190,39.63730,4.59740,9.03190,58.95860,-4.1623,-4.1623
2017-06-30,0.31100,,0.31100,,0.46800,-0.25000,,-0.77700,-1.08300,-1.86000,,-1.86000,-1.86000,,-1.86000,-0.43300,-0.77700,0.06860,0.06860,-27.46530,-27.46530,1.09400,,,100.00000,-249.83930,-249.83930,-598.07070,-598.07070,0.03570,,,-73.63440,106.65140,-21.32290,-73.63420,36.66100,-14.1202,-14.1202
2017-03-31,0.32700,,0.32700,,0.65100,-0.28500,,-0.96900,0.05000,-0.91900,,-0.91900,-0.91900,,-0.91900,-0.63000,-0.96900,0.06840,0.06840,-13.73270,-13.73270,2.03670,,,100.00000,-296.33020,-296.33020,-281.03970,-281.03980,0.03240,,,-20.87210,437.61890,-9.11530,-20.87210,64.36810,-12.35320,-12.35320
2016-12-31,0.31400,,0.31400,,0.50600,-0.42100,,-3.88200,-0.02100,-3.90300,,-3.90300,-3.90300,,-3.23600,-0.63000,-3.88200,0.05120,0.05310,-179.24720,-168.40560,2.35730,,,100.00000,-1236.30600,-1236.30600,-1242.99400,-1030.57400,0.02780,,,-73.39230,-1063.48800,-34.61030,-73.39230,77.74470,-14.3942,-14.4174
2016-09-30,0.31400,,0.31400,,0.90100,-0.34300,,-1.48600,1.04000,-0.44600,,-0.44600,-0.44600,,-0.44600,-0.95000,-1.48600,0.05760,0.05760,-7.95050,-7.95050,2.50170,,,100.00000,-473.24840,-473.24840,-142.03820,-142.03820,0.02020,,,-4.94900,-54.99390,-2.86580,-4.94900,201.72230,-25.1231,-25.1073
2016-06-30,0.17700,,0.17700,,0.42100,-0.82400,,-1.62200,-0.45600,-2.07800,,-2.07800,-2.07800,,29.40200,-1.09000,-1.62200,0.04230,0.04420,694.58290,665.67210,1.67130,,,100.00000,-916.38420,-916.38420,-1174.01100,16611.30000,0.01190,,,-28.60680,141.07260,-13.91640,-28.60680,162.59550,81.3278,81.3133
2016-03-31,0.07200,,0.07200,,0.37500,-0.70500,,-1.56100,1.51200,-0.04900,,-0.04900,-0.04900,,-0.71600,-1.03000,-1.56100,0.03740,0.03740,-18.79210,-18.79210,0.95870,,,100.00000,-2168.05600,-2168.05600,-68.05560,-994.44460,0.00620,,,-0.55480,11.23860,-0.42410,-0.55480,215.44090,-40.49230,-40.54570
2015-12-31,0.03100,,0.03100,,0.81700,-0.71300,,-5.63200,1.28700,-4.34500,,-4.34500,-4.34500,,4.81700,-1.52100,-5.63200,0.02340,0.02340,437.27660,437.27660,0.86710,,,100.00000,-18167.73000,-18167.73000,-14016.12000,15538.71000,0.00230,,,-49.65710,414.20370,-31.72920,-49.65710,248.98610,-43.2729,-43.3583
2015-09-30,,,,,0.42800,-0.78700,,-1.95900,-0.76700,-2.72600,,-2.72600,-2.72600,,-2.72600,-1.23700,-1.95900,0.02410,0.02410,-112.75230,-112.75230,0.36730,,,,,,,,,,,-38.80420,39.59330,-18.30640,-38.80430,280.58540,-34.3224,-34.3224
2015-06-30,,,,,0.06800,-0.55100,,-40.30300,-0.00500,-40.30800,,-40.30800,-40.30800,,-40.30800,-0.64000,-40.30300,0.02080,0.02080,-1934.13500,-1934.13500,0.96290,,,,,,,,,,,-433.13960,756.81560,-258.45090,-433.14000,446.92000,-55.4317,-55.4317
2015-03-31,0.00200,,0.00200,,0.94500,-0.72900,,-4.11600,0.03000,-4.08600,,-4.08600,-4.08600,,-4.08600,-1.69400,-4.11600,0.02080,0.02080,-195.87090,-195.87090,2.05330,,,100.00000,-205800.00000,-205800.00000,-204300.00000,-204300.00000,0.00000,,,-8.24010,86.80690,-7.12260,-8.24010,2381.41200,-64.16630,-64.16630
2014-12-31,0.00100,,0.00100,,1.89400,-0.82800,,-5.85400,-0.00300,-5.85700,,-5.85700,-5.85700,,-5.85700,-3.37700,-5.85400,0.01440,0.01440,1350.77700,1350.77700,3.58700,,,,,,,,0.00000,,,-10.93010,187.12460,-9.57680,-10.93010,2571.74000,-429.0048,-429.0873
2014-09-30,0.00200,,0.00200,,1.89100,-0.72600,,-5.16200,0.01800,-5.14400,,-5.14400,-5.14400,,-5.14400,-2.68600,-5.16200,0.02040,0.02040,-247.33610,-247.33610,30.53260,0.00000,0.00000,100.00000,-258100.00000,-258100.00000,-257200.00000,-257200.00000,0.00000,,,-8.76010,1089.83900,-7.93330,-8.75990,2821.35400,34.0291,33.8332
2014-06-30,0.00300,,0.00300,,7.25300,-1.81600,,-11.58600,0.01800,-11.56800,,-11.56800,-11.56800,,-11.56800,-9.13600,-11.58600,0.01230,0.01230,-948.12160,-948.12160,7.84490,0.00000,0.00000,100.00000,-386200.00000,-386200.00000,-385600.00000,-385600.00000,0.00000,,,-18.63580,-2856.33200,-16.78180,-18.63550,3069.71900,169.1844,169.1844
2014-03-31,0.00400,,0.00400,,4.36800,-1.15000,,-8.00900,0.04600,-7.96300,,-7.96300,-7.96300,,-7.96300,-5.58100,-8.00900,0.00350,0.00350,-2280.98800,-2280.98800,4.13080,0.00020,0.00020,100.00000,-200225.00000,-200225.00000,-199075.00000,-199075.00000,0.00010,,,-16.71670,48.30750,-11.58100,-16.71390,7986.18100,-436.61040,-436.61040
2013-12-31,0.01900,,0.01900,,-0.23200,,,-4.17200,-0.00900,-4.18100,,-4.18100,-4.18100,,-4.18100,-4.03900,-4.17200,0.00100,0.00100,-302.29980,-302.29980,2.17960,0.00100,0.00100,84.21050,-21957.89000,-21957.89000,-22005.26000,-22005.26000,0.00030,,,-8.65600,22.91590,-5.98540,-8.64740,17605.11000,-1.2821,-1.2821
2013-09-30,0.00200,,0.00200,,9.18200,,,-9.31700,0.03700,-9.28000,,-9.28000,-9.28000,,-9.28000,-9.18100,-9.31700,0.00100,0.00100,-9522.43800,-9522.43800,1.68670,0.00520,0.00520,100.00000,-465850.00000,-465850.00000,-464000.00000,-463999.90000,0.00020,,,-120.83560,-927.81470,-99.76230,-120.20860,3.16370,0.0841,0.0841
2013-06-30,,,,,0.94200,,,-0.94700,0.14000,-0.80700,0.00000,-0.80700,-0.80700,,-0.80700,-0.94100,-0.94700,0.00050,0.00050,-1566.46200,-1566.46200,6.92470,0.02910,0.02990,,,,,,,,,-31.58510,-31.58470,-25.84810,-30.66650,2.89320,-1.2825,-1.2825
2013-03-31,0.00600,,0.00600,,0.90100,,,-0.91100,-2.78600,-3.69700,,-3.69700,-3.69700,,-3.69700,-0.89500,-0.91100,0.00050,0.00050,-7351.37800,-7351.37800,7.79000,0.07020,0.07550,100.00000,-15183.33000,-15183.33000,-61616.67000,-61616.67000,0.00170,1.24400,72.34500,-129.35770,-129.35650,-103.47080,-120.27280,3.51580,-1.52200,-1.52200
2012-12-31,0.00330,,0.00330,-0.61750,-0.12270,,,-1.10550,-0.15940,-1.26490,,-1.26490,-1.26490,-0.64560,-1.91050,-1.09250,-1.10550,0.00020,0.00020,-5839.87800,-5839.87800,6.43780,0.78540,3.66040,100.00000,-33602.44000,-33602.44000,-38446.79000,-58069.19000,0.00070,1.64500,54.71130,-148.11460,-148.11460,-26.59590,-31.78140,1.05020,-2.7937,-2.7933
2012-09-30,0.01670,,0.01670,0.10780,0.54250,,,-0.63360,0.05920,-0.57440,0.00000,-0.57440,-0.57440,-0.13310,-0.70760,-0.61670,-0.63360,0.00020,0.00020,-4671.90400,-4671.90400,5.16230,,,100.00000,-3792.01100,-3792.01100,-3437.47400,-4234.29100,0.00420,0.08760,1027.57300,-18.29780,-18.29780,-14.60560,-18.29780,15.12150,-2.6437,-2.6437
2012-06-30,,,,0.13820,0.53070,,,-0.66890,0.34380,-0.32510,,-0.32510,-0.32510,-0.07960,-0.40470,-0.65090,-0.66890,0.00020,0.00020,-2679.47400,-2679.47400,7.00700,,,,,,,,,,,-8.36680,-8.36680,-7.12080,-8.36680,0.93510,-2.2233,-2.231
2012-03-31,,,,0.37140,0.69250,,,-1.06390,0.34030,-0.72360,,-0.72360,-0.72360,-0.11070,-0.83430,-1.04800,-1.06390,0.00010,0.00010,-6155.92000,-6155.92000,8.59090,,,,,,,,,,,-15.63660,-15.63660,-13.73910,-15.63660,1.11350,-6.27660,-6.27660
2011-12-31,,,,0.51460,0.27660,,,-0.45450,3.71090,2.56550,,2.56550,2.56550,,2.18200,-0.44110,-1.14540,0.00010,0.00010,23744.27000,16475.33000,6.19250,0.19440,0.24130,,,,,,,,,67.54810,67.54810,45.36690,54.41550,24.56780,-7.3744,-7.3537
2011-09-30,0.19850,0.08740,0.11110,0.37130,0.65370,,1.02500,-0.91390,0.00060,-0.91330,,-0.91330,-0.91330,,-0.91330,-0.89720,-0.91390,0.00010,0.00010,-9797.25700,-9797.25700,7.30650,,,55.96230,-460.49310,-460.49310,-460.19320,-460.19320,0.03520,0.79700,112.92630,-18.93600,-18.93640,-16.22140,-18.93600,1.88410,-23.1722,-23.2092
2011-06-30,0.18610,0.11900,0.06700,0.40450,0.68550,,1.09000,-1.02300,0.00920,-1.01370,,-1.01370,-1.01370,,-1.01370,-1.00590,-1.02300,0.00010,0.00010,-10992.71000,-10992.71000,9.34560,,,36.02850,-549.84250,-549.84250,-544.87450,-544.87450,0.02870,0.52330,171.99990,-17.67180,-17.67240,-15.65010,-17.67180,2.24090,-0.3544,-0.3543
2011-03-31,0.30630,0.13030,0.17600,0.35550,0.93220,,1.28770,-1.11170,0.89080,-0.22090,0.01450,-0.23530,-0.23530,,-0.23530,-1.09270,-1.11170,0.00010,0.00010,-2748.17900,-2748.17900,9.92010,,,57.46170,-362.94130,-362.94130,-72.10210,-76.83110,0.04050,1.02510,87.79840,-3.48620,-3.48640,-3.10910,-3.48620,2.63700,-0.64330,-0.64430
2010-12-31,0.40420,0.16390,0.24020,0.53560,0.86590,,1.40150,-1.16130,0.13680,-1.02450,,-0.89130,-0.89130,,-0.89130,-1.14190,-1.16130,0.00010,0.00010,-7969.72300,-7969.72300,3.50740,,,59.44000,-287.30940,-287.30930,-253.47520,-220.52140,0.05760,0.64150,140.30430,-20.07360,-20.08400,-12.70210,-20.07360,2.08120,-1.0043,-1.0043
2010-09-30,0.36880,0.12180,0.24700,1.45400,0.93350,,2.38750,-2.14050,0.00110,-2.13940,,-2.13940,-2.13940,,-2.13940,-2.12100,-2.14050,0.00010,0.00010,-34352.23000,-34352.23000,1.37070,,,66.96630,-580.33520,-580.33520,-580.04940,-580.04940,0.10520,0.96040,93.70900,-461.05910,-464.87700,-61.02010,-461.05700,0.02700,-1.0763,-1.0763
2010-06-30,0.32710,0.11230,0.21490,1.54460,1.23010,,2.77470,-2.55980,0.00220,-2.55760,,-2.55760,-2.55760,,-2.55760,-2.54030,-2.55980,0.00010,0.00010,-40947.86000,-40947.86000,2.42220,,,65.68130,-782.49290,-782.49290,-781.81170,-781.81170,0.06110,1.03860,86.65710,-98.30140,-98.50320,-47.78930,-98.30140,0.15170,-1.1248,-1.1248
2010-03-31,0.33230,0.11960,0.21270,1.31190,1.05060,,2.36260,-2.14990,0.00200,-2.14790,,-2.14790,-2.14790,,-2.14790,-2.13040,-2.14990,0.00010,0.00010,-34352.23000,-34352.23000,4.46370,,,63.99870,-646.98240,-646.98240,-646.38400,-646.38400,0.04520,1.07570,83.66980,-41.88410,-41.94010,-29.18700,-41.88410,0.29900,-1.61260,-1.61260
2009-12-31,0.28780,0.08400,0.20390,2.70030,0.88180,,3.58210,-3.37830,0.00240,-3.37590,,-3.37590,-3.37590,,-3.37590,-3.35880,-3.37830,14.71350,14.71350,-0.22000,-0.22000,4.50620,,,70.82520,-1173.68500,-1173.68500,-1172.84700,-1172.84700,0.02830,1.04630,86.01870,-46.42340,-46.47690,-33.24220,-46.42340,0.42400,-0.1832,-0.1832
2009-09-30,0.37840,0.12570,0.25270,1.43530,0.97500,,2.41020,-2.15750,0.00540,-2.15220,,-2.15220,-2.15220,,-2.15220,-2.13800,-2.15750,14.38580,14.38580,-0.15000,-0.15000,4.13900,,,66.79050,-570.22770,-570.22770,-568.80420,-568.80420,0.05360,0.77790,115.69400,-45.71000,-45.80610,-30.48280,-45.71000,0.32720,-0.1187,-0.1188
2009-06-30,0.33220,0.10910,0.22310,1.13400,0.64910,,1.78310,-1.55990,0.00540,-1.55450,,-1.55450,-1.55450,,-1.55450,-1.53750,-1.55990,14.35720,14.35720,-0.11000,-0.11000,6.50060,,,67.15550,-469.52070,-469.52070,-467.89530,-467.89530,0.03770,0.96160,93.59120,-22.84490,-22.88320,-17.62170,-22.84490,0.47400,-0.1265,-0.1264
2009-03-31,0.36070,0.13050,0.23010,1.56140,0.75930,,2.32070,-2.09050,0.02440,-2.06610,,-2.06610,-2.06610,,-2.06610,-2.06760,-2.09050,14.35720,14.35720,-0.14000,-0.14000,7.22980,,,63.80570,-579.62430,-579.62430,-572.84610,-572.84610,0.03430,1.77410,50.73010,-24.73950,-24.77780,-19.62900,-24.73950,0.58170,-0.10390,-0.10390
