Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5044.00000,3311.00000,1733.00000,833.00000,995.00000,738.00000,10.00000,748.00000,170.00000,578.00000,582.00000,582.00000,871.00000,738.00000,496.00000,496.00000,1.17000,1.17000,2.22790,0.07570,0.08410,34.35770,14.63120,14.63120,14.82950,11.53850,0.25010,1.19920,75.04760,4.02710,10.32100,2.88630,3.72240,29.13710,1.7105,1.5964
2024-06-30,4850.00000,3204.00000,1646.00000,781.00000,938.00000,708.00000,20.00000,728.00000,165.00000,563.00000,566.00000,566.00000,841.00000,708.00000,497.00000,498.00000,1.14000,1.14000,2.45930,0.04070,0.04480,33.93810,14.59790,14.59790,15.01030,11.67010,0.26100,1.22070,73.72580,4.07250,8.87980,3.04630,3.90670,27.96380,0.5261,0.3675
2024-03-31,4760.00000,3146.00000,1614.00000,765.00000,919.00000,695.00000,27.00000,722.00000,179.00000,543.00000,546.00000,546.00000,828.00000,695.00000,497.00000,498.00000,1.10000,1.10000,2.35260,0.04240,0.04680,33.90760,14.60080,14.60080,15.16810,11.47060,0.25860,1.24540,72.26470,4.04740,9.21360,2.96610,3.87560,27.14290,0.19080,0.03210
2023-12-31,4758.00000,3081.00000,1677.00000,786.00000,953.00000,724.00000,25.00000,749.00000,195.00000,554.00000,558.00000,558.00000,860.00000,724.00000,505.00000,505.00000,1.11000,1.12000,2.25200,0.04380,0.04830,35.24590,15.21650,15.21650,15.74190,11.72760,0.25740,1.23620,72.80580,4.21860,9.31090,3.01900,4.03380,26.56020,1.4594,1.3049
2023-09-30,4897.00000,3209.00000,1688.00000,801.00000,1002.00000,686.00000,27.00000,713.00000,191.00000,522.00000,525.00000,525.00000,832.00000,686.00000,504.00000,505.00000,1.04000,1.04000,2.23350,0.04550,0.05020,34.47010,14.00860,14.00860,14.55990,10.72090,0.27090,1.28630,69.96730,4.07550,9.21860,2.90390,3.89000,25.71260,1.6456,1.4997
2023-06-30,4886.00000,3231.00000,1655.00000,830.00000,1078.00000,577.00000,10.00000,587.00000,124.00000,463.00000,463.00000,463.00000,718.00000,577.00000,506.00000,507.00000,0.92000,0.91000,2.27450,0.04600,0.05010,33.87230,11.80930,11.80930,12.01390,9.47610,0.27190,1.30120,69.16700,3.58830,8.25310,2.57690,3.42330,25.55050,0.0767,-0.0582
2023-03-31,4812.00000,3143.00000,1669.00000,835.00000,967.00000,702.00000,36.00000,738.00000,158.00000,580.00000,580.00000,580.00000,834.00000,702.00000,509.00000,509.00000,1.14000,1.14000,2.17650,0.04740,0.05100,34.68410,14.58850,14.58850,15.33670,12.05320,0.26520,1.29420,69.53870,4.58100,10.82290,3.19610,4.36390,24.97240,1.43220,1.23970
2022-12-31,4839.00000,3152.00000,1687.00000,860.00000,1001.00000,686.00000,28.00000,714.00000,193.00000,521.00000,521.00000,521.00000,827.00000,686.00000,518.00000,519.00000,1.02000,1.01000,2.17090,0.04930,0.05250,34.86260,14.17650,14.17650,14.75510,10.76670,0.27110,1.27480,70.60140,4.23270,9.59310,2.91840,4.02410,24.18270,1.3387,1.1671
2022-09-30,4857.00000,3080.00000,1777.00000,838.00000,979.00000,798.00000,14.00000,812.00000,183.00000,629.00000,629.00000,629.00000,939.00000,798.00000,516.00000,517.00000,1.22000,1.22000,2.27020,0.05050,0.05320,36.58640,16.42990,16.42990,16.71810,12.95040,0.28000,1.31770,68.30140,5.26010,11.44680,3.62600,4.99440,23.26460,2.0085,1.8533
2022-06-30,4906.00000,3119.00000,1787.00000,883.00000,1027.00000,760.00000,1.00000,761.00000,184.00000,577.00000,577.00000,577.00000,904.00000,760.00000,520.00000,521.00000,1.11000,1.11000,2.22740,0.04840,0.05410,36.42480,15.49120,15.49120,15.51160,11.76110,0.28430,1.29620,69.43540,4.82850,10.82150,3.34340,4.59470,23.06950,1.0179,0.9336
2022-03-31,4826.00000,3097.00000,1729.00000,862.00000,1005.00000,724.00000,5.00000,729.00000,170.00000,559.00000,563.00000,563.00000,867.00000,724.00000,524.00000,525.00000,1.07000,1.07000,2.22130,0.04900,0.05470,35.82680,15.00210,15.00210,15.10570,11.66600,0.27680,1.31750,68.31120,4.70220,10.82480,3.22930,4.47180,22.98080,0.58290,0.35430
2021-12-31,4777.00000,3030.00000,1747.00000,871.00000,1015.00000,732.00000,5.00000,737.00000,162.00000,575.00000,576.00000,576.00000,876.00000,732.00000,527.00000,528.00000,1.10000,1.10000,2.08050,0.04960,0.05540,36.57110,15.32340,15.32340,15.42810,12.05780,0.26760,1.34300,67.01490,4.80360,11.17800,3.22650,4.56530,22.84000,1.5505,1.4289
2021-09-30,4744.00000,2947.00000,1797.00000,924.00000,1068.00000,729.00000,2.00000,731.00000,187.00000,544.00000,544.00000,544.00000,873.00000,729.00000,525.00000,526.00000,1.04000,1.03000,2.10760,0.05220,0.05840,37.87940,15.36680,15.36680,15.40890,11.46710,0.27530,1.35160,66.58940,4.71160,11.10880,3.15690,4.46560,21.99240,1.8075,1.7094
2021-06-30,4585.00000,2863.00000,1722.00000,881.00000,1026.00000,696.00000,-2.00000,694.00000,184.00000,510.00000,512.00000,512.00000,841.00000,696.00000,527.00000,528.00000,0.97000,0.97000,2.02670,0.05440,0.06100,37.55730,15.17990,15.17990,15.13630,11.16690,0.27240,1.34100,67.11230,4.56940,11.30490,3.04240,4.32070,21.34290,1.0265,0.8836
2021-03-31,4401.00000,2764.00000,1637.00000,827.00000,968.00000,669.00000,-4.00000,665.00000,160.00000,505.00000,505.00000,505.00000,810.00000,669.00000,530.00000,531.00000,0.95000,0.95000,2.09370,0.05590,0.06270,37.19610,15.20110,15.20110,15.11020,11.47470,0.26420,1.36170,66.09410,4.57550,10.72640,3.03120,4.31960,20.90340,0.34090,0.17510
2020-12-31,4184.00000,2662.00000,1522.00000,874.00000,1057.00000,465.00000,2.00000,467.00000,152.00000,315.00000,316.00000,316.00000,613.00000,465.00000,540.00000,541.00000,0.60000,0.59000,1.93530,0.05770,0.06470,36.37670,11.11380,11.11380,11.16160,7.55260,0.24720,1.35540,66.40300,2.91620,6.64010,1.86730,2.74810,20.44530,1.6763,1.5096
2020-09-30,4243.00000,2647.00000,1596.00000,804.00000,993.00000,603.00000,21.00000,624.00000,276.00000,348.00000,348.00000,348.00000,741.00000,603.00000,542.00000,543.00000,0.64000,0.64000,2.61500,0.17800,0.21990,37.61490,14.21160,14.21160,14.70660,8.20170,0.22580,1.36080,66.13720,3.12390,6.79420,1.85230,2.56790,20.66790,1.6934,1.5033
2020-06-30,4000.00000,2615.00000,1385.00000,711.00000,918.00000,467.00000,28.00000,495.00000,134.00000,361.00000,361.00000,361.00000,604.00000,467.00000,541.00000,541.00000,0.67000,0.67000,2.65600,0.18080,0.22410,34.62500,11.67500,11.67500,12.37500,9.02500,0.21960,1.24690,72.18000,3.29020,6.49870,1.98180,2.69540,20.24350,1.818,1.6443
2020-03-31,4225.00000,2747.00000,1478.00000,711.00000,899.00000,579.00000,-69.00000,510.00000,142.00000,368.00000,367.00000,367.00000,715.00000,579.00000,546.00000,546.00000,0.67000,0.67000,2.89870,0.18630,0.23250,34.98230,13.70410,13.70410,12.07100,8.68640,0.24240,1.31210,68.59170,3.45800,6.56060,2.10570,2.81380,19.61740,0.91030,0.70510
2019-12-31,4284.00000,2749.00000,1535.00000,676.00000,909.00000,626.00000,,626.00000,174.00000,452.00000,395.00000,395.00000,759.00000,626.00000,559.00000,560.00000,0.73000,0.72000,2.55150,0.05970,0.06700,35.83100,14.61250,14.61250,14.61250,9.22040,0.26440,1.31570,68.40340,3.58370,6.58110,2.43770,3.36970,20.11310,1.6295,1.4721
2019-09-30,4248.00000,2681.00000,1567.00000,706.00000,898.00000,669.00000,-11.00000,658.00000,160.00000,498.00000,497.00000,497.00000,796.00000,669.00000,551.00000,551.00000,0.90000,0.90000,2.53200,0.06210,0.06980,36.88800,15.74860,15.74860,15.48960,11.69960,0.26810,1.23560,72.83900,4.64400,8.54540,3.13680,4.35540,19.45820,1.3365,1.1521
2019-06-30,4141.00000,2629.00000,1512.00000,719.00000,893.00000,619.00000,57.00000,676.00000,167.00000,509.00000,509.00000,509.00000,752.00000,619.00000,564.00000,564.00000,0.90000,0.90000,2.55170,0.06370,0.07070,36.51290,14.94810,14.94810,16.32460,12.29170,0.26690,1.22300,73.59090,4.82140,8.85990,3.28030,4.51440,19.12500,1.0287,0.8548
2019-03-31,4110.00000,2575.00000,1535.00000,871.00000,996.00000,539.00000,44.00000,583.00000,142.00000,441.00000,441.00000,441.00000,672.00000,539.00000,573.00000,575.00000,0.77000,0.77000,2.89820,0.06130,0.06700,37.34790,13.11440,13.11440,14.18490,10.72990,0.25530,1.21710,73.94890,3.96010,6.98560,2.73980,3.71740,19.57120,0.46780,0.28350
2018-12-31,4129.00000,2540.00000,1589.00000,757.00000,896.00000,693.00000,122.00000,815.00000,168.00000,647.00000,648.00000,648.00000,824.00000,693.00000,582.00000,584.00000,1.12000,1.12000,3.17710,0.06050,0.06520,38.48390,16.78370,16.78370,19.73840,15.69390,0.26060,1.29440,69.53260,5.67230,9.53920,4.08940,5.32890,19.79900,1.1798,1.0187
2018-09-30,4078.00000,2480.00000,1598.00000,734.00000,853.00000,745.00000,-83.00000,662.00000,185.00000,477.00000,477.00000,477.00000,872.00000,745.00000,579.00000,580.00000,0.82000,0.82000,3.24060,0.05380,0.06600,39.18590,18.26880,18.26880,16.23350,11.69690,0.26700,1.27960,70.33600,4.34510,6.89310,3.12300,4.11140,18.92760,1.5043,1.3389
2018-06-30,4006.00000,2417.00000,1589.00000,805.00000,919.00000,670.00000,-47.00000,623.00000,168.00000,455.00000,456.00000,456.00000,793.00000,670.00000,585.00000,586.00000,0.78000,0.78000,3.27280,0.05740,0.07030,39.66550,16.72490,16.72490,15.55170,11.38290,0.27060,1.25030,71.98200,4.28250,6.95970,3.07980,4.03650,18.35860,1.0956,0.9394
2018-03-31,3912.00000,2401.00000,1511.00000,711.00000,818.00000,693.00000,4.00000,697.00000,177.00000,520.00000,520.00000,520.00000,810.00000,693.00000,587.00000,589.00000,0.89000,0.88000,3.64120,0.05770,0.07030,38.62470,17.71470,17.71470,17.81700,13.29240,0.26000,1.24390,72.35430,4.73240,7.10380,3.45630,4.45930,18.75090,0.65870,0.49580
