Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,26.29000,6.75600,-33.04600,2.41700,-30.62900,-30.62900,-30.62900,-30.62900,-32.54400,-33.04600,49.47100,49.47100,-0.62000,-0.62000,8.10750,-17.57850,-17.57850,-14.98410,-17.57850,3.56690,-0.4009,-0.4057
2024-06-30,23.42700,6.85200,-30.27900,2.67700,-27.60200,-27.60200,-27.60200,-27.60200,-30.20600,-30.27900,48.93800,48.93800,-0.56000,-0.56000,11.52330,-13.83430,-13.83430,-12.69540,-13.83430,4.13160,-0.4285,-0.4443
2024-03-31,21.95400,6.07700,-28.03100,2.98400,-25.04700,-25.04700,-25.04700,-25.04700,-28.06100,-28.03100,47.85860,49.30290,-0.51000,-0.51000,12.65750,-11.29670,-11.29670,-10.41640,-11.29670,4.59530,-0.48650,-0.50300
2023-12-31,17.40500,5.74100,-23.14600,2.26000,-20.88600,-20.88600,-20.88600,-20.88600,-23.07300,-23.14600,39.19240,40.94600,-0.46000,-0.46000,15.28640,-8.84260,-8.84260,-8.23420,-8.84260,4.93900,-0.4268,-0.4316
2023-09-30,13.78700,4.88100,-18.66800,2.22000,-16.44800,-16.44800,-16.44800,-16.44800,-18.87600,-18.66800,42.11000,42.11000,-0.37000,-0.37000,15.65350,-10.22100,-10.22100,-9.49180,-10.22100,3.86280,-0.2245,-0.2247
2023-06-30,11.79700,4.09300,-15.89000,1.40300,-14.48700,-14.48700,-14.48700,-14.48700,-15.59900,-15.89000,37.31200,37.31200,-0.37000,-0.37000,20.93520,-8.31910,-8.31910,-7.84620,-8.31910,4.37610,-0.2986,-0.2996
2023-03-31,12.43500,4.52100,-16.95600,1.10200,-15.85400,-15.85400,-15.85400,-15.85400,-16.50000,-16.95600,35.23110,35.23110,-0.45000,-0.45000,10.28850,-17.29820,-17.29820,-15.32570,-17.29820,2.92430,-0.35790,-0.36870
2022-12-31,12.40000,3.90200,-16.30200,0.61000,-15.69200,-15.69200,-15.69200,-15.69200,-15.30500,-16.30200,26.01420,29.34290,-0.52000,-0.56000,11.46950,-15.01340,-15.01340,-13.41560,-15.01340,3.54970,-0.5244,-0.5421
2022-09-30,8.21600,3.56200,-11.77800,0.35100,-11.42700,-11.42700,-11.42700,-11.42700,-11.47000,-11.77800,29.01400,32.42650,-0.39000,-0.35000,15.20000,-13.30670,-13.30670,-12.46470,-13.30670,2.95970,-0.2167,-0.2465
2022-06-30,9.51400,3.54600,-13.06000,0.15000,-12.91000,-12.91000,-12.91000,-12.91000,-12.89600,-13.06000,25.40400,28.98700,-0.45000,-0.45000,15.22430,-13.51410,-13.51410,-12.65490,-13.51410,3.82530,-0.3971,-0.4282
2022-03-31,9.17000,3.82900,-12.99900,0.05300,-12.94600,-12.94600,-12.94600,-12.94600,-12.82800,-12.99900,24.84850,28.95660,-0.45000,-0.45000,16.06910,-12.13080,-12.13080,-11.39060,-12.13080,4.25770,-0.44240,-0.44740
2021-12-31,9.91900,3.97400,-13.89300,0.00500,-13.88800,-13.88800,-13.88800,-13.88800,-13.65900,-13.89300,21.36050,25.73730,-0.49000,-0.49000,14.86170,-11.77390,-11.77390,-10.99290,-11.77390,4.07770,-0.543,-0.5546
2021-09-30,8.16900,3.39400,-11.56300,0.00300,-11.56000,-11.56000,-11.56000,-11.56000,-11.33000,-11.56300,25.84680,30.15930,-0.45000,-0.45000,20.06510,-9.91300,-9.91300,-9.42610,-9.91300,4.20510,-0.1657,-0.1798
2021-06-30,7.85000,3.29500,-11.14500,0.00600,-11.13900,-11.13900,-11.13900,-11.13900,-10.96200,-11.14500,20.41950,24.73200,-0.45000,-0.45000,18.74930,-10.99290,-10.99290,-10.41710,-10.99290,4.05750,-0.2517,-0.2672
2021-03-31,6.55600,3.15600,-9.71200,0.01000,-9.70200,-9.70200,-9.70200,-9.70200,-9.56700,-9.71200,19.18810,23.76130,-0.41000,-0.41000,26.64550,-9.39080,-9.39080,-9.04340,-9.39080,4.25910,-0.36490,-0.36900
2020-12-31,5.77500,3.55500,-9.33000,0.02100,-9.30900,-9.30900,-9.30900,-9.30900,-9.18200,-9.33000,17.41790,23.14520,-0.40000,-0.40000,21.91800,-8.49800,-8.49800,-8.11430,-8.49800,5.65040,2.9239,2.9911
2020-09-30,5.65000,2.76600,-8.41600,0.02300,-8.39300,-8.39300,-8.39300,-8.39300,-8.27300,-8.41600,4.31250,4.31250,-0.36000,-0.36000,27.95260,-7.14270,-7.14270,-6.89250,-7.14270,4.88480,-3.5344,-3.6183
2020-06-30,5.33100,2.86100,-8.19200,0.04000,-8.15200,-8.15200,-8.15200,-8.15200,-8.08600,-8.19200,23.02300,23.02300,-0.35000,-0.35000,37.83970,-6.54070,-6.54070,-6.37380,-6.54070,5.18580,-0.3297,-0.3305
2020-03-31,4.62000,3.27500,-7.89500,0.41000,-7.48500,-7.48500,-7.48500,-7.48500,-7.81900,-7.89500,16.38000,22.78900,-0.33000,-0.33000,41.19230,-5.68300,-5.68300,-5.54590,-5.68300,5.48010,-0.21640,-0.22630
2019-12-31,3.02600,2.83400,-5.86000,0.45700,-5.40300,-5.40300,-5.40300,-5.40300,-5.80900,-5.86000,4.34600,5.46900,6.02000,6.02000,44.66220,-3.90610,-3.90610,-3.81920,-3.90610,5.75520,-1.4304,-1.4797
2019-09-30,3.22000,1.81100,-5.03100,0.38100,-4.65000,-4.65000,-4.65000,-4.65000,-4.99900,-5.03100,5.42900,5.42900,-2.17000,-2.17000,23.41680,17.83320,-6.46920,-6.20470,-6.46920,18.67960,1.8796,2.0134
2019-06-30,2.66400,1.13800,-3.80200,0.44400,-3.35800,-3.35800,-3.35800,-3.35800,-3.80200,-3.80200,1.79900,1.79900,-1.87000,-1.87000,,,,,,,-1.8369,-1.9253
2019-03-31,2.76100,1.22900,-3.99000,0.45800,-3.53200,-3.53200,-3.53200,-8.85800,-3.99000,-3.99000,1.46500,1.46500,-6.05000,-6.05000,,,,,,,-1.54610,-1.66890
2018-12-31,,,,,,,,,,,,,,0.00000,,,,,,,2.8121,2.8121
