Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,21.99300,6.32500,15.66800,7.52800,24.60700,38.16000,-22.49200,-2.59400,-25.08600,-2.57500,-22.51100,-22.51100,0.76500,-21.74600,-13.64400,-22.49200,38.08700,38.08700,-0.57000,-0.57000,0.66360,1.32370,-5.61020,71.24080,-102.26890,-102.26890,-114.06360,-98.87690,0.06540,0.64950,138.55820,89.46780,15.65880,-6.69120,-28.95860,-0.65850,0.0989,0.054
2024-06-30,30.99200,6.58000,24.41200,6.64500,29.43900,42.07400,-17.66200,-4.61200,-22.27400,-0.04300,-22.23100,-22.23100,,-22.23100,-9.00000,-17.66200,37.81400,37.81400,-0.59000,-0.59000,0.78120,1.04450,-24.84830,78.76870,-56.98890,-56.98890,-71.87020,-71.73140,0.09630,0.57470,156.60270,390.42760,14.16270,-6.90830,-17.36230,-0.15000,-1.1614,-1.2004
2024-03-31,31.63600,7.04600,24.59000,9.21500,31.22400,46.43000,-21.84000,-4.40300,-26.24300,-1.04500,-25.19800,-25.19800,,-25.19800,-13.01500,-21.84000,37.35300,37.35300,-0.67000,-0.67000,0.87200,0.90020,9.54420,77.72790,-69.03530,-69.03530,-82.95300,-79.64980,0.08800,0.69150,130.14950,-169.51220,17.69450,-7.00640,-16.91270,0.39500,0.42650,0.37560
2023-12-31,41.36200,6.65600,34.70600,9.63400,34.33800,50.09000,-15.38400,29.35000,13.96600,-0.40000,14.36600,14.36600,,12.17500,-9.00300,-15.38400,36.90900,36.90900,0.33000,0.33000,0.96840,0.77920,3.68040,83.90790,-37.19360,-37.19360,33.76530,29.43520,0.10920,1.22030,73.75250,37.65960,-14.53980,3.79190,8.31700,1.02580,-0.7699,-0.799
2023-09-30,27.96800,7.02600,20.94200,10.41000,29.26100,46.12500,-25.18300,-2.55200,-27.73500,-1.00300,-26.73200,-26.73200,2.19100,-24.54100,-17.10800,-25.18300,36.99200,36.99200,-0.66000,-0.66000,0.86650,0.88100,7.40070,74.87840,-90.04220,-90.04220,-99.16690,-87.74670,0.07780,0.56280,159.90380,-142.92920,17.93110,-7.43750,-17.01390,0.50440,0.2879,0.2514
2023-06-30,27.96700,7.76500,20.20200,10.51900,32.14900,48.38200,-28.18000,3.51000,-24.67000,-1.37400,-23.29600,-23.29600,,-23.29600,-21.57400,-28.18000,36.84900,36.84900,-0.63000,-0.63000,0.94470,0.77970,3.53880,72.23510,-100.76160,-100.76160,-88.21110,-83.29820,0.07860,0.58730,153.23850,-59.65230,17.10830,-6.54530,-13.14290,1.05830,-0.6651,-0.6987
2023-03-31,30.26300,6.80900,23.45400,11.52700,30.08700,47.04300,-23.58900,0.35500,-23.23400,-0.27100,-22.96300,-22.96300,,-22.96300,-17.46700,-23.58900,36.58800,36.58800,-0.63000,-0.63000,1.44860,0.69440,2.27240,77.50060,-77.94670,-77.94670,-76.77360,-75.87810,0.08350,0.55970,160.80330,-37.81790,38.08440,-6.33340,-11.55650,1.65030,-0.92340,-0.96290
2022-12-31,43.89000,6.70700,37.18300,10.85400,30.83000,47.13300,-9.95000,18.41300,8.46300,3.75200,4.71100,4.71100,,4.71100,-3.66200,-9.95000,36.03400,36.03400,0.13000,0.13000,1.43800,0.63310,1.72530,84.71860,-22.67040,-22.67030,19.28230,10.73370,0.10330,0.78370,114.83460,5.89970,-10.17250,1.10910,2.16480,2.19850,0.784,0.7562
2022-09-30,37.19600,7.09700,30.09900,11.78400,16.42200,33.71000,-3.61100,-1.24900,-4.86000,0.02600,-4.88600,-4.88600,,-4.88600,2.51600,-3.61100,36.20200,36.20200,-0.13000,-0.13000,1.73710,0.73470,2.76920,80.92000,-9.70800,-9.70800,-13.06590,-13.13580,0.07920,0.43280,207.96830,-6.90380,8.02470,-1.04000,-1.83160,1.94850,-0.5615,-0.6034
2022-06-30,34.23500,6.70500,27.53000,11.06800,14.88000,31.15900,-3.62900,-1.23100,-4.86000,-1.60700,-3.25300,-3.25300,,-3.25300,2.12700,-3.62900,36.08400,36.08400,-0.09000,-0.09000,1.77780,0.73590,2.78660,80.41480,-10.60030,-10.60030,-14.19600,-9.50200,0.07570,0.68290,131.79670,-4.63250,5.00950,-0.71980,-1.22340,1.94370,-0.4044,-0.4462
