,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,--,$-0.59
1,2024-08-08,2024-06-30,--,$-1.40
2,2024-06-17,2024-03-31,--,$-1.40
3,2024-02-08,2023-12-31,--,$-1.20
4,2023-11-13,2023-09-30,--,$-4.00
5,2023-08-10,2023-06-30,--,$-5.80
6,2023-06-21,2023-03-31,--,$-4.60
7,2023-02-14,2022-12-31,--,$-10.00
8,2022-11-14,2022-09-30,--,$-3.80
9,2022-08-11,2022-06-30,--,$-5.80
10,2022-07-13,2022-03-31,--,$-19.00
11,2022-02-11,2021-12-31,--,$-6.20
12,2021-11-15,2021-09-30,--,$-0.80
13,2021-08-16,2021-06-30,--,$-10.40
14,2021-07-14,2021-03-31,--,$-32.80
15,2021-02-16,2020-12-31,--,$-6.20
16,2020-11-20,2020-09-30,--,$1.40
17,2020-08-14,2020-06-30,--,$0.40
18,2020-07-10,2020-03-31,--,$-25.20
19,2020-02-14,2019-12-31,--,$-14.40
20,2019-11-14,2019-09-30,--,$-18.20
21,2019-08-13,2019-06-30,--,$10.80
22,2019-07-08,2019-03-31,--,$-49.00
23,2019-02-14,2018-12-31,$-37.80,$-46.80
24,2018-11-08,2018-09-30,--,$-79.21
25,2018-08-08,2018-06-30,--,$-99.01
26,2018-06-13,2018-03-31,$-117.01,$-167.42
27,2018-02-07,2017-12-31,$-113.41,$-131.41
28,2017-11-09,2017-09-30,$-135.01,$-120.61
29,2017-08-08,2017-06-30,--,$-147.61
30,2017-06-05,2017-03-31,--,$-124.21
31,2017-02-09,2016-12-31,--,$32.40
32,2016-11-10,2016-09-30,--,$-82.81
33,2016-07-28,2016-06-30,--,$-109.81
34,2016-06-16,2016-03-31,--,$-144.01
35,2016-02-04,2015-12-31,--,$-171.02
36,2015-11-05,2015-09-30,$-126.01,$-99.01
37,2015-07-30,2015-06-30,$-108.01,$-117.01
38,2015-06-11,2015-03-31,$-225.02,$207.02
39,2015-02-12,2014-12-31,$-162.02,$-198.02
