Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.66660,0.09710,0.56960,0.07240,2.14840,2.22080,-1.65130,-0.10400,-1.75520,-1.75520,-1.75520,-1.75520,-1.60110,-1.65130,7.17220,7.17220,-0.25000,-0.25000,0.23720,,-0.08230,85.44160,-247.70640,-247.70640,-263.30150,-263.30150,0.58310,4.32140,12.67490,7.10060,97.72990,92.71540,-153.52760,97.84280,-0.25700,-0.1793,-0.1798
2024-06-30,0.61150,0.07350,0.53800,0.05430,2.69060,2.74480,-2.20680,-0.71090,-2.91770,-2.91770,-2.91770,-2.91770,-2.13200,-2.20680,6.92100,6.92100,-0.42000,-0.42000,0.27810,,-0.90660,87.98720,-360.88830,-360.88830,-477.13980,-477.13980,0.23220,1.71990,4.15620,21.65460,55.48690,54.42260,-110.79890,55.48680,-0.76860,-0.2224,-0.2236
2024-03-31,0.64660,0.07510,0.57160,0.00560,2.39810,2.40370,-1.83210,-0.28850,-2.12070,-2.12070,-2.12070,-2.12070,-1.79970,-1.83210,6.55060,6.55060,-0.32000,-0.32000,0.10690,,-0.43840,88.38900,-283.33140,-283.33140,-327.95180,-327.95180,0.68370,3.71800,7.14250,12.60070,66.59390,64.45930,-224.23450,66.59390,-0.48290,-0.20340,-0.20560
2023-12-31,0.53150,0.07230,0.45910,-0.00220,2.08970,2.08750,-1.62830,0.03600,-1.59230,-1.59230,-1.59230,-1.59230,-1.61790,-1.62830,3.25230,3.25230,0.27000,0.27000,0.12870,,-0.10550,86.38750,-306.39150,-306.39140,-299.60910,-299.60900,1.04310,3.40930,7.26360,12.39050,113.47280,105.35840,-312.52260,113.47270,-0.21560,-0.9371,-0.9426
2023-09-30,0.47750,0.06730,0.41020,0.04500,3.38760,3.43250,-3.02230,-5.60300,-8.62540,-8.62540,-8.62540,-8.62540,-1.68110,-3.02230,3.62550,3.62550,-2.38000,-2.38000,0.42830,,-0.18310,85.90730,-633.00360,-633.00360,-1806.51000,-1806.51000,0.38630,1.94870,3.60670,24.95370,812.88170,736.08950,-697.89120,812.87990,-0.20610,-0.4981,-0.496
2023-06-30,0.64600,0.06780,0.57820,0.10980,1.58600,1.69580,-1.11750,-1.11810,-2.23560,-2.23560,-2.23560,-2.23560,-0.21940,-1.11750,2.00330,2.00330,-1.21000,-1.21000,0.03100,-0.00390,-0.15660,89.50300,-172.98830,-172.98830,-346.05900,-346.05900,0.41960,1.53410,2.72390,33.04120,22.39360,22.23180,-145.19890,22.48240,-5.08460,-0.3121,-0.3144
2023-03-31,0.80510,0.09590,0.70920,0.01680,1.58870,1.60550,-0.89630,-1.27710,-2.17340,-2.17340,-2.17340,-2.17340,1.77620,-0.89630,2.00330,2.00330,-1.18000,-1.18000,,,,88.08860,-111.32320,-111.32320,-269.95190,-269.95190,,,,,,,,,,-0.31090,-0.31470
2022-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,1.0477,1.0535
2022-09-30,0.61880,0.06760,0.55120,0.08620,1.66810,1.75430,-1.20310,-0.87660,-2.07970,-2.07970,-2.07970,-2.07970,-1.17870,-1.20310,1.98880,1.98880,-1.14000,-1.14000,,,,89.06960,-194.42700,-194.42700,-336.08040,-336.08040,,,,,,,,,,-0.4528,-0.4586
2022-06-30,0.68260,0.07900,0.60360,0.01370,1.25950,1.27320,-0.66960,-0.84690,-1.51650,-1.51650,-1.51650,-1.51650,-0.66960,-0.66960,1.97010,1.97010,-0.87000,-0.87000,,,,88.42500,-98.09560,-98.09560,-222.17580,-222.17580,,,,,,,,,,-0.5949,-0.5949
