Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4385.20500,3021.70100,1363.50400,376.06320,488.22240,864.28500,499.21830,-61.57760,437.64080,107.76080,329.88000,329.88000,329.88000,533.59090,499.21830,201.57560,207.39950,1.63840,1.59440,1.70560,,,31.09330,11.38420,11.38420,9.97990,7.52260,0.37790,5.13920,17.51250,6.47530,8.70320,2.84280,6.47530,25.21020,3.8451,3.8234
2024-06-30,4099.75800,2902.24600,1197.51300,408.14510,502.91230,911.05700,286.45530,4.30760,290.76300,-4.30760,295.07060,295.07060,295.07060,318.48950,286.45530,199.95900,206.12000,1.47540,1.43230,1.56290,0.23700,0.31060,29.20940,6.98710,6.98710,7.09220,7.19730,0.37520,4.83120,18.62880,6.43340,9.06080,2.70060,4.90860,22.84030,2.5487,2.5387
2024-03-31,3947.60500,2857.56300,1090.04300,422.33730,485.30790,907.64500,182.39750,6.51420,188.91180,-24.97110,213.88290,213.88290,213.88290,216.05420,182.39750,198.02500,203.77300,1.08000,1.05000,1.42310,,,27.61280,4.62050,4.62050,4.78550,5.41800,0.40070,4.55640,19.75250,5.95350,9.49860,2.17080,5.95350,18.04830,1.12420,1.09760
2023-12-31,3953.98600,2898.11700,1055.86900,504.46770,632.15610,1136.62400,-80.75510,-61.35250,-142.10790,-66.39410,-75.71380,-75.71380,-75.71390,-44.71330,-80.75540,194.73200,194.73200,-0.38110,-0.38110,1.28610,,,26.70390,-2.04240,-2.04240,-3.59400,-1.91490,0.43770,4.16100,21.62970,-2.77270,-5.37300,-0.83820,-2.77270,13.85110,2.2239,2.2179
2023-09-30,3653.75900,2690.52500,963.23390,401.61960,526.78560,928.40500,34.82860,44.62440,79.45320,8.70720,70.74600,70.74600,70.74600,73.83500,34.82860,194.88200,198.01200,0.35920,0.35920,1.26860,0.36110,0.56520,26.36280,0.95320,0.95320,2.17460,1.93630,0.44220,4.44640,20.24130,3.03880,7.54940,0.85620,1.94150,11.93040,1.1517,1.1467
2023-06-30,3464.20100,2628.95400,835.24630,493.95120,610.62400,1104.57600,-269.32890,6.54240,-262.78640,66.51440,-329.30080,-329.30080,-329.30080,-220.60330,-269.32890,194.42000,194.42000,-1.69010,-1.69010,1.22080,,,24.11080,-7.77460,-7.77460,-7.58580,-9.50580,0.43450,4.96410,18.13030,-14.70300,-37.70290,-4.13020,-14.70300,11.50470,0.0766,0.0653
2023-03-31,3265.28300,2443.05800,822.22440,466.92900,522.74580,989.67500,-167.45040,-53.67000,-221.12040,20.39460,-241.51500,-241.51500,-241.51500,-120.22080,-167.45040,193.56200,193.56200,-1.24500,-1.24500,1.24110,,,25.18080,-5.12820,-5.12820,-6.77190,-7.39650,0.40400,5.43210,16.56810,-9.60720,-20.98880,-2.98840,-9.60720,12.95090,0.32720,0.31610
2022-12-31,3263.66500,2438.42500,825.24000,434.44280,642.29060,1076.73100,-251.49190,-71.46540,-322.95820,-23.12220,-299.83600,-299.83600,-299.83600,-193.19750,-251.49150,192.93500,195.84600,-1.55490,-1.42110,1.23780,,,25.28570,-7.70580,-7.70580,-9.89560,-9.18710,0.40570,4.45700,20.19290,-11.85270,-25.73080,-3.72690,-11.85270,13.08740,-0.3486,-0.3804
2022-09-30,3057.85900,2302.45900,755.39990,388.77920,596.26240,985.04200,-229.64180,84.60480,-145.03680,22.15840,-167.19520,-167.19520,-167.19520,-189.71410,-229.64180,193.07700,195.98900,-0.86600,-0.99700,1.30940,,,24.70360,-7.50990,-7.50990,-4.74310,-5.46770,0.39780,4.67080,19.26880,-7.43390,-20.26860,-2.17510,-7.43390,11.64540,0.1832,0.162
2022-06-30,3047.86900,2298.67200,749.19680,357.57120,598.08040,955.65200,-206.45480,110.67680,-95.77800,37.24700,-133.02500,-133.02500,-133.02500,-166.03280,-206.45480,192.94800,195.85950,-0.69170,-0.90460,1.35630,,,24.58100,-6.77370,-6.77370,-3.14250,-4.36450,0.38770,4.64180,19.38900,-5.43240,-11.74810,-1.69190,-5.43240,12.87380,0.2022,0.1777
2022-03-31,2986.17400,2233.17800,752.99630,280.55000,479.17940,759.72900,-6.73320,180.67420,173.94100,26.93280,147.00820,147.00820,147.00820,34.78830,-6.73320,192.47600,197.07730,0.76310,0.23570,1.39870,,,25.21610,-0.22550,-0.22550,5.82490,4.92300,0.37800,4.74330,18.97410,6.10150,12.35850,1.86110,6.10150,12.66690,0.21070,0.15370
2021-12-31,3091.98600,2273.79700,818.18870,290.16640,536.58830,826.75600,-8.56670,-2.39910,-10.96490,35.24970,-46.21460,-46.21460,-46.21460,30.84230,-8.56590,191.29800,193.94300,-0.24600,-0.69580,1.35520,,,26.46160,-0.27710,-0.27700,-0.35460,-1.49470,0.36450,4.17490,21.55760,-1.84340,-3.43860,-0.54480,-1.84340,13.04690,0.7354,0.6351
2021-09-30,2949.17900,2161.47400,787.70560,245.27360,453.99200,699.26500,88.43990,102.59040,191.03040,188.67200,2.35840,2.35840,2.35840,125.78580,88.43990,191.48550,194.55190,0.01180,0.01210,1.31280,0.35690,0.55500,26.70930,2.99880,2.99880,6.47740,0.08000,0.35780,4.34200,20.72770,0.09450,0.17290,0.02860,0.06080,13.03220,0.728,0.583
2021-06-30,2808.62200,2009.77300,798.84860,307.24950,477.14040,784.39000,14.45870,-4.81960,9.63920,33.73720,-24.09800,-24.09800,-24.09800,51.78960,14.45870,191.17290,194.08440,-0.12050,-0.22890,1.26340,0.30760,0.44420,28.44270,0.51480,0.51480,0.34320,-0.85800,0.31160,4.68070,19.22780,-0.74100,-1.14090,-0.26730,-0.51310,16.99460,0.3303,0.2079
2021-03-31,2588.42300,1927.75400,660.66870,236.29760,407.49280,643.79100,16.87820,88.00880,104.88720,77.15840,27.72880,27.72880,27.72880,53.04620,16.87820,190.56500,191.81600,0.14470,-0.30140,1.26600,0.27480,0.37890,25.52400,0.65210,0.65210,4.05220,1.07130,0.26710,4.82470,18.65390,0.70900,0.98670,0.28620,0.51420,20.47860,0.40850,0.25770
2020-12-31,2573.85800,1891.90100,681.95680,277.64900,489.60310,767.25200,-85.29540,-133.22160,-218.51740,-63.79850,-154.71890,-154.71890,-154.71890,-54.35810,-85.29490,187.58300,187.58300,-0.81740,-0.53840,0.81590,,,26.49550,-3.31390,-3.31390,-8.48990,-6.01120,0.35620,4.81460,18.69320,-4.82870,-6.86840,-2.14110,-4.82870,16.84510,0.6373,0.4282
2020-09-30,2308.77500,1737.13400,571.64090,205.74400,412.65700,618.40100,-46.76030,-88.84400,-135.60400,-17.53500,-118.06900,-118.06900,-118.06900,-10.36170,-46.76030,188.84300,189.05400,-0.61960,-0.67800,0.91550,,,24.75950,-2.02530,-2.02530,-5.87340,-5.11390,0.34260,4.98740,18.04560,-4.09570,-5.64560,-1.75230,-4.09570,15.20550,0.7628,0.6504
2020-06-30,2079.97800,1552.55100,527.42680,293.99370,417.31690,711.31100,-183.88380,-317.11680,-501.00050,-109.00890,-391.99160,-391.99160,-391.99160,-153.10760,-183.88380,186.55300,186.55300,-2.10300,-2.10300,0.82060,,,25.35730,-8.84070,-8.84070,-24.08680,-18.84600,0.34130,5.17530,17.39020,-16.76870,-25.07040,-6.43300,-16.76870,12.47830,0.2306,0.1484
2020-03-31,2038.71400,1518.00300,520.71040,178.71840,360.74640,539.46500,-18.75440,63.98560,45.23120,44.12800,1.10320,1.10320,1.10320,9.92880,-18.75440,185.04630,185.63210,0.00000,-0.22060,0.91620,,,25.54110,-0.91990,-0.91990,2.21860,0.05410,0.36770,5.04920,17.82470,0.04970,0.07700,0.01990,0.04970,12.38910,-0.05350,-0.12480
2019-12-31,2060.90600,1534.12800,526.77870,191.79500,420.03700,611.83200,-85.05350,-103.64040,-188.69380,40.91060,-229.60440,-229.60440,-229.60440,-57.66950,-85.05320,180.96100,180.96100,-1.27070,-0.18090,0.91470,,,25.56050,-4.12700,-4.12700,-9.15590,-11.14090,0.35930,4.53230,19.85770,-10.06400,-13.65780,-4.00240,-10.06400,12.37720,1.3634,1.1356
2019-09-30,1924.87200,1434.48000,490.39200,151.23200,279.11200,430.34400,60.04800,240.19200,300.24000,32.24800,267.99200,267.99200,267.99200,84.02000,60.04800,179.86400,188.47800,1.49010,0.40030,0.80540,,,25.47660,3.11960,3.11960,15.59790,13.92260,0.34370,4.46130,20.17330,12.40990,17.27600,4.78550,12.40990,12.36880,0.3201,0.1922
2019-06-30,1873.70800,1385.89200,487.81600,169.72400,321.46400,491.18800,-3.37190,-62.94400,-66.31600,19.10800,-85.42400,-85.42400,-85.42400,18.86030,-3.37190,180.40900,180.40900,-0.47210,-0.47210,0.75660,,,26.03480,-0.18000,-0.18000,-3.53930,-4.55910,0.32600,3.86770,23.26940,-3.90750,-5.32960,-1.48640,-3.90750,12.16300,0.5486,0.3015
2019-03-31,1716.19400,1292.54000,423.65340,176.04900,300.98700,477.03600,-53.38260,-138.56760,-191.95020,-30.66660,-161.28360,-161.28360,-161.28360,-29.53080,-53.38260,180.61400,180.61400,-0.89730,-0.89730,0.82610,,,24.68560,-3.11050,-3.11050,-11.18470,-9.39780,0.27020,3.84480,23.40830,-5.76770,-7.15730,-2.53890,-5.76770,15.47780,1.31430,1.08160
2018-12-31,1720.67000,1260.64900,460.02060,113.36870,232.72750,346.09600,113.92460,465.85920,579.78360,44.27850,535.50510,535.50510,535.50510,123.81180,113.92460,177.15400,181.21000,3.06610,2.99500,1.04610,,,26.73500,6.62090,6.62090,33.69520,31.12190,0.33600,3.62430,24.83250,21.65400,23.61630,10.45740,21.65400,13.67390,1.043,0.5991
2018-09-30,1571.97000,1174.32700,397.64340,156.96450,247.65510,404.62000,-6.97610,-88.36520,-95.34140,-145.33750,49.99610,49.99610,49.99610,0.65450,-6.97610,180.51100,188.12000,0.27900,0.26740,0.88130,,,25.29590,-0.44380,-0.44380,-6.06510,3.18050,0.32710,3.74520,24.03110,2.69760,3.02600,1.04040,2.69760,10.23130,0.4398,0.1423
