Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.50500,21.44700,7.05800,3.96700,4.84300,,8.81000,-1.75200,0.54100,-1.21100,0.96200,-2.17300,-2.17300,,-2.17300,-1.51000,-1.75200,26.89500,26.89500,-0.08000,-0.08000,6.41450,24.76060,-6.14630,-6.14630,-4.24840,-7.62320,0.20810,0.67730,1.97120,45.65830,-1.93420,-1.94900,-1.58640,-1.93420,4.16510,0.0362,0.0208
2024-06-30,14.52600,8.97800,5.54800,3.51100,5.30800,,8.81900,-3.27100,0.75900,-2.51200,0.75100,-3.26300,-3.26300,,-3.26300,-2.69500,-3.27100,26.66800,26.66800,-0.12000,-0.12000,3.86880,38.19360,-22.51820,-22.51820,-17.29310,-22.46320,0.09430,0.19710,0.82570,108.99630,-2.89820,-2.92110,-2.11930,-2.89820,4.18000,0.2235,0.1886
2024-03-31,9.63100,5.42700,4.20400,4.36900,4.28100,,8.65000,-4.44600,2.22100,-2.22500,0.47600,-2.70100,-2.70100,1.09500,-1.60600,-3.95200,-4.44600,26.52200,26.52200,-0.06000,-0.06000,4.00720,43.65070,-46.16340,-46.16340,-23.10250,-16.67530,0.06120,0.11850,0.38320,234.89150,-2.35030,-2.36920,-1.71770,-2.35030,4.32300,-0.24640,-0.26770
2023-12-31,12.90700,6.96900,5.93800,3.78500,4.06300,,7.84800,-1.91000,0.53400,-1.37600,0.52400,-1.90000,-1.90000,0.05500,-1.84500,-1.80000,-1.91000,26.12100,26.12100,-0.07000,-0.07000,4.10260,46.00600,-14.79810,-14.79810,-10.66090,-14.29460,0.08250,0.15910,0.69340,129.78770,-1.64480,-1.65850,-1.21400,-1.64480,4.37630,0.2142,0.1942
2023-09-30,17.91500,10.91600,6.99900,3.72000,4.70700,,8.42700,-1.42800,0.60000,-0.82800,0.79600,-1.62400,-1.62400,0.04800,-1.57600,-1.38300,-1.42800,26.28700,26.28700,-0.06000,-0.06000,3.87360,39.06780,-7.97100,-7.97100,-4.62180,-8.79710,0.11700,0.25480,0.64030,140.56380,-1.39710,-1.40910,-1.06090,-1.39710,4.40740,-0.2741,-0.2954
2023-06-30,10.30100,7.73100,2.57000,3.64700,4.37500,,8.02200,-5.45200,0.65000,-4.80200,0.11600,-4.91800,-4.91800,0.04000,-4.87800,-5.43300,-5.45200,26.03200,26.03200,-0.19000,-0.19000,3.58730,24.94900,-52.92690,-52.92690,-46.61680,-47.35460,0.06560,0.16700,0.50970,176.58380,-4.20330,-4.24040,-3.13010,-4.20330,4.44830,-0.3674,-0.3786
2023-03-31,11.54200,6.82300,4.71900,3.97300,5.20000,,9.17300,-4.45400,0.67200,-3.78200,0.38600,-4.16800,-4.16800,0.27700,-3.89100,-4.38600,-4.45400,25.78100,25.78100,-0.15000,-0.15000,5.26970,40.88550,-38.58950,-38.58950,-32.76730,-33.71170,0.06870,0.15630,0.52740,170.65070,-3.44900,-3.47940,-2.48080,-3.44900,4.66160,-0.91540,-1.06830
2022-12-31,11.25900,6.27300,4.98600,3.38300,4.87000,,8.25300,-3.26700,0.36300,-2.90400,0.33400,-3.23800,-3.23800,0.07200,-3.16600,-3.12600,-3.26700,25.19200,25.19200,-0.12000,-0.12000,5.47330,44.28460,-29.01680,-29.01680,-25.79270,-28.11970,0.06510,0.20910,0.71160,126.48280,-2.62290,-2.64620,-1.87100,-2.62290,4.83220,-0.4456,-0.4655
2022-09-30,10.75000,5.86000,4.89000,3.31100,4.74100,,8.05200,-3.16200,0.41300,-2.74900,0.46700,-3.21600,-3.21600,-0.02000,-3.23600,-3.12700,-3.16200,25.37000,25.37000,-0.13000,-0.13000,3.16590,45.48840,-29.41400,-29.41400,-25.57210,-30.10230,0.06370,0.32450,0.96270,93.49120,-2.58730,-2.60420,-1.90420,-2.58730,4.88580,0.6053,0.5844
2022-06-30,9.30700,4.82000,4.48700,2.86800,4.01600,,6.88400,-2.39700,0.31700,-2.08000,0.50000,-2.58000,-2.58000,-0.23800,-2.81800,-2.38800,-2.39700,25.14100,25.14100,-0.11000,-0.11000,3.36710,48.21100,-25.75480,-25.75480,-22.34880,-30.27830,0.05620,0.40950,0.30690,293.20830,-2.06140,-2.06140,-1.55750,-2.06140,4.93070,-0.2915,-0.302
