Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.54400,12.78900,-16.96500,-31.29800,-59.34100,-90.63900,-90.63900,-90.63900,-90.63900,-18.47600,-31.29800,166.51300,166.51300,-0.54000,-0.54000,1.74140,0.57710,1.45140,-37.54470,-37.54470,-11.49110,-15.87720,1.39150,-0.1951,-0.2492
2024-06-30,1.56500,16.13700,-22.22000,-39.92200,-8.29000,-48.21200,-48.21200,-48.21200,-48.21200,-28.67800,-39.92200,164.69100,164.69100,-0.29000,-0.29000,0.67020,0.51470,1.07780,-16.53300,-16.53300,-6.69840,-8.02280,1.77010,-0.245,-0.3078
2024-03-31,1.83100,15.95700,-21.19400,-38.98200,-46.62500,-85.60700,-85.60700,-85.60700,-85.60700,-26.73900,-38.98200,164.35500,164.35500,-0.52000,-0.52000,1.17450,0.45780,0.85380,-25.41480,-25.41480,-11.66280,-13.78030,2.04630,-0.23840,-0.32570
2023-12-31,1.69000,15.83900,-16.35500,-33.88400,5.49900,-28.38500,-29.03500,-29.03500,-28.55500,-24.56600,-33.88400,163.86500,164.01300,-0.17000,-0.16000,2.92470,0.54700,1.22920,-6.90920,-6.90920,-2.79350,-3.13000,2.55810,-0.2081,-0.2847
2023-09-30,1.59200,12.95800,-17.05300,-31.60300,40.13300,8.53000,8.53000,8.53000,8.05000,-24.05000,-31.60300,164.01800,165.54800,0.05000,0.03000,4.95210,0.53420,1.16270,1.93180,1.93180,0.79580,0.89990,2.69150,-0.1236,-0.2267
2023-06-30,1.57100,13.41000,-11.61200,-26.59300,-28.77500,-55.36800,-55.36800,-55.36800,-55.36800,-22.86500,-26.59300,163.73900,163.73900,-0.34000,-0.34000,1.39540,0.39530,0.66840,-12.75110,-12.75110,-6.20010,-7.71110,2.65100,-0.1568,-0.6308
2023-03-31,1.75400,12.69500,-7.37200,-21.82100,-4.02100,-25.84200,-25.84200,-25.84200,-25.84200,-19.47400,-21.82100,163.58800,163.78400,-0.16000,-0.16000,1.61150,0.32410,0.47950,-5.30020,-5.30020,-2.95190,-3.58250,2.97900,-0.09010,-0.37480
2022-12-31,3.50700,11.16100,-6.77600,-21.44400,12.08200,-9.36200,-9.36200,-9.36200,-9.36200,-19.72100,-21.44400,155.95700,156.15200,-0.05000,-0.06000,6.16740,0.31370,0.45710,-1.83250,-1.83250,-1.08690,-1.25770,3.12370,-0.1125,-0.6544
2022-09-30,0.25400,14.38200,-6.45100,-21.08700,-13.86100,-34.94800,-34.94800,-34.94800,-34.94800,-19.76500,-21.08700,163.49000,163.49000,-0.21000,-0.21000,7.01010,0.31030,0.44980,-6.73970,-6.73970,-3.93960,-4.64860,3.17130,-0.0919,-0.6108
2022-06-30,0.25000,12.95400,-6.44900,-19.65300,4.64900,-15.00400,-15.00400,-15.00400,-15.00400,-18.41200,-19.65300,163.24900,163.24900,-0.09000,-0.09000,12.84600,0.29720,0.42290,-2.72320,-2.72320,-1.69250,-1.91390,3.37430,-0.0879,-0.4747
