Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,108.36100,100.80000,7.56100,20.47200,71.65600,-43.05300,50.61400,-7.82300,42.79100,2.32500,40.46600,40.46600,,32.41000,64.44000,50.61400,90.58200,90.58600,0.36000,0.36000,0.82030,4.90320,46.70870,46.70870,39.48930,29.90930,0.01220,4.42400,2.79050,0.45440,0.50160,16.00960,-0.0109,0.9612
2024-06-30,90.77500,88.28200,2.49300,19.04700,9.11900,22.16300,-19.67000,-4.07100,-23.74100,0.34200,-24.08300,-24.08300,,-26.02800,-0.76800,-19.67000,90.98900,90.98900,-0.29000,-0.29000,0.79830,4.36870,-21.66900,-21.66900,-26.15370,-28.67310,0.01100,-2.65750,-1.67050,-0.29270,-0.33700,15.91380,-0.0111,0.0501
2024-03-31,83.89200,86.79800,-2.90600,24.34100,-4.10000,41.01700,-43.92300,-36.24700,-80.17000,-0.11100,-80.05900,-80.05900,,-68.34000,-29.03600,-43.92300,91.11700,91.11700,-0.75000,-0.75000,0.76360,3.79830,-52.35660,-52.35660,-95.56330,-81.46190,0.01130,-8.30690,-5.34010,-1.07510,-1.26220,16.43310,-0.14410,-0.15740
2023-12-31,78.78900,-6.16800,84.95700,82.09500,54.50400,33.84000,51.11700,-18.25200,32.86500,0.13300,32.73200,32.73200,,31.46500,63.48100,51.11700,91.04200,91.04200,0.34000,0.35000,0.73700,3.29310,64.87830,64.87830,41.71270,39.93580,0.01060,3.07450,2.04570,0.44220,0.53790,17.64620,0.1435,0.4189
2023-09-30,65.19500,70.01000,-4.81500,16.98700,-21.76600,44.95700,-49.77200,-44.15700,-93.92900,-0.05600,-93.87300,-93.87300,,-94.81900,-37.13700,-49.77200,90.98400,90.98400,-1.04000,-1.04000,0.71690,2.78110,-76.34330,-76.34330,-144.07390,-145.43910,0.00940,-8.85500,-5.88340,-1.35310,-1.66560,17.59470,0.3117,0.2052
2023-06-30,57.54000,66.47900,-8.93900,18.96500,20.05800,5.03500,-13.97400,-16.86400,-30.83800,-0.01800,-30.82000,-30.82000,,-37.20200,-0.63600,-13.97400,91.19300,91.19300,-0.41000,-0.41000,0.65570,2.13580,-24.28570,-24.28570,-53.59400,-64.65420,0.00920,-2.60710,-1.79280,-0.49080,-0.61720,18.83960,-0.0018,1.9005
2023-03-31,57.13600,61.81300,-4.67700,19.75300,54.92200,-29.13000,24.45300,-10.27500,14.17800,0.01600,14.16200,14.16200,,10.52100,38.23600,24.45300,91.31400,91.67200,0.12000,0.11000,0.62590,1.89790,42.79790,42.79790,24.81450,18.41400,0.00930,1.15040,0.80060,0.22950,0.29950,19.40050,-0.12440,-0.31010
2022-12-31,62.94700,17.35800,45.58900,-30.51600,-57.76500,85.55400,-39.96500,,-42.41400,0.80400,-43.21800,-43.21800,,-48.07500,-26.65000,-39.96500,94.32200,94.32200,-0.53000,-0.53000,0.62360,1.87570,-63.48990,-63.48990,-67.38050,-76.37380,0.01010,-3.42470,-2.40060,-0.69250,-0.90370,19.74150,0.0887,0.0321
2022-09-30,68.92000,54.69900,14.22100,21.73400,-77.77800,132.44500,-118.22400,,-118.22400,-0.33000,-117.89400,-117.89400,,-125.77000,-79.39200,-118.22400,94.26900,94.26900,-1.33000,-1.33000,0.63000,1.90100,-171.53800,-171.53800,-171.53800,-182.48690,0.01020,-8.32640,-6.03310,-1.74160,-2.23240,20.94730,0.0638,0.862
2022-06-30,68.02000,28.74000,39.28000,109.77500,-20.23300,130.00800,-90.72800,,-90.72800,0.09000,-90.81800,-90.81800,,-82.38900,-31.11200,-90.72800,95.30000,95.30000,-0.86000,-0.86000,0.63200,2.30570,-133.38430,-133.38430,-133.38430,-121.12470,0.00930,-5.71600,-4.26960,-1.24420,-1.57120,22.47020,0.4195,-0.3182
2022-03-31,58.50100,28.62200,29.87900,23.84700,-59.18700,118.62000,-88.74100,,-88.74100,-0.02200,-88.71900,-88.71900,,-84.34300,-47.54300,-88.74100,95.19900,95.19900,-0.89000,-0.89000,0.56870,1.80020,-151.69140,-151.69140,-151.69140,-144.17360,0.00890,-5.18290,-3.94310,-1.35620,-1.70060,23.60660,0.40110,-0.68220
2021-12-31,52.31800,17.58200,34.73600,-3.30600,17.25000,-1.30600,36.04200,,36.04200,1.16200,34.88000,34.88000,,22.46000,51.93900,36.04200,94.80800,95.24200,0.24000,0.23000,0.49900,1.29600,68.89020,68.89020,68.89030,42.92980,0.00920,1.90900,1.47460,0.61640,0.73880,24.93790,0.6396,0.6106
2021-09-30,52.32300,21.29200,31.03100,19.49700,40.86300,-21.36600,52.39700,,52.39700,1.21500,51.18200,51.18200,,36.86100,65.86200,52.39700,94.84880,95.24580,0.40000,0.40000,0.48540,1.02820,100.14140,100.14140,100.14140,70.44890,0.01070,2.81190,2.16650,1.04180,1.11490,24.91440,0.0452,-0.0026
2021-06-30,52.18600,20.71100,31.47500,23.12100,43.27600,-20.15500,51.63000,,51.63000,0.01500,51.61500,51.61500,,42.94400,63.12400,51.63000,94.82480,95.37930,0.44000,0.44000,0.49170,0.96730,98.93460,98.93460,98.93460,82.29030,0.01090,2.83350,2.21870,1.07960,1.12780,24.52850,0.5096,0.4897
2021-03-31,50.03900,19.69900,30.34000,19.19500,39.72000,-20.52500,50.86500,,50.86500,0.06600,50.79900,50.79900,,41.91100,61.39500,50.86500,94.72030,95.20380,0.44000,0.44000,0.49230,0.96970,101.65070,101.65070,101.65070,83.75670,0.01060,2.80720,2.19500,1.07480,1.11440,24.40830,0.26410,0.25540
2020-12-31,46.22000,20.26400,25.95600,1.22200,55.69900,-54.09100,80.04700,,80.04710,0.06500,79.98210,79.98210,,70.12300,91.11600,80.04700,92.75100,92.75100,1.20000,1.24000,0.48910,0.97340,173.18700,173.18690,173.18710,151.71570,0.00990,4.43650,3.46610,1.71800,1.77070,24.43530,0.4276,0.4874
2020-09-30,45.35800,19.82900,25.52900,13.42400,90.52800,-77.10400,102.63300,,102.63300,-0.77200,103.40500,103.40500,,91.34400,113.93000,102.63300,94.43600,99.92730,0.96000,0.92000,0.50380,1.01530,226.27320,226.27320,226.27320,201.38460,0.00980,5.91350,4.58890,2.23770,2.27700,23.86150,0.382,0.382
