Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,57.45200,3.74000,53.71200,13.09000,50.93700,,67.97200,-14.26000,-18.72100,-32.98100,-1.74800,-31.23300,-31.23300,-13.89300,-10.31500,-14.26000,72.45020,72.45020,-0.19000,-0.19000,2.47920,93.49020,-24.82070,-24.82070,-57.40620,-24.18190,0.14180,2.42850,37.05930,-20.96580,-44.77140,-7.70790,-20.96580,1.03230,-0.05310,-0.11110
2021-12-31,54.17700,2.13800,52.03900,9.47400,43.64400,,56.94500,-4.90600,82.50800,77.60200,-0.84300,78.44500,78.44500,27.55400,0.95100,-4.90600,65.01350,66.81340,0.54000,-0.03000,2.61730,96.05370,-9.05550,-9.05550,143.23790,50.85920,0.14840,3.08700,29.15440,59.45510,100.12630,21.48330,59.45510,1.00580,0.0291,-0.0276
2021-09-30,50.88400,2.03500,48.84900,7.78200,36.02600,,44.78800,4.06100,45.53700,49.59800,0.39300,49.20500,49.20500,20.83500,5.04100,4.06100,64.21670,68.30440,0.32000,0.02000,2.79860,96.00070,7.98090,7.98090,97.47270,40.94610,0.14030,3.98030,22.61140,103.77520,-735.60820,13.56920,103.77520,0.36150,0.191,0.1406
2021-06-30,46.93100,1.90800,45.02300,10.27100,49.04100,,60.30000,-15.27700,31.72200,16.44500,-0.39200,16.83700,16.83700,4.26300,-14.28900,-15.27700,63.73860,71.34780,0.07000,-0.17000,3.21720,95.93450,-32.55200,-32.55200,35.04080,9.08350,0.14380,4.31670,20.84930,-47.13470,-38.50130,5.15950,-47.14270,-0.27630,0.2318,0.2201
2021-03-31,41.15400,1.85700,39.29700,7.86800,22.48300,,31.35300,7.94400,0.02800,7.97200,0.24100,7.73100,7.73100,7.73100,8.94600,7.94400,,,,0.00000,0.05400,95.48770,19.30310,19.30310,19.37110,18.78550,0.16180,,,154.61980,154.61900,3.03890,154.62000,0.22820,0.00000,
2020-12-31,76.53100,3.20740,73.32360,13.52500,41.88900,,57.41100,15.91260,-3.82770,12.08490,,12.08490,12.08490,14.06160,16.91060,15.91260,,,,0.00000,1.46960,95.80910,20.79240,20.79240,15.79090,18.37380,1.42000,8.11740,11.08730,41.28620,58.08650,22.42350,41.28620,,0,0
2020-09-30,46.50500,2.10900,44.39600,6.92300,20.29000,,28.20400,16.19200,-0.66200,15.53000,,15.53000,15.53000,15.53000,17.18300,16.19200,,,,0.00000,1.43290,95.46500,34.81780,34.81780,33.39430,33.39430,0.18250,,,310.59950,310.59900,6.09430,310.59950,0.65950,0,0
2020-06-30,38.75500,1.85600,36.89900,6.69400,19.66400,,27.34800,9.55100,-0.15800,9.39300,,9.39300,9.39300,9.39300,9.55100,9.55100,,,,0.00000,1.85580,95.21090,24.64460,24.64460,24.23690,24.23690,0.15210,,,187.85970,187.86000,3.68520,187.85970,0.66090,0.0113,0.0113
2020-03-31,,0.45760,-0.45760,,,,0.00000,-0.45760,2.27970,1.82210,,1.82210,1.82210,-0.15460,-0.45760,-0.45760,8.82600,8.82600,-0.02000,-0.02000,2.44350,,,,,,,,,36.44210,36.44200,0.71450,36.44210,0.66270,-0.01130,-0.01130
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.0542,0.0542
2019-09-30,,0.13360,-0.13360,,,,0.00000,-0.13360,0.68670,0.55310,,0.55310,0.55310,-0.09930,-0.13360,-0.13360,6.91000,6.91000,-0.01000,-0.01000,17.00870,,,,,,,,,11.06250,11.06250,0.21950,11.06250,0.66680,-0.0542,-0.0542
2019-06-30,,,,0.00000,,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
