,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-23,2024-09-30,$0.64,$0.65
1,2024-07-24,2024-06-30,$0.61,$0.63
2,2024-04-24,2024-03-31,$0.60,$0.65
3,2024-01-24,2023-12-31,$0.70,$0.59
4,2023-10-25,2023-09-30,$0.80,$0.76
5,2023-07-26,2023-06-30,$0.78,$0.85
6,2023-04-26,2023-03-31,$0.67,$0.86
7,2023-01-25,2022-12-31,$0.83,$0.71
8,2022-10-27,2022-09-30,$0.78,$0.85
9,2022-07-27,2022-06-30,$0.82,$0.80
10,2022-04-26,2022-03-31,$0.74,$0.72
11,2022-01-25,2021-12-31,$0.77,$0.76
12,2021-10-25,2021-09-30,$0.74,$0.76
13,2021-07-26,2021-06-30,$0.77,$0.74
14,2021-04-21,2021-03-31,$0.74,$0.79
15,2021-01-26,2020-12-31,$0.56,$0.65
16,2020-10-26,2020-09-30,$0.54,$0.56
17,2020-07-27,2020-06-30,$0.44,$0.52
18,2020-04-29,2020-03-31,$0.60,$0.47
19,2020-01-21,2019-12-31,$0.74,$0.72
20,2019-10-21,2019-09-30,$0.72,$0.74
21,2019-07-22,2019-06-30,$0.68,$0.70
22,2019-04-22,2019-03-31,$0.64,$0.63
23,2019-01-28,2018-12-31,$0.63,$0.64
24,2018-10-23,2018-09-30,$0.61,$0.62
25,2018-07-23,2018-06-30,$0.45,$0.62
26,2018-04-24,2018-03-31,$0.53,$0.46
27,2018-01-26,2017-12-31,$0.48,$0.45
28,2017-10-24,2017-09-30,$0.46,$0.51
29,2017-07-21,2017-06-30,$0.36,$0.44
30,2017-04-21,2017-03-31,$0.33,$0.37
31,2017-01-25,2016-12-31,$0.30,$0.30
32,2016-10-14,2016-09-30,$0.44,$0.48
33,2016-07-22,2016-06-30,$0.42,$0.47
34,2016-04-21,2016-03-31,$0.40,$0.43
35,2016-01-28,2015-12-31,$0.38,$0.40
36,2015-10-12,2015-09-30,$0.36,$0.39
37,2015-07-17,2015-06-30,$0.32,$0.39
38,2015-04-23,2015-03-31,$0.31,$0.34
39,2015-01-30,2014-12-31,$0.29,$0.36
