Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,53.98500,6.12100,-60.10600,3.76400,-56.34200,-56.34200,-56.34200,-56.34200,-60.09500,-60.10600,49.81500,49.81500,-1.13000,-1.13000,8.54800,-23.77980,-23.77980,-21.00330,-23.77980,4.76190,-0.9982,-0.9989
2024-06-30,39.27300,5.89500,-45.16800,4.15400,-41.01400,-41.01400,-41.01400,-41.01400,-45.15900,-45.16800,49.35600,49.35600,-0.83000,-0.83000,11.19840,-14.13810,-14.13810,-12.87760,-14.13810,5.83560,-0.5724,-0.5722
2024-03-31,30.75400,4.60800,-35.36200,3.85400,-31.50800,-31.50800,-31.50800,-31.50800,-35.35400,-35.36200,44.90100,44.90100,-0.70000,-0.70000,18.05970,-9.60480,-9.60480,-9.07360,-9.60480,6.60940,-0.42620,-0.42760
2023-12-31,23.68500,4.02600,-27.71100,3.32200,-24.38900,-24.38900,-24.38900,-24.38900,-27.71100,-27.71100,36.18800,36.18800,-0.60000,-0.60000,23.76480,-10.11350,-10.11350,-9.69220,-10.11350,5.86260,-0.936,-0.936
2023-09-30,22.49900,3.77400,-26.27300,3.51300,-22.76000,-22.76000,-22.76000,-22.76000,-26.27300,-26.27300,39.93100,39.93100,-0.57000,-0.57000,19.59500,-8.62080,-8.62080,-8.20020,-8.62080,6.42290,-0.473,-0.473
2023-06-30,11.88400,3.85100,-15.73500,3.59400,-12.14100,-12.14100,-12.14100,-12.14100,-15.73500,-15.73500,39.75500,39.75500,-0.31000,-0.31000,43.41680,-4.25990,-4.25990,-4.16910,-4.25990,6.97580,-0.3182,-0.3182
2023-03-31,12.29300,2.64500,-14.93800,2.33000,-12.60800,-12.60800,-12.60800,-12.60800,-14.93800,-14.93800,24.76400,24.76400,-0.51000,-0.51000,26.06760,-4.26130,-4.26130,-4.11440,-4.26130,7.24170,-0.51590,-0.51590
2022-12-31,7.81800,2.19000,-10.00800,0.93500,-9.07300,-9.07300,-9.07300,-9.07300,-10.00800,-10.00800,5.16700,5.16700,-1.74000,-1.74000,13.98430,17.35830,17.35830,-7.92800,17.35830,-8.14290,-1.9813,-1.9813
2022-09-30,6.05900,1.36400,-7.42300,0.74500,-6.67800,-6.67800,-6.67800,-6.67800,-7.42300,-7.42300,5.18100,5.18100,-1.29000,-1.29000,16.88170,15.38210,15.38210,-5.45370,15.38210,-6.76340,-1.3361,-1.3361
2022-06-30,5.59500,0.88400,-6.47900,,-6.47900,-6.47900,-6.47900,-6.47900,-6.47900,-6.47900,5.15300,5.15300,-1.26000,-1.26000,,,,,,,-1.0541,-1.0541
2022-03-31,6.77800,0.79100,-7.56900,,-7.56900,-7.56900,-7.56900,-7.56900,-7.56900,-7.56900,5.12400,5.12400,-1.48000,-1.48000,,,,,,,-1.28380,-1.28380
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2021-09-30,0.00000,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
