,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$-0.45,$-0.21
1,2024-08-08,2024-06-30,$-0.42,$-0.43
2,2024-05-13,2024-03-31,$-0.64,$-0.40
3,2024-03-20,2023-12-31,$-0.55,$-0.45
4,2023-11-09,2023-09-30,$-0.62,$-0.37
5,2023-08-10,2023-06-30,$-0.59,$-0.62
6,2023-05-12,2023-03-31,$-0.58,$-0.48
7,2023-03-24,2022-12-31,$-0.43,$-0.55
8,2022-11-10,2022-09-30,$-0.32,$0.22
9,2022-08-09,2022-06-30,$-0.41,$0.41
10,2022-05-11,2022-03-31,$-0.32,$0.07
11,2022-03-25,2021-12-31,$-0.36,$-0.38
12,2021-11-12,2021-09-30,$-0.50,$-0.13
13,2021-08-12,2021-06-30,$-0.79,$-0.64
14,2021-06-14,2021-03-31,$-1.21,$-0.96
