Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,96.99400,33.16400,-130.15800,10.45900,-119.69900,-119.69900,-119.69900,-119.57200,-120.64700,-130.15800,508.95700,508.95700,-0.23000,-0.23000,14.06610,0.02860,0.03230,-10.77760,-10.77760,-9.41050,-10.46930,2.16830,-0.1786,-0.2128
2024-06-30,97.74600,36.71100,-134.45700,11.50400,-122.95300,-122.95300,-122.95300,-122.97500,-127.12600,-134.45700,501.23200,501.23200,-0.25000,-0.25000,8.66070,0.02760,0.03100,-10.41740,-10.41740,-8.80260,-10.12970,2.34350,-0.1288,-0.1663
2024-03-31,83.84700,48.05400,-131.90100,11.27300,-120.62800,-120.62800,-120.62800,-120.64800,-126.09200,-131.90100,496.14500,496.14500,-0.24000,-0.24000,10.38050,0.02660,0.02970,-9.58980,-9.58980,-8.23970,-9.33520,2.51830,-0.11680,-0.14520
2023-12-31,96.39700,28.24300,-124.64000,11.30100,-113.33910,-113.33910,-113.33910,-113.36000,-119.94600,-124.64000,462.23900,462.23900,-0.23000,-0.23000,18.97740,0.02560,0.02840,-8.46820,-8.46820,-7.54600,-8.25180,2.71470,-0.1323,-0.1653
2023-09-30,88.15400,32.71600,-120.87000,10.26800,-110.60200,-110.60200,-110.60200,-110.61700,-112.61900,-120.87000,471.75200,471.75200,-0.23000,-0.23000,24.57160,0.02480,0.02740,-7.83710,-7.83710,-7.06380,-7.64290,2.88340,-0.1175,-0.1489
2023-06-30,86.45300,37.08900,-123.54200,7.03500,-116.50700,-116.50700,-116.50700,-116.52100,-114.90800,-123.54200,445.32400,445.32400,-0.26000,-0.26000,19.24590,0.02980,0.03310,-9.79670,-9.79670,-8.64760,-9.50430,2.65820,-0.1279,-0.1826
2023-03-31,76.94100,33.03700,-109.97800,5.34700,-104.63100,-104.63100,-104.63100,-104.64700,-100.71600,-109.97800,440.08500,440.08500,-0.24000,-0.24000,22.85290,0.02880,0.03180,-8.32390,-8.32390,-7.41450,-8.08410,2.83340,-0.14160,-0.20530
2022-12-31,83.37500,30.05900,-113.43400,4.38100,-109.05300,-109.05300,-109.05300,-109.06600,-102.47200,-113.43400,432.97300,432.97300,-0.25000,-0.25000,22.90850,0.02800,0.02990,-8.27510,-8.27510,-7.39140,-8.04320,3.00900,-0.1463,-0.2343
2022-09-30,87.58200,33.07200,-120.65400,3.00100,-117.65300,-117.65300,-117.65300,-117.66000,-109.42100,-120.65400,434.05100,434.05100,-0.27000,-0.27000,25.67850,0.02720,0.02830,-8.48800,-8.48800,-7.62440,-8.25760,3.18210,-0.1285,-0.2522
2022-06-30,65.13300,30.74000,-95.87300,1.03600,-94.83700,-94.83700,-94.83700,-94.82900,-86.65700,-95.87300,431.52300,431.52300,-0.22000,-0.22000,32.10970,0.02600,0.02710,-6.44640,-6.44640,-5.84120,-6.27860,3.40020,-0.1184,-0.182
2022-03-31,61.34500,29.31200,-90.65700,0.30400,-90.35300,-90.35300,-90.35300,-90.35200,-81.95600,-90.65700,429.33500,429.33500,-0.21000,-0.21000,48.56650,0.02540,0.02610,-5.88740,-5.88740,-5.41360,-5.73790,3.56590,-0.11040,-0.20190
2021-12-31,46.78800,20.34900,-67.13700,-0.09000,-67.22700,-67.22700,-67.22700,-67.22600,-59.87000,-67.13700,404.25900,409.50900,-0.15000,-0.07000,47.81360,0.02390,0.02450,-4.18370,-4.18370,-3.91850,-4.08360,3.75160,-0.1143,-0.229
2021-09-30,39.46700,14.36500,-53.83200,69.18300,15.35100,15.35100,15.35100,15.35100,-46.11100,-53.83200,417.82900,420.64900,0.04000,-0.13000,42.78540,0.02600,0.02670,0.92750,0.92750,0.87260,0.90340,3.91790,-0.0654,-0.1549
2021-06-30,35.77600,13.84600,-49.62200,130.61000,80.98800,80.98800,80.98800,80.98800,-42.89700,-49.62200,404.95700,410.37200,0.20000,-0.12000,62.44910,0.02510,0.02570,5.37610,5.37620,4.64630,5.24150,3.63400,-0.0742,-0.1449
2021-03-31,29.46500,15.21000,-44.67500,-30.41400,-75.08900,-75.08900,-75.08900,-75.07900,-39.84400,-44.67500,368.78400,368.78400,-0.20000,-0.20000,72.20870,,,-5.80330,-5.80330,-4.64560,-5.80330,3.31970,-0.05840,-0.09410
2020-12-31,22.73000,7.45800,-30.18800,-1246.41700,-1276.60500,-1276.60500,-1276.60500,-1276.60500,-26.75000,-30.18800,252.14400,252.14400,-4.98000,-4.98000,81.71400,,,-362.90710,-362.90690,-119.67020,-362.90690,0.96640,-0.1008,-0.1383
2020-09-30,16.97700,3.71300,-20.69000,-355.16400,-375.85400,-375.85400,-375.85400,-375.85300,-18.19500,-20.69000,239.92200,239.92200,-1.57000,-1.57000,0.96340,,0.01500,-7517.07700,-7517.12500,-162.45180,-7517.07700,0.70900,-0.0505,-0.0672
2020-06-30,12.04900,2.17800,-14.22700,0.28100,-13.94600,-13.94600,-13.94600,-13.94500,-12.40400,-14.22700,239.79800,239.79800,-0.06000,-0.06000,,,,,,,,,-0.0438,-0.0645
2020-03-31,13.34700,2.56900,-15.91600,0.53800,-15.37800,-15.37800,-15.37800,-15.37400,-14.39100,-15.91600,239.79300,239.79300,-0.06000,-0.06000,,,,,,,,,-0.04790,-0.06850
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
