Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,12.56000,2.78600,9.77400,1.83900,1.98800,7.78600,1.03300,8.81900,2.21400,6.60500,6.60500,,6.60500,8.30700,7.78600,24.08300,24.14100,0.27000,0.27000,4.04980,0.05000,0.05310,77.81850,61.99050,61.99050,70.21500,52.58760,0.08520,0.76390,8.53260,10.54780,5.09240,5.26010,4.48240,4.83800,5.38990,0.1244,0.1157
2024-05-31,7.60400,2.73800,4.86600,1.64700,1.79800,3.06800,0.78400,3.85200,1.02700,2.82500,2.82500,,2.82500,3.65300,3.06800,24.08700,24.14300,0.12000,0.12000,3.16830,0.05270,0.05600,63.99260,40.34720,40.34720,50.65760,37.15150,0.05420,0.52830,3.30180,27.25800,2.29330,2.37360,2.01210,2.17240,5.11660,0.037,0.0081
2024-02-29,3.19700,1.42000,1.77700,1.99700,2.14500,-0.36800,0.52700,0.15900,0.04100,0.11800,0.11800,,0.11800,0.14000,-0.36800,24.08700,24.14900,0.00000,0.00000,4.09690,0.05390,0.05730,55.58340,-11.51080,-11.51080,4.97340,3.69100,0.02360,0.41270,1.86740,48.19520,0.09800,0.10270,0.08730,0.09270,5.00000,-0.019,-0.0389
2023-11-30,5.38600,2.04400,3.34200,1.43800,1.58600,1.75600,1.04600,2.80200,0.73700,2.06500,2.06500,,2.06500,2.24200,1.75600,24.07900,24.15400,0.09000,0.09000,3.31950,0.05410,0.05750,62.04980,32.60300,32.60300,52.02380,38.34010,0.03920,0.94450,1.12730,79.84030,1.71820,1.79780,1.50370,1.62530,4.99360,-0.05080,-0.10160
2023-08-31,3.36800,1.60400,1.76400,1.57000,1.72000,0.04400,1.18900,1.23300,0.17700,1.05600,1.05600,,1.05600,0.60600,0.04400,24.03100,24.10600,0.04000,0.03000,4.57130,0.05500,0.05850,52.37530,1.30640,1.30640,36.60930,31.35390,0.02530,0.92930,2.04990,43.90440,0.89310,0.93340,0.79270,0.84400,4.91030,0.0259,-0.0102
2023-05-31,6.87900,2.20600,4.67300,0.80500,0.91600,3.75700,0.66200,4.41900,1.12400,3.29500,3.29500,,3.29500,4.26400,3.75700,24.05500,24.16600,0.14000,0.14000,4.87700,0.03250,0.03370,67.93140,54.61550,54.61550,64.23900,47.89940,0.05370,3.05960,2.40440,37.43130,2.81150,2.94850,2.57090,2.72000,4.87210,0.2025,0.2146
2023-02-28,2.99900,1.41000,1.58900,1.70700,1.82900,-0.24000,0.51900,0.27900,0.09000,0.18900,0.18900,,0.18900,0.21100,-0.24000,24.02400,24.14200,0.01000,0.01000,4.14330,0.03350,0.03480,52.98430,-8.00270,-8.00270,9.30310,6.30210,0.02390,,0.80380,111.96730,0.16610,0.17950,0.15070,0.16050,4.73100,-0.2939,-0.3317
2022-11-30,1.34000,1.32600,0.01400,1.38800,1.50300,-1.48900,1.77800,0.28900,0.13000,0.15900,0.15900,,0.15900,-1.10900,-1.48900,23.98600,24.08800,0.01000,0.01000,3.50630,0.03370,0.03490,1.04480,-111.11940,-111.11940,21.56720,11.86570,0.01050,,1.08060,83.28360,0.14040,0.15070,0.12420,0.13570,4.72120,-0.03150,-0.05600
2022-08-31,10.87900,2.34500,8.53400,1.94200,2.05000,6.48400,0.95300,7.43700,1.86200,5.57500,5.57500,,5.57500,7.27700,6.48400,23.95370,24.15600,0.24000,0.24000,3.49130,0.03380,0.03500,78.44470,59.60110,59.60110,68.36110,51.24550,0.08420,,4.48620,20.06160,4.93380,5.27080,4.31400,4.76720,4.71190,1.2172,1.2757
2022-05-31,3.18700,1.39400,1.79300,1.07400,1.16900,0.62400,0.45900,1.08300,0.24600,0.83700,0.83700,,0.83700,1.06800,0.62400,23.97000,24.12500,0.03000,0.03000,4.49000,0.00910,0.00930,56.25980,19.57950,19.57950,33.98180,26.26290,0.02760,2.13800,2.65800,33.85940,0.78000,0.84960,0.72540,0.77290,4.47480,0.0713,0.0516
