Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,82.60600,59.48100,23.12500,10.65200,4.17800,21.94600,1.17900,-6.33000,-5.15100,-5.15100,-5.15100,-5.15100,22.03100,1.17900,9.31300,9.31300,-0.55000,-0.55000,0.86100,0.36370,0.82840,27.99430,1.42730,1.42730,-6.23560,-6.23560,0.07130,2.21280,3.35880,26.79540,-0.86130,-0.86130,-0.44460,-0.54800,64.17770,1.8593,1.6398
2023-06-30,101.40600,68.19500,33.21100,11.26900,10.74300,15.35700,17.85400,0.17200,18.02600,18.02600,18.02600,18.02600,40.30900,17.85400,12.73400,16.05900,1.42000,1.21000,1.65950,0.42900,0.83300,32.75050,17.60650,17.60650,17.77610,17.77610,0.08550,3.14340,3.57110,25.20210,2.96110,2.96110,1.51900,1.69090,65.38740,1.4388,0.2919
2023-03-31,105.19800,77.15200,28.04600,10.95000,3.22800,22.45400,5.59200,-2.39000,3.20200,3.20200,3.20200,3.20200,27.16800,5.59200,13.05300,13.14800,0.25000,0.24000,1.85350,0.25150,0.39740,26.66020,5.31570,5.31570,3.04380,3.04380,0.08700,3.36720,3.53980,25.42550,0.39450,0.39450,0.26470,0.29530,62.12850,0.56370,-0.84700
2022-12-31,151.44100,95.73000,55.71100,11.57300,-3.39900,30.88600,24.82500,-1.55900,23.26600,23.26600,23.26600,23.26600,50.39200,24.82500,12.99000,16.31300,1.79000,1.76000,2.03170,0.25790,0.40830,36.78730,16.39250,16.39250,15.36310,15.36310,0.12240,3.40910,4.68700,19.20210,2.84020,2.84020,1.88050,2.10770,62.99450,3.3183,1.4377
2022-09-30,185.31300,93.65500,91.65800,9.66600,6.86700,18.20600,73.45200,3.76500,77.21700,77.21700,77.21700,77.21700,97.81300,73.45200,12.99300,16.20200,5.94000,4.77000,2.06190,0.26580,0.42290,49.46120,39.63670,39.63670,41.66840,41.66840,0.14750,3.56460,5.52280,16.29600,9.42590,9.42590,6.14790,6.92010,62.99620,6.4051,7.3086
2022-06-30,198.69500,84.78200,113.91300,9.89100,-0.04100,25.18600,88.72700,5.72600,94.45300,94.45300,94.45300,94.45300,111.46900,88.72700,12.98800,16.37700,7.27000,5.77000,1.78960,0.29380,0.48110,57.33060,44.65490,44.65490,47.53670,47.53670,0.16200,3.36530,4.52110,19.90650,12.33880,12.33880,7.70030,8.71360,58.93410,5.9622,5.9445
2022-03-31,184.39800,94.25300,90.14500,10.05400,-0.13300,24.76700,65.37800,-12.30500,53.07300,53.07300,53.07300,53.07300,86.22600,65.37800,12.97400,16.25500,4.09000,3.27000,1.37050,0.32260,0.54800,48.88610,35.45480,35.45480,28.78180,28.78180,0.15860,3.39390,4.50650,19.97100,7.65000,7.65000,4.56510,5.18210,53.42440,2.59940,2.57220
2021-12-31,184.72200,65.51400,119.20800,11.60200,-0.49600,26.42800,92.78000,-5.29700,87.48300,87.48300,87.48300,87.48300,114.57900,92.78000,12.40000,15.68400,7.19000,5.29000,1.26240,0.32970,0.56620,64.53370,50.22680,50.22680,47.35930,47.35930,0.16400,3.71160,6.49150,13.86430,13.03250,13.03250,7.76480,8.73510,51.96760,5.7491,4.4449
2021-09-30,183.39300,69.12200,114.27100,7.94800,3.17000,18.34800,95.92300,-17.58200,78.34100,78.34100,78.34100,78.34100,115.80400,95.92300,12.80200,15.93600,6.12000,4.92000,1.23320,0.38930,0.74690,62.30940,52.30460,52.30460,42.71760,42.71760,0.15770,4.04410,7.56450,11.89760,12.89240,12.89240,6.73810,7.87350,47.23650,5.1204,5.6338
2021-06-30,129.85100,54.37200,75.47900,7.91300,-0.55900,21.58300,53.89600,-44.67100,9.22500,9.22500,9.22500,9.22500,71.96600,53.89600,12.16800,12.39700,0.76000,0.74000,1.11920,0.44080,0.91210,58.12740,41.50600,41.50600,7.10430,7.10430,0.11880,3.41980,5.41150,16.63120,1.75290,1.75290,0.84390,0.98030,41.26550,1.2468,-1.0703
