Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13800,3.52900,-0.04100,-3.70800,27.21000,23.50200,1.21000,22.29200,22.29200,22.29200,-4.05500,-3.70800,103.18500,104.15800,0.22000,0.22000,32.54510,,0.00010,3.90110,3.90110,3.79370,3.90110,5.53140,-0.0181,-0.0696
2024-06-30,0.09500,3.62200,0.06000,-3.65700,26.56700,22.91000,1.29600,21.61400,21.61400,21.61400,-4.07400,-3.65700,103.14700,104.30000,0.21000,0.21000,28.03480,,0.00010,3.95080,3.95080,3.84590,3.95080,5.30260,-0.021,-0.084
2024-03-31,0.35700,4.10900,-0.16300,-4.62900,20.60800,15.97900,1.08400,14.89500,14.89500,14.89500,-4.93500,-4.62900,102.97900,103.11100,0.14000,0.14000,14.65960,,0.00020,2.84960,2.84960,2.76800,2.84960,5.07580,-0.02610,-0.07510
2023-12-31,0.12600,2.99500,0.06000,-3.06100,22.18300,19.12200,3.42800,15.69400,15.69400,15.69400,-3.21400,-3.06100,102.48700,102.63200,0.14000,0.14000,15.03920,,0.00030,3.09690,3.09690,3.01500,3.09690,4.92130,-0.027,-0.078
2023-09-30,0.46800,4.09400,-0.19200,-4.75400,14.62400,9.87000,1.00800,8.86200,8.86200,8.86200,-4.89000,-4.75400,102.94500,103.50100,0.09000,0.09000,10.53080,0.00010,0.00030,1.80650,1.80650,1.76560,1.80640,4.76520,-0.0126,-0.0495
2023-06-30,0.04000,3.23300,0.16800,-3.10500,23.29300,20.18800,0.79800,19.39000,19.39000,19.39000,-3.28000,-3.10500,102.90600,103.48600,0.19000,0.19000,12.90040,0.00010,0.00040,4.03400,4.03400,3.96090,4.03350,4.66910,-0.0169,-0.0479
2023-03-31,0.10200,3.27200,-0.18000,-3.55400,8.61000,5.05600,0.34300,4.71300,4.71300,4.71300,-3.67100,-3.55400,101.11800,101.31900,0.05000,0.05000,11.75660,0.00020,0.00050,1.02410,1.02410,1.00490,1.02390,4.47450,-0.03070,-0.06010
2022-12-31,0.08200,3.79700,0.03700,-3.84200,3.17200,-0.67000,0.15500,-0.82500,-0.82500,-0.82500,-3.80800,-3.84200,98.42090,98.55760,-0.01000,-0.01000,11.97710,0.00030,0.00060,-0.20540,-0.20540,-0.20230,-0.20530,4.05930,-0.0084,-0.0558
2022-09-30,0.02000,3.00300,-0.19900,-3.22200,11.99700,8.77500,0.54800,8.22700,8.22700,8.22700,-3.18800,-3.22200,98.73300,99.32900,0.08000,0.08000,26.19830,0.00040,0.00070,2.05380,2.05380,2.02840,2.05300,4.05550,-0.0124,-0.0483
2022-06-30,0.06600,3.28200,-0.18500,-3.53300,12.36500,8.83200,1.27000,7.56200,7.56200,7.56200,-3.49900,-3.53300,98.23900,98.94400,0.08000,0.08000,30.10440,0.00050,0.00090,1.93300,1.93300,1.91110,1.93190,3.96280,-0.0507,-0.0765
2022-03-31,10.49600,2.27000,-0.01900,-12.78500,13.86300,1.07800,-1.60200,2.68000,2.68000,2.68000,-12.75100,-12.78500,97.81900,98.07700,0.03000,0.03000,13.93780,0.00070,0.00100,0.72300,0.72300,0.71200,0.72260,3.78860,-0.01700,-0.03010
2021-12-31,0.02800,4.12500,0.69600,-3.42800,8.79900,5.37100,-3.29100,8.66200,8.66200,8.66200,-3.38900,-3.42800,95.18100,95.46000,0.09000,0.09000,36.87640,0.00070,0.00100,2.35690,2.35690,2.32620,2.35510,3.75750,-0.0168,-0.0358
2021-09-30,0.03400,2.21200,-0.03400,-2.28000,1.48200,-0.79800,1.48200,-2.28000,-2.28000,-2.28000,-2.24100,-2.28000,95.00300,95.00300,-0.02000,-0.02000,43.84620,0.00100,0.00130,-0.72760,-0.72760,-0.71120,-0.72690,3.29750,-0.0135,-0.0296
2021-06-30,0.03300,3.02900,0.10000,-2.96200,4.86200,1.90000,-1.40500,3.30500,3.30500,3.30500,-2.92300,-2.96200,94.88400,95.23600,0.03000,0.03000,95.70080,0.00110,0.00140,1.04480,1.04480,1.02550,1.04370,3.33110,-0.0093,-0.0325
