Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,107.28100,6.03100,101.25000,,25.02600,-25.02600,126.27600,-110.22200,16.05400,0.01200,16.04200,23.32300,16.17500,126.27600,126.27600,87.19800,88.03900,0.19000,0.19000,0.89470,8.68230,117.70580,117.70580,14.96440,15.07720,0.00670,1.83630,1.43470,0.14620,0.15110,17.93090,-1.5671,-1.3952
2024-06-30,100.47000,5.81100,94.65900,,57.56100,-57.56100,152.22000,-104.04800,48.17200,0.14200,48.03000,60.07200,52.34700,152.22000,152.22000,85.04500,85.88000,0.62000,0.62000,0.89350,8.42390,151.50790,151.50790,47.94670,52.10210,0.00670,4.93080,3.81690,0.39800,0.40640,18.50680,-1.0267,-0.9387
2024-03-31,101.52000,5.73000,95.79000,,44.48500,-44.48500,140.27500,-108.38900,31.88600,0.06100,31.82500,34.05100,26.91500,140.27500,140.27500,84.46800,85.26900,0.32000,0.32000,0.89440,8.57820,138.17470,138.17470,31.40860,26.51200,0.00670,2.84330,2.19240,0.22500,0.23150,18.26020,-0.69730,-0.54380
2023-12-31,98.69000,5.66000,93.03000,,41.53800,-41.53800,134.56790,-117.66000,16.90800,0.12900,16.77900,19.32600,13.22700,134.56790,134.56790,68.25200,69.06300,0.17000,0.17000,0.89670,8.78360,136.35420,136.35420,17.13240,13.40260,0.00640,1.63770,1.25850,0.12620,0.13000,18.50140,-1.1275,-0.9453
2023-09-30,96.21600,4.89000,91.32600,,20.95900,-20.95900,112.28500,-98.00300,14.28200,0.22400,14.05800,13.08000,6.59100,112.28500,112.28500,67.79000,68.60500,0.10000,0.10000,0.90440,9.58130,116.70100,116.70100,14.84370,6.85020,0.00670,1.29060,0.97800,0.09060,0.09350,19.60050,-1.021,-0.9515
2023-06-30,88.09200,4.91300,83.17900,,34.66300,-34.66300,117.84200,-101.15200,16.69000,0.08300,16.60700,10.73900,2.89800,117.84200,117.84200,67.16200,67.97800,0.04000,0.04000,0.90300,9.42650,133.77150,133.77150,18.94610,3.28970,0.00620,1.05210,0.79860,0.07510,0.07750,20.02110,-0.6325,-0.5452
2023-03-31,87.17400,4.95600,82.21800,,51.67500,-51.67500,133.89300,-92.56300,41.33000,0.02100,41.30900,44.75300,38.91600,133.89300,133.89300,66.67200,67.48800,0.58000,0.58000,0.89980,9.09510,153.59280,153.59280,47.41090,44.64180,0.00620,4.25880,3.25530,0.31710,0.32620,20.46240,-0.72100,-0.52760
2022-12-31,89.83000,4.64100,85.18900,,35.86500,-35.86500,121.05400,-87.76300,33.29100,-2.85000,36.14100,26.81100,21.65200,121.05400,121.05400,59.85300,60.61600,0.37000,0.37000,0.91040,10.33170,134.75900,134.75900,37.06000,24.10330,0.00640,2.69880,2.19600,0.19030,0.19680,19.13260,-0.447,-0.3536
2022-09-30,78.59200,3.95000,74.64200,,-29.38600,29.38600,45.25600,-49.55500,-4.29900,-0.08100,-4.21800,-29.73100,-33.29000,45.25600,45.25600,60.21600,60.98200,-0.55000,-0.55000,0.80140,4.20520,57.58350,57.58350,-5.47000,-42.35800,0.01240,-3.11910,-2.51820,-0.46870,-0.50000,19.53420,-0.1868,-0.1872
2022-06-30,62.72200,3.99000,58.73200,,-69.60700,69.60700,-10.87500,-35.13600,-46.01100,-7.82500,-38.18600,-61.45100,-64.88100,-10.87500,-10.87500,60.02800,60.79100,-1.08000,-1.08000,0.79010,3.90750,-17.33840,-17.33840,-73.35700,-103.44220,0.01020,-6.10220,-4.97800,-0.99450,-1.04470,20.58870,0.7736,0.8484
