Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5868.80000,2854.60000,3014.20000,2729.20000,2785.90000,228.29980,-36.10000,192.20000,37.40000,154.80000,154.80000,155.10000,315.89980,228.29980,47.50500,48.49700,3.26000,3.20000,0.14160,0.29750,3.89010,3.89010,3.27490,2.64280,0.32940,2.28690,11.21170,0.86880,1.96310,142.59040,5.4252,4.5056
2024-06-30,5628.70000,2599.20000,3029.50000,2803.30000,2877.10000,152.40040,-47.40000,105.00000,20.50000,84.50000,84.50000,84.40000,260.30040,152.40040,47.53900,48.31700,1.77000,1.75000,0.23800,0.33180,2.70760,2.70760,1.86540,1.49950,0.35380,1.30030,7.37860,0.53110,0.99080,136.81410,5.6795,4.8896
2024-03-31,5124.50000,2415.60000,2708.90000,2532.00000,2594.70000,114.19970,-32.70000,81.50000,15.90000,65.60000,65.60000,66.10000,186.39970,114.19970,47.48500,48.28000,1.39000,1.37000,0.25140,0.35520,2.22850,2.22850,1.59040,1.28990,0.33100,1.02380,6.09720,0.42370,0.76640,134.90440,-14.03270,-14.92750
2023-12-31,5881.40000,2666.10000,3215.30000,2841.40000,2924.90000,290.40040,-105.30000,185.10000,12.70000,172.40000,172.40000,172.40000,371.10040,290.40040,47.62800,48.28800,3.62000,3.58000,0.17820,0.23990,4.93760,4.93760,3.14720,2.93130,0.36610,2.68960,16.61690,1.07320,2.21030,134.91760,15.0982,14.0731
2023-09-30,5111.40000,2434.60000,2676.80000,2467.00000,2557.70000,119.09960,-45.30000,73.80000,14.50000,59.30000,59.30000,59.70000,184.69960,119.09960,47.66200,48.39400,1.25000,1.23000,0.24140,0.33730,2.33010,2.33010,1.44380,1.16800,0.33020,0.96220,7.25030,0.38310,0.73000,129.43950,6.7425,5.7219
2023-06-30,5052.50000,2417.00000,2635.50000,2414.60000,2486.30000,149.20020,-145.20000,4.00000,0.80000,3.20000,3.20000,2.50000,245.40020,149.20020,47.74800,48.33400,0.05000,0.05000,0.26420,0.37730,2.95300,2.95300,0.07920,0.04950,0.31930,0.05170,0.40710,0.02020,0.03810,129.60350,5.1462,4.3581
2023-03-31,4715.50000,2253.00000,2462.50000,2351.50000,2444.70000,17.79980,-28.80000,-11.00000,-2.30000,-8.70000,-8.70000,-9.20000,91.99980,17.79980,47.55500,47.55500,-0.19000,-0.19000,0.28630,0.41810,0.37750,0.37750,-0.23330,-0.19510,0.29750,-0.14130,-1.11800,-0.05490,-0.10090,129.28590,-15.06260,-16.09930
2022-12-31,5604.79900,2549.40000,3055.40000,2699.70000,2800.70000,254.69970,-33.40000,221.30010,45.40000,175.90010,175.90010,174.80000,333.39970,254.69970,48.45300,49.34100,3.68000,3.63000,0.20530,0.28500,4.54430,4.54430,3.94840,3.11880,0.35940,2.86370,23.26720,1.12800,2.27580,129.29470,12.316,10.9417
2022-09-30,5177.50000,2496.20000,2681.30000,2402.00000,2478.70000,202.60010,-22.20000,180.40000,42.30000,138.10000,138.10000,140.20000,283.60010,202.60010,47.86300,48.62900,2.93000,2.88000,0.24330,0.36210,3.91310,3.91310,3.48430,2.70790,0.33670,2.30080,20.13710,0.89800,1.74110,126.31800,2.5992,1.5528
2022-06-30,5278.40000,2554.40000,2724.00000,2407.60000,2488.90000,235.10010,173.20000,408.30000,72.80000,335.50000,335.50000,193.90000,316.30010,235.10010,48.71800,49.65100,3.98000,3.90000,0.24580,0.34680,4.45400,4.45400,7.73530,3.67350,0.34560,5.45820,44.44300,2.19680,4.11650,127.41740,3.1951,2.3593
2022-03-31,4801.40000,2410.80000,2390.60000,2141.00000,2214.90000,175.69970,8.50000,184.20000,40.30000,143.90000,143.90000,145.60000,248.69970,175.69970,49.78100,50.95700,2.92000,2.86000,0.21680,0.29530,3.65930,3.65930,3.83640,3.03240,0.31190,2.24310,15.34440,0.93490,1.75670,129.31540,-14.05890,-14.97340
2021-12-31,5945.70000,2921.60000,3024.10000,2487.50000,2578.49900,445.60060,91.10000,536.70000,115.90000,420.79990,420.79990,421.40000,531.40060,445.60010,50.91700,52.07100,8.31000,8.11000,0.11200,0.14910,7.49450,7.49450,9.02670,7.08750,0.38350,6.56130,45.99910,2.71400,5.82670,128.20610,14.6259,13.3963
2021-09-30,4889.20000,2416.10000,2473.10000,2111.80000,2180.20000,292.89990,9.10000,302.00000,65.30000,236.70000,236.70000,237.20000,369.69990,292.89990,50.85100,51.94400,4.67000,4.57000,0.13020,0.16940,5.99080,5.99080,6.17690,4.85150,0.31650,3.97670,22.34280,1.53230,3.45910,117.67180,8.752,7.9375
2021-06-30,4495.00000,2208.80000,2286.20000,1989.30000,2061.90000,224.29980,30.00000,254.30000,54.90000,199.40000,199.40000,200.00000,305.09980,224.29980,51.28800,52.32400,3.90000,3.82000,0.14800,0.19100,4.99000,4.99000,5.65740,4.44940,0.33410,3.37980,19.50890,1.48200,2.87970,115.35190,4.1476,3.4767
2021-03-31,4037.10000,1989.00000,2048.10000,1897.20000,1967.40000,80.70020,49.90000,130.60000,28.20000,102.40000,102.40000,103.00000,151.20020,80.70020,51.17300,52.17500,2.01000,1.97000,0.15240,0.19570,1.99900,1.99900,3.23500,2.55130,0.30340,1.79430,12.51530,0.76960,1.52080,111.23260,-8.85100,-9.51410
