Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.79600,1.08100,0.71500,4.43000,3.74000,,8.17000,-7.45500,-0.76300,-8.21800,0.00100,-8.21900,-8.21900,-7.63000,-6.69100,-7.45500,5.80700,5.80700,-1.31000,-1.31000,1.08890,39.81070,-415.08910,-415.08910,-457.57240,-424.83300,0.04480,0.74240,0.45470,197.93980,-67.15960,4068.80000,-20.48910,-67.15970,1.80160,-0.617,-0.6275
2024-06-30,0.91400,0.53700,0.37700,4.01600,2.45800,-0.00500,6.47900,-6.10200,0.11800,-5.98400,0.00100,-5.98500,-5.98500,-5.41900,-5.48900,-6.10200,5.09100,5.09100,-1.06000,-1.06000,4.37370,41.24730,-667.61490,-667.61490,-654.70460,-592.88840,0.02230,0.67630,0.22450,400.96280,-30.01510,-82.49490,-14.60900,-30.01510,3.91210,-1.0669,-1.0728
2024-03-31,4.19000,0.31000,3.88000,4.80100,2.64600,-0.51900,7.96600,-4.08600,0.24100,-3.84500,,-3.84500,-3.84500,-3.86300,-3.41500,-4.08600,5.06230,5.06230,-0.80000,-0.80000,5.06150,92.60140,-97.51790,-97.51790,-91.76610,-92.19570,0.08960,0.43300,1.13460,79.32460,-15.14790,-30.86120,-8.21930,-15.14790,5.01410,-0.81190,-0.83780
2023-12-31,0.57800,0.39800,0.18000,5.54500,2.26300,,7.80800,-7.62800,0.28700,-7.34100,-0.00400,-7.33700,-7.33700,-6.60100,-6.96500,-7.62800,4.56860,4.56860,-1.21000,-1.21000,4.96390,31.14190,-1319.72300,-1319.72300,-1270.06900,-1142.04200,0.01130,5.23680,0.17360,518.51220,-25.57780,-47.28670,-14.35780,-25.57780,5.64780,-1.5371,-1.5662
2023-09-30,3.76700,0.51100,3.25600,5.06300,2.37600,,7.43900,-4.18300,0.32000,-3.86300,-0.00500,-3.85800,-3.85800,-3.98400,-3.52200,-4.18300,4.91300,4.91300,-0.81000,-0.81000,6.25460,86.43480,-111.04330,-111.04330,-102.54840,-105.76060,0.06520,4.52210,1.17170,76.81180,-10.75760,-17.18560,-6.68100,-10.75760,7.09460,-0.4773,-0.5051
2023-06-30,0.65400,0.46100,0.19300,5.36900,2.72500,,8.09400,-7.90100,0.14400,-7.75700,0.02100,-7.77800,-7.77800,-7.02300,-7.25400,-7.90100,4.18500,4.18500,-1.68000,-1.68000,5.58910,29.51070,-1208.10400,-1208.10400,-1186.08600,-1073.85300,0.01230,1.85140,0.40950,219.77070,-25.00240,-44.57310,-14.58190,-25.00240,7.45590,-1.2035,-1.2325
2023-03-31,0.64100,0.32200,0.31900,4.80000,2.31500,,7.11500,-6.79600,-0.23000,-7.02600,-0.04500,-6.98100,-6.98100,-6.27100,-6.15500,-6.79600,4.14890,4.14890,-1.50000,-1.50000,5.86430,49.76600,-1060.21900,-1060.21900,-1096.10000,-978.31520,0.01300,0.54480,0.31690,284.04060,-24.49900,-47.83470,-14.11020,-24.49900,6.84710,-1.50500,-1.58520
2022-12-31,0.66000,0.36400,0.29600,4.75300,2.82500,,4.07800,-3.78200,0.00600,-3.77600,0.04500,-3.82100,-3.82100,-2.99800,-3.14100,-3.78200,4.12100,4.12100,-0.80000,-0.80000,6.71130,44.84850,-573.03060,-573.03070,-572.12140,-454.24250,0.01180,0.64310,0.36070,249.54550,-10.98300,-18.50360,-6.80790,-10.98300,8.43190,-0.5484,-0.5967
2022-09-30,0.46600,0.12000,0.34600,4.99600,2.44700,,7.44300,-7.09700,-0.06100,-7.15800,0.00500,-7.16300,-7.16300,-6.54400,-6.45200,-7.09700,4.12160,4.12160,-1.60000,-1.60000,7.30290,74.24890,-1522.96100,-1522.96100,-1536.05200,-1404.29200,0.00780,0.72730,0.17540,513.15450,-18.70330,-29.95440,-12.06140,-18.70330,9.29200,-1.7108,-1.7653
2022-06-30,0.31200,0.26200,0.05000,5.41700,2.64000,,8.05700,-8.00700,-1.70900,-9.71600,0.03800,-9.75400,-9.75400,-8.82100,-7.39400,-8.00700,4.12020,4.12020,-2.10000,-2.10000,6.80470,16.02560,-2566.34600,-2566.34600,-3114.10200,-2827.24400,0.00550,1.61730,0.13610,661.44230,-21.48600,-31.70280,-17.21440,-21.48600,11.01820,-1.6153,-1.6893
