Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1902.00000,756.00000,1146.00000,513.00000,-10.00000,698.00000,448.00000,-92.00000,356.00000,51.00000,305.00000,305.00000,306.00000,600.00000,448.00000,575.12100,579.01700,0.53000,0.53000,0.95270,0.45790,0.88960,60.25240,23.55420,23.55420,18.71710,16.08830,0.06220,2.01480,44.66880,2.75250,-3.00320,0.99800,1.49220,19.28000,0.4212,0.3245
2024-06-30,1792.00000,633.00000,1159.00000,523.00000,-4.00000,736.00000,423.00000,-82.00000,341.00000,119.00000,222.00000,222.00000,222.00000,576.00000,423.00000,576.37500,578.95100,0.39000,0.38000,0.93810,0.45880,0.89810,64.67630,23.60490,23.60490,19.02900,12.38840,0.05930,1.86670,48.21430,2.03520,-2.16650,0.73490,1.10140,18.93540,0.7945,0.7047
2024-03-31,1674.00000,557.00000,1117.00000,517.00000,,707.00000,410.00000,-98.00000,312.00000,79.00000,233.00000,233.00000,234.00000,565.00000,410.00000,575.45200,578.93100,0.41000,0.40000,0.99030,0.47440,0.92330,66.72640,24.49220,24.49220,18.63800,13.97850,0.05530,1.80970,49.73120,2.15360,-2.23050,0.76980,1.13190,18.79090,0.91550,0.84810
2023-12-31,1647.00000,531.00000,1116.00000,510.00000,-99.00000,763.00000,353.00000,-76.00000,277.00000,82.00000,195.00000,195.00000,196.00000,478.00000,353.00000,504.90900,508.39300,0.34000,0.33000,1.00790,0.48420,0.96550,67.75960,21.43290,21.43290,16.81850,11.90040,0.05100,1.77290,50.76500,1.80110,-1.81770,0.60380,0.92900,18.82440,0.7475,0.6715
2023-09-30,1451.00000,511.00000,940.00000,424.00000,-4.00000,509.00000,431.00000,-40.00000,391.00000,97.00000,294.00000,294.00000,294.00000,495.00000,431.00000,491.31600,494.11200,0.60000,0.60000,1.75240,0.59960,1.49760,64.78290,29.70370,29.70370,26.94690,20.26190,0.05960,2.43870,36.90560,4.53770,-7.43360,1.20740,1.81680,13.18700,0.6052,0.5305
2023-06-30,1433.00000,508.00000,925.00000,419.00000,-45.00000,543.00000,382.00000,-45.00000,337.00000,70.00000,267.00000,267.00000,267.00000,447.00000,382.00000,490.77800,493.63100,0.54000,0.54000,1.59530,0.61050,1.58990,64.54990,26.65740,26.65740,23.51710,18.63220,0.05590,2.40030,37.49480,4.27410,-6.26320,1.04070,1.66470,12.71590,0.8414,0.7621
2023-03-31,1533.00000,619.00000,914.00000,413.00000,,502.00000,412.00000,-16.00000,396.00000,95.00000,301.00000,301.00000,302.00000,481.00000,412.00000,489.93100,494.76900,0.62000,0.61000,0.98120,0.43520,0.82680,59.62170,26.87540,26.87540,25.83170,19.69990,0.07380,2.30180,39.09980,4.87130,-6.73530,1.44890,2.75110,12.61400,1.14190,1.06110
2022-12-31,1582.00000,675.00000,907.00000,439.00000,-41.00000,558.00000,349.00000,-27.00000,322.00000,83.00000,239.00000,239.00000,240.00000,412.00000,349.00000,492.42100,497.85800,0.49000,0.48000,0.97390,0.43440,0.87590,57.33250,22.06070,22.06070,20.35400,15.17070,0.07580,2.33680,38.51450,3.87740,-5.29230,1.14530,2.19290,12.53890,0.9848,0.3028
2022-09-30,1557.00000,667.00000,890.00000,415.00000,-14.00000,492.00000,398.00000,-16.00000,382.00000,88.00000,294.00000,294.00000,294.00000,461.00000,398.00000,491.22900,496.33900,0.60000,0.59000,0.95730,0.43730,0.91300,57.16120,25.56200,25.56200,24.53440,18.88250,0.06790,2.44040,36.87860,4.99660,-6.32940,1.28150,2.81150,11.97800,0.4684,1.0002
2022-06-30,1552.00000,659.00000,893.00000,404.00000,-12.00000,481.00000,412.00000,-15.00000,397.00000,90.00000,307.00000,307.00000,307.00000,477.00000,412.00000,492.23500,496.58000,0.62000,0.62000,0.93990,0.44520,0.97690,57.53870,26.54640,26.54640,25.57990,19.78090,0.06870,2.38040,37.80930,5.24700,-6.17710,1.35860,2.91080,11.91150,0.7677,0.6824
2022-03-31,1535.00000,643.00000,892.00000,405.00000,-15.00000,487.00000,405.00000,-31.00000,374.00000,91.00000,283.00000,283.00000,284.00000,472.00000,405.00000,495.14400,501.74400,0.57000,0.57000,0.92400,0.44350,0.97940,58.11080,26.38440,26.38440,24.36480,18.50160,0.07370,2.47180,36.41040,4.69940,-5.58520,1.35910,2.61500,12.20350,1.20580,1.13600
2021-12-31,1466.00000,581.00000,885.00000,444.00000,-17.00000,541.00000,344.00000,-30.00000,314.00000,54.00000,260.00000,260.00000,260.00000,425.00000,344.00000,497.69800,505.08800,0.51330,0.51330,0.94300,0.42900,0.91020,60.36840,23.46520,23.46520,21.41880,17.73530,0.07290,2.49320,36.09820,4.05930,-5.37080,1.29260,2.31790,12.80900,0.7751,0.6737
2021-09-30,1357.00000,519.00000,838.00000,402.00000,-13.00000,482.00000,356.00000,15.00000,371.00000,83.00000,288.00000,288.00000,288.00000,422.00000,356.00000,503.07700,510.54000,0.57000,0.56000,0.98230,0.46150,0.93270,61.75390,26.23430,26.23430,27.33970,21.22330,0.07380,2.45830,36.61020,4.53190,-5.71430,1.56550,2.44030,12.66890,0.4338,0.3747
