Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.80390,3.37480,,-10.17870,-0.54800,-10.72670,,-10.72670,-10.72670,-10.72670,-9.85840,-10.17870,36.80700,36.80700,-0.29000,-0.29000,2.84250,0.35500,1.12130,-48.75570,-48.75580,-20.45100,-31.44680,0.59750,-0.2158,-0.2158
2024-06-30,4.52770,4.15660,,-8.68430,-0.51280,-9.19710,-0.86920,-8.32790,-8.32790,-8.32790,-8.38540,-8.68430,36.69400,36.69400,-0.23000,-0.23000,3.83810,0.31020,0.78850,-26.93560,-26.93550,-13.76600,-18.58030,0.84060,-0.2268,-0.2276
2024-03-31,6.70420,3.39350,,-10.09760,-0.50590,-10.60350,,-10.60350,-10.60350,-10.60350,-9.81300,-10.09760,34.81600,34.81600,-0.30000,-0.30000,4.55970,0.31070,0.64840,-28.51700,-28.51700,-15.36590,-19.65690,1.01370,-0.28540,-0.28540
2023-12-31,7.46570,2.94120,,-10.40700,-0.49130,-10.89820,0.00000,-10.89820,-10.89820,-10.89820,-10.13250,-10.40700,30.95210,30.95210,-0.35000,-0.35000,4.33270,0.42900,0.91280,-41.70620,-41.70620,-18.35020,-23.81600,0.78960,-0.2721,-0.2721
2023-09-30,6.44850,4.07120,,-10.51970,-0.32950,-10.84920,,-10.84920,-10.84920,-10.84920,-10.34690,-10.51970,30.91100,30.91100,-0.35000,-0.35000,6.20930,0.49030,0.96410,-44.31160,-44.31160,-18.97110,-22.58640,0.78960,-0.2301,-0.2301
2023-06-30,8.00490,4.69130,,-12.69620,-0.24470,-12.94090,-1.40600,-11.53490,-11.53490,-11.53490,-12.57020,-12.69620,30.80200,30.80200,-0.37000,-0.37000,8.01490,0.41910,0.72310,-35.55300,-35.55300,-18.09280,-20.65330,1.05110,-0.1511,-0.1511
2023-03-31,5.84370,3.57870,,-9.42240,-0.23750,-9.65990,,-9.65990,-9.65990,-9.65990,-9.28630,-9.42240,30.42800,30.42800,-0.32000,-0.32000,16.46030,0.36240,0.56960,-23.55450,-23.55450,-14.11270,-15.01870,1.33480,-0.43340,-0.43340
2022-12-31,16.15510,2.66630,,-18.82140,-0.31630,-19.13770,,-19.13770,-19.13770,-19.13770,-18.69860,-18.82140,28.59920,28.59920,-0.65000,-0.65000,7.78740,0.34510,0.52820,-43.49270,-43.49270,-24.85160,-28.48430,1.45850,-0.2602,-0.2602
2022-09-30,4.35300,2.92620,,-7.27920,-0.14530,-7.42450,,-7.42450,-7.42450,-7.42450,-7.16910,-7.27920,28.45900,28.45900,-0.26000,-0.26000,15.37060,0.32820,0.48980,-15.77700,-15.77700,-9.91420,-10.59950,1.65360,-0.2069,-0.2069
2022-06-30,3.76160,3.33100,,-7.09270,0.07450,-7.01810,-1.19890,-5.81920,-5.81920,-5.81920,-7.09270,-7.09270,28.45200,28.45200,-0.20000,-0.20000,12.34360,,,-11.31590,-11.31590,-10.39130,-11.31590,1.80700,-0.1884,-0.1884
2022-03-31,5.16130,3.31790,,-8.47920,0.00570,-8.47350,,-8.47350,-8.47350,-8.47350,-8.47910,-8.47920,26.16100,26.16100,-0.32000,-0.32000,12.10140,,,-15.16560,-15.16560,-13.88220,-15.16560,1.96380,-0.24350,-0.24350
2021-12-31,3.38930,2.93240,,-6.32170,0.00170,-6.32000,,-6.32000,-6.32000,-6.32000,-6.32070,-6.32170,25.59700,25.59700,-0.25000,-0.25000,17.79540,,,-9.99830,-9.99830,-9.40500,-9.99830,2.22190,-0.2069,-0.2069
2021-09-30,3.68800,3.27430,,-6.96230,0.00140,-6.96100,,-6.96100,-6.96100,-6.96100,-6.96110,-6.96230,28.42590,28.42600,-0.24000,-0.24000,19.94350,,,-10.25830,-10.25830,-9.70200,-10.25830,2.38640,-0.1576,-0.1576
2021-06-30,2.76420,2.34180,,-5.10600,0.00060,-5.10540,-4.51650,-0.58890,-0.58890,-0.58890,-5.10480,-5.10600,23.16000,23.16000,-0.03000,-0.03000,19.22010,,,-0.80680,-0.80680,-0.76100,-0.80680,2.56850,0.0475,0.0475
2021-03-31,1.41310,1.63620,,-3.04930,0.00070,-3.04860,,-3.04860,-3.04860,-3.04860,-3.04740,-3.04930,22.26400,22.26400,-0.14000,-0.14000,9.30570,,,-12.50750,-12.50750,-10.98140,-12.50750,1.09410,-0.17080,-0.17080
2020-12-31,2.47770,1.54980,,-4.02760,0.00080,-4.02680,,-4.02680,-4.02680,-4.02680,-4.02370,-4.02760,16.74500,16.74500,-0.10000,-0.10000,9.27620,,,-14.84290,-14.84290,-13.03580,-14.84290,1.21870,-0.336,-0.336
2020-09-30,2.06080,1.84620,,-3.90700,0.00120,-3.90580,,-3.90580,-3.90580,-3.90580,-3.94490,-3.90700,18.96200,18.96200,-0.21000,-0.21000,11.67540,,,-12.58930,-12.58930,-11.33920,-12.58930,1.39360,0.024,0.024
2020-06-30,1.41420,1.52170,,-2.93600,0.00660,-2.92930,,-2.92930,-2.92930,-2.92930,-2.89030,-2.93600,15.35700,15.35700,-0.19000,-0.19000,7.69520,,,-17.21680,-17.21680,-14.57880,-17.21680,1.10760,-0.1665,-0.1665
2020-03-31,1.97170,2.06010,,-4.03180,0.04640,-3.98540,,-3.98540,-3.98540,-3.98540,-4.02790,-4.03180,10.31500,10.31500,-0.39000,-0.39000,5.91020,,,-20.03970,-20.03970,-16.65140,-20.03970,1.29560,-0.30680,-0.30680
2019-12-31,1.34830,1.62330,-3.00880,-5.98040,1.42110,-4.55940,,-4.17780,-4.17780,-4.17780,-5.97580,-5.98040,4.86800,4.86800,-1.41000,-1.06000,5.17990,,,-35.71500,-35.71500,-28.83010,-35.71500,2.21510,-1.3202,-1.2637
