Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,266.68100,118.66000,148.02100,34.34900,36.89400,,72.93100,75.09000,1.31200,76.40200,12.62100,63.78100,63.78100,63.78100,76.77800,75.09000,61.16900,61.94800,1.04000,1.03000,1.24860,55.50490,28.15720,28.15720,28.64920,23.91660,0.38200,1.33500,67.41400,22.94690,29.56730,9.13580,22.94690,4.55110,1.0113,0.9949
2024-06-30,265.31800,120.04100,145.27700,35.33400,40.26600,,77.08900,68.18800,0.91400,69.10200,16.33600,52.76600,52.76600,52.76600,69.67700,68.18800,61.42100,62.11800,0.86000,0.85000,1.17490,54.75580,25.70050,25.70050,26.04500,19.88780,0.39880,1.38750,64.86680,21.92840,29.57750,7.93100,21.92840,3.92890,1.1847,1.1487
2024-03-31,254.55200,119.28700,135.26500,35.01000,41.13200,,77.63500,57.63000,0.99600,58.62600,4.82500,53.80100,53.80100,53.80100,59.12300,57.63000,61.62500,62.49300,0.87000,0.86000,1.19670,53.13850,22.63980,22.63980,23.03110,21.13560,0.37720,1.23750,72.72810,22.45390,30.33180,7.97330,22.45390,3.89160,0.87590,0.83880
2023-12-31,238.25500,106.73300,131.52200,31.32700,39.82500,,72.65700,58.86500,0.86700,59.73200,10.99600,48.73600,48.73600,48.73600,60.37000,58.86490,61.81700,62.60800,0.80000,0.78000,1.30960,55.20220,24.70670,24.70670,25.07060,20.45540,0.35380,1.31510,68.43750,17.51340,22.55850,7.23780,17.51340,4.52000,1.3993,1.368
2023-09-30,238.44100,111.43900,127.00200,33.09300,39.02100,,73.55400,53.44800,1.73900,55.18700,5.76600,49.42100,49.42100,49.42100,54.88800,53.44800,61.63900,62.31000,0.80000,0.79000,1.18040,53.26350,22.41560,22.41560,23.14490,20.72670,0.41610,1.30030,69.21600,23.52210,33.42040,8.62500,23.52210,3.41290,0.9431,0.9256
2023-06-30,231.01600,108.81300,122.20300,31.60000,38.80000,,71.72000,50.48300,1.04100,51.52400,11.90400,39.62000,39.62000,39.62000,51.80300,50.48300,61.86200,62.43200,0.64000,0.63000,1.08900,52.89810,21.85260,21.85260,22.30320,17.15030,0.43840,1.29450,69.52230,23.23070,36.57780,7.51810,23.23070,2.76560,0.6548,0.6387
2023-03-31,221.01300,103.62900,117.38400,30.79400,38.01800,,70.29900,47.08500,0.14300,47.22800,8.43700,38.79100,38.79100,38.79100,48.57200,47.08500,62.21100,62.76700,0.62000,0.62000,1.15100,53.11180,21.30420,21.30420,21.36890,17.55150,0.41630,1.37640,65.38580,21.42300,32.64160,7.30740,21.42300,2.91920,0.93550,0.92480
2022-12-31,198.10300,90.00600,108.09700,27.12300,34.76300,,63.39190,44.70500,0.82800,45.53300,7.66500,37.86800,37.86800,37.86800,46.21100,44.70510,62.76800,63.40800,0.61000,0.59000,1.31620,54.56610,22.56660,22.56660,22.98450,19.11530,0.34740,1.18330,76.05770,16.69670,23.01030,6.64140,16.69670,3.64680,0.8634,0.8253
2022-09-30,198.10100,96.15800,101.94300,29.37500,34.13400,,65.17300,36.77000,1.61200,38.38200,8.70800,29.67400,29.67400,29.67400,38.43400,36.77000,62.59200,63.16500,0.47000,0.47000,1.29130,51.46010,18.56120,18.56120,19.37500,14.97920,0.38490,1.38050,65.19580,14.97670,21.83260,5.76510,14.97670,3.17550,0.6374,0.6069
2022-06-30,191.92400,88.64600,103.27800,27.92400,36.35500,,66.02500,37.25300,2.24300,39.49600,8.67100,30.82500,30.82500,30.82500,38.99900,37.25300,62.95400,63.41900,0.49000,0.49000,1.38100,53.81190,19.41030,19.41030,20.57900,16.06100,0.37320,1.43390,62.76800,14.76750,21.03980,5.99370,14.76750,3.32810,0.8343,0.8172
