Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,53.28400,20.04200,33.24200,29.31400,30.44400,2.79800,2.79800,0.64200,2.15600,2.15600,0.00000,2.08000,12.92800,13.16900,0.16000,0.16000,0.19560,0.25880,8.66710,6.44300,0.00940,0.71110,0.71110,0.06310,0.57200,23.45300,0.6548,0.6323
2024-06-30,53.26900,18.55700,34.71200,27.96600,29.18400,5.52800,5.52800,1.37900,4.14900,4.14900,,4.08900,12.88300,13.04600,0.32000,0.31000,0.19890,0.25630,16.04270,11.86660,0.01050,1.39860,1.39860,0.12620,1.12040,22.94730,2.05,2.031
2024-03-31,57.86400,19.89100,37.97300,30.97200,32.18800,5.78500,5.78500,1.28300,4.50200,4.50200,0.00000,4.48200,12.81100,13.11900,0.35000,0.34000,0.20140,0.28770,16.08020,12.45830,0.01010,1.54270,1.54270,0.12690,1.23200,22.72630,-1.92550,-1.99160
2023-12-31,54.13700,18.59200,35.54500,24.98700,26.19800,9.34700,9.34700,1.43100,7.91600,7.91600,0.00000,7.91100,12.69400,12.99700,0.62000,0.61000,0.20270,0.29430,24.82740,21.01310,0.01140,2.73590,2.73590,0.23890,2.18140,22.67930,1.3785,1.3474
2023-09-30,54.11600,18.46000,35.65600,29.12700,30.56600,5.09000,5.09000,1.21800,3.87200,3.87200,0.00000,3.86700,12.72200,13.11700,0.30000,0.29000,0.21310,0.31860,14.21190,10.79720,0.01040,1.42680,1.44190,0.11260,1.12280,21.32400,0.7317,0.7208
2023-06-30,53.45000,17.44900,36.00100,24.59600,26.04700,9.95400,9.95400,1.95600,7.99800,7.99800,,8.11200,12.69000,12.91500,0.64000,0.63000,0.21110,0.31730,24.73900,20.16110,0.01200,2.91580,2.94630,0.23860,2.30020,21.56420,2.7368,2.7139
2023-03-31,47.83000,12.03400,35.79600,31.43600,32.89300,2.90300,2.90300,0.46500,2.43800,2.43800,8.78200,11.34200,12.62300,13.01600,0.90000,0.87000,0.21280,0.32590,9.29850,36.32930,0.00880,0.89860,0.90810,0.06860,0.70740,21.44280,-0.36650,-0.37480
2022-12-31,44.13600,7.25300,36.88300,27.90400,29.43400,7.44900,7.44900,1.73100,5.71800,5.71800,0.65200,6.50900,12.28000,12.87100,0.53000,0.51000,0.21900,0.74760,21.78770,19.03830,0.01110,2.18750,2.21150,0.18630,1.70850,20.71570,0.2772,0.2745
2022-09-30,39.37000,4.05700,35.31300,31.79400,33.29600,2.01700,2.01700,0.18400,1.83300,1.83300,0.72200,2.71800,12.23900,12.85500,0.22000,0.21000,0.23060,0.64030,6.68040,9.00210,0.00960,0.75010,0.76260,0.05840,0.57720,19.88770,1.1118,1.0829
2022-06-30,37.47400,1.43000,36.04400,31.82000,33.07200,2.97200,2.97200,0.69900,2.27300,2.27300,0.51800,2.95600,12.17700,12.89600,0.24000,0.23000,0.22440,0.33340,9.60440,9.55270,0.01040,0.89870,0.91310,0.07620,0.69710,20.68120,3.6176,3.6078
