Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-09-30,0.15500,,0.15500,16.05000,2.29800,,-18.19300,-0.14300,-18.33600,-18.33600,-18.33600,-18.33600,-18.11600,-18.19300,25.33800,25.33800,-0.72000,-0.72000,4.57290,0.12980,0.21420,100.00000,-11737.42000,-11737.42000,-11829.68000,-11829.68000,0.00280,,,-49.69780,-49.69780,-33.41410,-43.24730,1.45590,-0.5303,-0.5298
2017-06-30,0.13000,,0.13000,11.47800,2.29000,,-13.63800,-0.13500,-13.77300,-13.77300,-13.77300,-13.77300,-13.51700,-13.63800,25.31000,25.31000,-0.54000,-0.54000,9.38930,0.10240,0.14350,100.00000,-10490.77000,-10490.77000,-10594.62000,-10594.62000,0.00190,,,-25.35250,-25.35250,-20.13160,-22.75700,2.14420,-0.4553,-0.4557
2017-03-31,0.00500,,0.00500,7.59000,2.67100,,-10.25600,-0.11700,-10.37300,-10.37300,-10.37300,-10.37300,-10.15500,-10.25600,25.25000,25.25000,-0.41000,-0.41000,11.20010,0.09310,0.11450,100.00000,-205120.00000,-205120.00000,-207460.00000,-207460.00000,0.00010,,,-15.44450,-15.44450,-12.65650,-14.00740,2.65470,-0.43480,-0.44700
2016-12-31,0.00500,,0.00500,6.97100,2.39100,,-9.35700,-0.32900,-9.68600,-9.68600,-9.68600,-9.68600,-9.35300,-9.35700,13.11100,13.11100,0.98000,0.98000,15.59120,0.09570,0.10590,100.00000,-187140.20000,-187140.20000,-193720.20000,-193720.20000,0.00010,,,-13.51680,-13.51680,-11.42040,-12.22290,2.91620,-0.939,-0.9391
2016-09-30,0.00500,,0.00500,3.68200,1.62900,,-5.30600,-0.33900,-5.64500,-5.64500,-5.64500,-5.64500,-5.25200,-5.30600,20.49300,20.49300,-0.28000,-0.28000,19.69060,0.13760,0.15960,100.00000,-106120.00000,-106120.00000,-112900.00000,-112900.00000,0.00010,,,-12.02520,-12.02650,-9.77130,-10.37170,2.28450,0.4052,0.4051
2016-06-30,0.00500,,0.00500,4.21300,0.97000,,-5.17800,0.07600,-5.10200,-5.10200,-5.10200,-5.10200,-5.14400,-5.17800,8.24400,8.24400,-0.62000,-0.62000,8.32210,0.06680,0.12390,100.00000,-103560.00000,-103560.00000,-102040.00000,-102040.00000,0.00010,,,-11.11640,-11.11640,-9.08410,-10.37370,2.34240,0.4543,0.4543
2016-03-31,0.50500,,0.50500,4.58900,1.27300,,-5.35700,-0.09200,-5.44900,-5.44900,-5.44900,-5.44900,-5.31900,-5.35700,2.66000,2.66000,-2.05000,-2.05000,2.18310,0.40380,1.10410,100.00000,-1060.79200,-1060.79200,-1079.01000,-1079.01000,0.02990,,,12.99860,-99.68900,-32.21780,-59.43500,2.05330,-1.65260,-1.65260
2015-12-31,,,,3.82000,1.23000,,-5.05000,-0.16000,-5.18000,-5.18000,-5.18000,-5.18000,-5.00700,-5.05000,2.33900,2.33900,-1.80000,-1.80000,3.94190,0.28480,0.56090,,,,,,,,,14.13020,-48.61570,-24.60220,-34.76980,4.00710,-2.1444,-2.1515
2015-09-30,,,,2.30900,1.06500,,-3.37400,-0.10100,-3.47500,-3.47500,-3.47500,-3.47500,-3.34400,-3.37400,2.65200,2.65200,-1.31000,-1.31000,,,,,,,,,,,,,,,,,-0.6761,-0.6758
2015-06-30,,,,2.14700,3.02300,,-5.17000,-0.06700,-5.23700,-5.23700,-5.23700,-5.23700,-5.13800,-5.17000,2.21700,2.21700,-2.36000,-2.36000,,,,,,,,,,,,,,,,,-1.0606,-1.0624
2015-03-31,,,,2.50800,1.24900,,-3.75700,,-3.75700,-3.75700,-3.75700,-3.75700,-3.74200,-3.75700,1.81800,1.81800,-2.07000,-2.07000,,,,,,,,,,,,,,,,,-2.06160,-2.06160
2014-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
